Conjunction data for RBSPb and FU4 from Shumko file FU4_RBSPB_conjunctions_dL10_dMLT10_hr_final.txt
Tstart = start of conjunction
Tend = end of conjunction
Tmin = time of closest conjunction (defined from minimum absolute separation)
Lrb = L value (rbspb) during min separation time
Lfb = L value (FU4) during min separation time
MLTrb = MLT value (rbspb) during min separation time
MLTfb = MLT value (FU4) during min separation time
distmin = minimum |separation| in RE b/t rbspb and FU4 at Tminsep
dLmin = |delta L| of rbspb) during min separation time
dMLTmin = |delta MLT| of rbspb) during min separation time
col = max collimated detector FB flux during conjunction
sur = max surface detector FB flux during conjunction
EMFb = number of sec of EMFISIS burst data within +/-60 min of middle conjunction time
B1b = number of sec of EFW burst 1 data within +/-60 min of middle conjunction time
B2b = number of sec of EFW burst 2 data within +/-60 min of middle conjunction time
Total spectral non-chorus (10Hz<f<0.1fce_eq) Efield power within +/-60 min of middle conjunction time
Max   spectral non-chorus (10Hz<f<0.1fce_eq) Efield power within +/-60 min of middle conjunction time
Avg (nonzero values only) spectral non-chorus (10Hz<f<0.1fce_eq) Efield power within +/-60 min of middle conjunction time
Median (nonzero values only) spectral non-chorus (10Hz<f<0.1fce_eq) Efield power within +/-60 min of middle conjunction time
Total spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Max   spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Avg (nonzero values only) spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Median (nonzero values only) spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Total spectral upper band chorus (f>0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Max   spectral upper band chorus (f>0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Avg (nonzero values only) spectral upper band chorus (f>0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Median (nonzero values only) spectral upper band chorus (f>0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Total spectral non-chorus (10Hz<f<0.1fce_eq) Bfield power within +/-60 min of middle conjunction time
Max   spectral non-chorus (10Hz<f<0.1fce_eq) Bfield power within +/-60 min of middle conjunction time
Avg (nonzero values only) spectral non-chorus (10Hz<f<0.1fce_eq) Bfield power within +/-60 min of middle conjunction time
Median (nonzero values only) spectral non-chorus (10Hz<f<0.1fce_eq) Bfield power within +/-60 min of middle conjunction time
Total spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Max   spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Avg (nonzero values only) spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Median (nonzero values only) spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Total spectral upper band chorus (f>0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Max   spectral upper band chorus (f>0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Avg (nonzero values only) spectral upper band chorus (f>0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Median (nonzero values only) spectral upper band chorus (f>0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
The remaining columns are max EFW filter bank amplitudes (pT, mV/m) within +/-60 min of middle conjunction time
 
Tstart              Tend                Tmin				    Lrb       Lfb      MLTrb    MLTfb   distmin	 dLmin	dMLTmin    col	    sur    EMFb   B1b   B2b  SpecETot_lf  SpecEMax_lf  SpecEAvg_lf  SpecEMed_lf    SpecETot_lb  SpecEMax_lb  SpecEAvg_lb  SpecEMed_lb    SpecETot_ub  SpecEMax_ub  SpecEAvg_ub  SpecEMed_ub    SpecBTot_lf  SpecBMax_lf  SpecBAvg_lf  SpecBMed_lf  SpecBTot_lb  SpecBMax_lb  SpecBAvg_lb  SpecBMed_lb    SpecBTot_ub  SpecBMax_ub  SpecBAvg_ub  SpecBMed_ub  7E4 7E5  7E6  7B4  7B5  7B6 13E7 13E8 13E9 13E10 13E11 13E12 13B7 13B8 13B9 13B10 13B11 13B12
2018-10-11/12:21:08 2018-10-11/12:23:35 2018-10-11/12:22:04     3.60     3.60     0.89     0.89   0.00697    0.001    0.007    27.25    -1.00   206     0     0           5.03       0.397218       0.002551       0.000155           0.00            NaN           -NaN            NaN           0.00       0.000828       0.000388       0.000388           0.01       0.000010       0.000000       0.000000           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   28   45   89  165  193  344
2018-12-18/01:00:22 2018-12-18/01:04:31 2018-12-18/01:02:11     3.08     3.29    23.13    23.53   0.39608   -0.219    0.396   691.11     0.00    27     0    83           0.01       0.001448       0.000308       0.000103           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN           0.01       0.000002       0.000000       0.000000           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    1    1    6   14   10   32   47   40   56
2019-01-24/02:19:19 2019-01-24/02:21:34 2019-01-24/02:21:13     3.94     3.14    15.46    15.27   0.82379    0.805    0.191    15.11    -1.00   230   855     0           4.83       0.003724       0.000231       0.000129           0.01       0.000569       0.000094       0.000052           0.00            NaN           -NaN            NaN           0.27       0.000098       0.000004       0.000001           0.00       0.000001       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   82  110   81   43   19   11
2019-01-24/22:46:47 2019-01-24/22:47:56 2019-01-24/22:47:11     6.49     6.85    17.53    17.13   0.80201   -0.367    0.409    68.27    -1.00   719  7042     0           5.79       0.026481       0.000680       0.000207           0.48       0.009103       0.000435       0.000129           0.00            NaN           -NaN            NaN           0.08       0.000626       0.000003       0.000000           0.00       0.000035       0.000001       0.000000           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   75   47   15    2    1    4
2019-01-25/00:22:03 2019-01-25/00:23:12 2019-01-25/00:22:02     6.30     7.55    18.56    17.82   1.83592   -1.250    0.746     8.23    -1.00   539  4907     0           0.33       0.021516       0.000369       0.000078           0.00       0.000103       0.000035       0.000026           0.00       0.000026       0.000026       0.000026           0.00       0.000004       0.000000       0.000000           0.00       0.000002       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   15   13    5    1    1    3
2019-01-26/19:04:08 2019-01-26/19:05:02 2019-01-26/19:04:35     5.83     6.25    16.86    15.73   1.83122   -0.420    1.131    14.44    -1.00     3  5735     0           0.50       0.001655       0.000120       0.000052           0.11       0.001138       0.000102       0.000052           0.00            NaN           -NaN            NaN           0.05       0.000057       0.000001       0.000001           0.01       0.000019       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   64   49   34   13    3    3
2019-01-27/03:04:50 2019-01-27/03:06:52 2019-01-27/03:05:35     4.58     4.68    15.95    15.70   0.32761   -0.105    0.256    48.46    -1.00   253  2068    75           6.37       0.029791       0.000357       0.000103           0.00       0.000414       0.000200       0.000207           0.27       0.059583       0.004278       0.000931           0.06       0.000066       0.000001       0.000000           0.00            NaN           -NaN            NaN           0.00       0.000000       0.000000       0.000000    0    0    0    0    0    0    0    0    0    0    3    2   61   41   47   19   17   12
2019-02-01/01:39:56 2019-02-01/01:41:46 2019-02-01/01:40:40     5.81     5.97    16.76    16.59   0.30917   -0.158    0.172    12.52    -1.00   290  5052     0           0.63       0.132406       0.000123       0.000052           0.04       0.000569       0.000079       0.000052           0.00            NaN           -NaN            NaN           0.09       0.000074       0.000002       0.000001           0.00       0.000005       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   57   55   53   49   12    6
2019-02-02/04:37:28 2019-02-02/04:38:51 2019-02-02/04:37:57     5.45     5.64    16.61    15.61   1.45732   -0.190    0.999    68.79    -1.00   290  4410    11           9.69       0.059583       0.000714       0.000207           0.09       0.001655       0.000149       0.000078           0.02       0.002483       0.000243       0.000103           0.84       0.001572       0.000025       0.000000           0.00       0.000021       0.000001       0.000000           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    1    1  273  180  173   86   25    9
2019-02-03/05:58:08 2019-02-03/06:00:45 2019-02-03/05:59:07     3.54     3.47    14.70    15.03   0.31312    0.070    0.332    66.11    -1.00   289     0     0          21.44       0.066203       0.000716       0.000233           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN           0.26       0.000080       0.000005       0.000002           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   50   86   53   20    9   21
2019-02-04/19:46:37 2019-02-04/19:47:56 2019-02-04/19:47:09     5.93     6.14    16.45    16.04   0.68114   -0.214    0.410     9.21    -1.00   707  6932    71          21.06       0.158887       0.004090       0.000465           0.00       0.000233       0.000051       0.000026           0.00            NaN           -NaN            NaN           0.01       0.000014       0.000000       0.000000           0.00       0.000000       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    1    1    0    0    0    0   27   18    5    3    2    4
2019-02-05/03:48:07 2019-02-05/03:50:15 2019-02-05/03:49:01     4.49     4.47    15.55    15.63   0.10020    0.027    0.082    65.93    -1.00   278  2452    15          45.58       0.145646       0.002089       0.000310           0.00            NaN           -NaN            NaN           0.03       0.009103       0.001668       0.001241           0.10       0.000080       0.000002       0.000001           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    1    1   36   57   47   15    4    6
2019-02-07/03:13:31 2019-02-07/03:15:03 2019-02-07/03:13:54     6.03     6.48    17.21    16.31   1.53993   -0.453    0.902    61.12    -1.00   361  6970    31           0.02       0.000517       0.000053       0.000026           2.83       0.013241       0.000615       0.000233           0.03       0.003103       0.000306       0.000155           0.01       0.000003       0.000000       0.000000           0.00       0.000001       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    2    0    0    9   21   53  110   33   31
2019-02-07/22:06:19 2019-02-07/22:07:57 2019-02-07/22:06:53     6.40     6.76    17.70    17.49   0.51601   -0.359    0.216     5.37    -1.00   361  6967     0           0.16       0.002069       0.000118       0.000052           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN           0.01       0.000004       0.000000       0.000000           0.00       0.000000       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   12    7    2    1    1    3
2019-02-08/04:34:18 2019-02-08/04:35:56 2019-02-08/04:34:55     5.01     5.08    15.92    15.64   0.37279   -0.075    0.276    34.33    -1.00   361  3694    19          20.81       0.072823       0.001384       0.000233           0.01       0.002483       0.001539       0.002276           0.02       0.003724       0.001334       0.001241           0.01       0.000008       0.000000       0.000000           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    2    5   19   29   13    5    5   24
2019-02-09/01:02:19 2019-02-09/01:04:03 2019-02-09/01:02:54     6.31     6.66    17.55    17.27   0.59030   -0.345    0.282    17.76    -1.00   361  6967     0           0.07       0.003103       0.000141       0.000052           0.00       0.000052       0.000039       0.000052           0.00            NaN           -NaN            NaN           0.01       0.000002       0.000000       0.000000           0.00       0.000000       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   10    7    5    2    1    3
2019-02-11/05:20:23 2019-02-11/05:21:46 2019-02-11/05:20:52     5.38     5.50    16.21    15.60   0.87291   -0.120    0.608    10.43    -1.00   361  4109     0           0.36       0.000569       0.000058       0.000026           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN           0.14       0.000024       0.000003       0.000002           0.00       0.000000       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   45   41   25   10    3    6
2019-02-12/01:49:19 2019-02-12/01:51:09 2019-02-12/01:49:41     6.06     6.72    17.78    17.06   1.37384   -0.662    0.722    25.89    -1.00   319  6971    59           5.11       0.009103       0.000554       0.000181           2.29       0.008275       0.000455       0.000129           0.00            NaN           -NaN            NaN           0.09       0.000082       0.000002       0.000000           0.01       0.000026       0.000001       0.000000           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    1    0    0    0   93  102  122   90   27    4
2019-02-12/08:14:23 2019-02-12/08:15:46 2019-02-12/08:14:58     5.23     5.21    16.01    14.96   1.43364    0.016    1.052    37.92    -1.00   289  2981   142         207.08       0.794435       0.011567       0.001241           0.00       0.000336       0.000336       0.000336           0.02       0.006620       0.000895       0.000207           0.01       0.000027       0.000000       0.000000           0.00       0.000000       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    1    0    0    0    2    1   12   17   12    5   19   23
2019-02-17/05:16:56 2019-02-17/05:18:28 2019-02-17/05:17:32     5.22     5.26    15.82    15.69   0.17759   -0.042    0.126     2.93    -1.00   325     0     0           0.13       0.000465       0.000058       0.000052           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN           0.03       0.000008       0.000001       0.000000           0.00       0.000000       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   20   25   13    3    1    3
2019-02-18/01:45:56 2019-02-18/01:47:34 2019-02-18/01:46:27     6.05     6.42    17.46    17.04   0.76817   -0.374    0.412    13.74    -1.00   409     0     0           0.88       0.001241       0.000165       0.000103           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN           0.01       0.000002       0.000000       0.000000           0.00       0.000000       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0    7    4    1    0    1    3
2019-03-16/18:20:23 2019-03-16/18:21:26 2019-03-16/18:21:03     5.66     5.24    14.80    15.70   1.33462    0.416    0.891    61.88    -1.00   361     0    23          23.40       0.012413       0.000696       0.000388           1.87       0.007448       0.000287       0.000129           0.00            NaN           -NaN            NaN           1.22       0.000629       0.000028       0.000015           0.02       0.000032       0.000001       0.000000           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0  136  147  111   61   15    3
2019-03-17/05:30:47 2019-03-17/05:31:51 2019-03-17/05:31:16     5.75     5.76    16.29    16.28   0.01817   -0.002    0.012    71.45    -1.00   361    85     0          13.22       0.264812       0.000814       0.000259           0.00       0.000181       0.000048       0.000026           0.00            NaN           -NaN            NaN           0.16       0.000135       0.000004       0.000001           0.00       0.000003       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   86   65   29   12    3    3
2019-03-19/09:42:37 2019-03-19/09:43:46 2019-03-19/09:43:06     5.69     5.70    15.34    15.26   0.11037   -0.007    0.074     7.13    -1.00   693     0     0          29.50       0.423699       0.003344       0.000388           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN           0.02       0.000079       0.000001       0.000000           0.00       0.000000       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   11   12    9    4    1    3
2019-03-30/06:40:23 2019-03-30/06:41:36 2019-03-30/06:40:53     5.45     5.50    16.47    16.26   0.31160   -0.053    0.214    77.26    -1.00   361  2383     0           0.46       0.002276       0.000141       0.000078           0.02       0.002483       0.000232       0.000103           0.00            NaN           -NaN            NaN           0.04       0.000048       0.000001       0.000000           0.00       0.000004       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   64   90   72   63   43   11
2019-03-30/11:55:08 2019-03-30/11:56:51 2019-03-30/11:56:16     4.77     4.97    13.84    14.78   1.21769   -0.202    0.944     2.30    -1.00   486  2917     0           5.67       0.036412       0.001028       0.000284           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN           0.01       0.000007       0.000000       0.000000           0.00       0.000000       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   16   24   26    8    2    3
2019-03-30/13:30:47 2019-03-30/13:31:51 2019-03-30/13:31:22     5.74     5.74    15.02    14.95   0.09780    0.003    0.065    16.36    -1.00   540  5015     0          22.07       0.086064       0.001781       0.000672           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN           0.01       0.000041       0.000000       0.000000           0.00       0.000000       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   12   13   17    5    2    4
2019-03-31/07:58:52 2019-03-31/07:59:51 2019-03-31/07:59:20     5.87     5.71    15.40    15.93   0.81529    0.162    0.528     9.72    -1.00   540  6932     0           0.30       0.009103       0.000144       0.000052           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN           0.03       0.000017       0.000001       0.000000           0.00       0.000000       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   27   23   15    3    1    3
2019-04-03/07:08:52 2019-04-03/07:09:46 2019-04-03/07:09:27     5.86     5.41    15.17    16.19   1.56530    0.446    1.021    35.80    -1.00   373  6933     0           5.28       0.006207       0.000263       0.000129           0.09       0.001034       0.000112       0.000052           0.00            NaN           -NaN            NaN           0.15       0.000079       0.000003       0.000001           0.00       0.000003       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   86   90   75   53   12    4
2019-04-03/14:58:37 2019-04-03/15:00:15 2019-04-03/15:33:51     5.79     5.79    14.81    14.96   0.22293   -0.000    0.147    79.80    -1.00   540  7009    35          23.46       0.370736       0.001002       0.000207           7.35       0.036412       0.001001       0.000259           0.00            NaN           -NaN            NaN           0.48       0.000404       0.000010       0.000001           0.01       0.000025       0.000001       0.000000           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    1    2    1    1    0    0  187  188  245  252   53    7
2019-04-03/15:33:18 2019-04-03/15:34:22 2019-04-03/15:33:51     5.79     5.79    14.81    14.96   0.22293   -0.000    0.147    79.80    -1.00   540  6845    43          16.23       0.370736       0.001071       0.000129           7.80       0.036412       0.000987       0.000233           0.00            NaN           -NaN            NaN           0.08       0.000289       0.000002       0.000000           0.01       0.000025       0.000001       0.000000           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    1    2    2    1    0    0  165  188  245  252   53    7
2019-04-04/03:40:19 2019-04-04/03:42:28 2019-04-04/03:41:08     4.47     4.60    17.34    17.04   0.38164   -0.129    0.303    31.75    -1.00   265  5185     0          17.85       0.036412       0.000699       0.000181           0.00       0.000052       0.000034       0.000026           0.00            NaN           -NaN            NaN           0.24       0.000144       0.000004       0.000002           0.00       0.000001       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0  104   94   53   23    8    3
2019-04-04/08:58:03 2019-04-04/08:59:26 2019-04-04/08:58:50     5.56     5.48    14.50    14.21   0.43106    0.079    0.293    16.12    -1.00   767  6770     0          17.72       0.953322       0.002544       0.000414           0.00       0.000026       0.000026       0.000026           0.00            NaN           -NaN            NaN           0.01       0.000009       0.000000       0.000000           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    1    0    0    0    0    0    7    7    8    3    3    6
2019-04-04/18:24:52 2019-04-04/18:25:56 2019-04-04/18:25:21     6.01     5.86    14.84    14.39   0.71255    0.143    0.450    42.39    -1.00   361  6842   162          34.84       0.238331       0.002151       0.000207          26.90       0.132406       0.004260       0.001552           0.00       0.000129       0.000048       0.000026           0.48       0.003129       0.000014       0.000001           0.01       0.000059       0.000001       0.000000           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    1    2    2    3    1    0  158  172  134   98   22    4
2019-04-05/19:41:50 2019-04-05/19:43:15 2019-04-05/19:42:42     5.28     5.38    13.72    14.16   0.62044   -0.099    0.439    45.32    -1.00   290  6930    43          11.53       0.086064       0.000821       0.000207           1.46       0.026481       0.000734       0.000155           0.00            NaN           -NaN            NaN           0.19       0.000629       0.000004       0.000000           0.00       0.000022       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    1    1    1    0    0    0  165  147  156   82   25    5
2019-04-06/07:53:52 2019-04-06/07:54:56 2019-04-06/07:54:18     5.64     5.63    16.03    16.07   0.06073    0.009    0.041    64.71    -1.00   360  2324    51           0.43       0.003724       0.000106       0.000052           0.53       0.059583       0.000485       0.000078           0.01       0.004551       0.000597       0.000078           0.01       0.000002       0.000000       0.000000           0.00       0.000004       0.000000       0.000000           0.00       0.000000       0.000000       0.000000    0    0    0    0    0    0    0    0    1    3    2    1    5    4   67  142   38    7
2019-04-07/09:11:47 2019-04-07/09:12:51 2019-04-07/09:12:21     5.86     5.60    14.98    15.74   1.17413    0.257    0.766    68.47    -1.00   265  4756     0           1.22       0.003310       0.000218       0.000129           0.02       0.000621       0.000106       0.000052           0.00            NaN           -NaN            NaN           0.01       0.000010       0.000000       0.000000           0.00       0.000001       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   28   49   34   41    9    4
2019-04-07/20:08:50 2019-04-07/20:10:22 2019-04-07/20:09:45     5.25     5.06    16.47    16.83   0.52405    0.184    0.364     8.84    -1.00   421  2324     0           0.01       0.000284       0.000042       0.000026           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN           0.01       0.000008       0.000000       0.000000           0.00       0.000000       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   23   19   16   25   31   66
2019-04-08/18:52:02 2019-04-08/18:53:28 2019-04-08/18:52:50     5.09     5.13    13.44    14.46   1.35262   -0.035    1.014    15.63    -1.00   313  6967   111           7.83       0.021516       0.000387       0.000129          15.73       0.132406       0.002047       0.000336           0.00       0.000362       0.000194       0.000362           0.08       0.000050       0.000002       0.000000           0.00       0.000018       0.000000       0.000000           0.00       0.000000       0.000000       0.000000    0    0    0    0    0    0    0    0    1    5    2    0   54  147  234  205   81   11
2019-04-09/02:49:23 2019-04-09/02:50:02 2019-04-09/02:49:12     3.38     3.56    12.21    13.18   0.90185   -0.181    0.976    73.89    -1.00   146  7128     0           8.83       0.016551       0.000414       0.000181           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN           0.18       0.000096       0.000003       0.000001           0.00       0.000000       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    1    2   54   98   69   41   21   29
2019-04-10/01:58:28 2019-04-10/01:59:36 2019-04-10/01:59:21     4.89     4.29    16.71    17.48   1.10402    0.596    0.777    56.46    -1.00   326  3633     0         252.47       1.059247       0.039314       0.001655           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN           0.67       0.002364       0.000018       0.000000           0.00       0.000000       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   16   20   18    8    1    3
2019-04-10/07:17:56 2019-04-10/07:19:28 2019-04-10/07:18:50     5.37     5.32    14.02    13.86   0.23078    0.053    0.161    41.56    -1.00   361  7128    51         613.03       2.118494       0.021955       0.002483           0.68       0.024826       0.000363       0.000103           0.00       0.000207       0.000082       0.000052           0.32       0.003049       0.000007       0.000000           0.00       0.000002       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    3    1    0    2    4    3   34   43   47  106  106   49
2019-05-05/06:39:47 2019-05-05/06:40:17 2019-05-05/06:40:19     5.99     5.54    14.76    13.92   1.33312    0.444    0.835    13.87    -1.00   493  1255     0           2.81       0.014896       0.000636       0.000129           1.34       0.010758       0.000637       0.000181           0.00            NaN           -NaN            NaN           0.02       0.000069       0.000001       0.000000           0.00       0.000018       0.000001       0.000000           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   72  110  106   53   10    4
2019-05-11/03:24:03 2019-05-11/03:25:22 2019-05-11/03:24:47     5.73     5.67    13.30    13.20   0.15520    0.056    0.097    65.25    -1.00   302  2324     0          23.30       0.009103       0.000761       0.000465           0.00       0.000052       0.000052       0.000052           0.00            NaN           -NaN            NaN           0.30       0.000178       0.000006       0.000002           0.00       0.000000       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   50   28   21    5    1    3
2019-05-11/14:27:18 2019-05-11/14:28:26 2019-05-11/14:27:48     5.59     5.50    14.89    15.62   1.05449    0.088    0.725    64.66    -1.00   361  2265     0           8.40       0.009103       0.000481       0.000181           0.00       0.000336       0.000069       0.000026           0.00            NaN           -NaN            NaN           0.28       0.000251       0.000008       0.000001           0.00       0.000001       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0  108   69   41   10    1    4
2019-05-11/16:00:19 2019-05-11/16:01:57 2019-05-11/16:01:05     4.30     4.15    16.53    15.64   0.99718    0.148    0.893    63.88    -1.00   230     0     0          34.88       0.013241       0.000703       0.000414           0.01       0.000336       0.000064       0.000026           0.00            NaN           -NaN            NaN           0.70       0.000251       0.000011       0.000004           0.00       0.000001       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0  115  118   94   63   24    9
2019-05-11/22:19:23 2019-05-11/22:20:51 2019-05-11/22:20:10     5.83     5.86    14.09    14.15   0.08881   -0.031    0.054    52.75    -1.00   361  2383    51          63.15       1.059247       0.006200       0.000414           3.92       0.033101       0.000541       0.000155           0.14       0.005793       0.000316       0.000129           0.05       0.001525       0.000001       0.000000           0.00       0.000002       0.000000       0.000000           0.00       0.000000       0.000000       0.000000    0    0    0    0    0    0    1    0    0    3    1    0   18   34   50  118   43    6
2019-05-12/06:17:08 2019-05-12/06:18:31 2019-05-12/06:18:05     5.88     6.01    13.40    13.81   0.65570   -0.131    0.413    38.88    -1.00   361  2324     7          10.07       0.092684       0.000634       0.000155           3.78       0.021516       0.000646       0.000181           0.09       0.016551       0.000869       0.000207           0.01       0.000002       0.000000       0.000000           0.00       0.000000       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    1    1    1    2    2    0    7   10    4    9    7    4
2019-05-12/23:38:13 2019-05-12/23:39:56 2019-05-12/23:39:28     5.46     5.79    13.04    13.59   0.88223   -0.329    0.557    24.62    -1.00   671   863     0          10.46       0.172128       0.005538       0.000931          14.60       0.476661       0.024173       0.003724           3.35       0.582586       0.041817       0.009103           0.00       0.000005       0.000000       0.000000           0.00       0.000006       0.000000       0.000000           0.00       0.000008       0.000000       0.000000    0    0    0    0    0    0    1    0    0    0    0    0    8    5    3    5    8   12
2019-05-13/03:50:57 2019-05-13/03:53:31 2019-05-13/03:52:16     4.02     3.66    16.87    17.53   0.75660    0.359    0.664    16.41    -1.00   301   494     0           0.05       0.000828       0.000054       0.000026           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN           0.01       0.000003       0.000000       0.000000           0.00       0.000000       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   12   23   21    6    8   19
2019-05-13/10:44:37 2019-05-13/10:45:57 2019-05-13/10:45:26     5.87     5.90    14.66    15.00   0.51418   -0.033    0.333    17.39    -1.00   397  2383     0           0.17       0.000465       0.000051       0.000026           0.01       0.000207       0.000043       0.000026           0.00            NaN           -NaN            NaN           0.01       0.000003       0.000000       0.000000           0.00       0.000000       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   11   11   11    6   10   23
