Conjunction data for RBSPb and FU4 from Shumko file FU4_RBSPB_conjunctions_dL10_dMLT10_hr_final.txt
Tstart = start of conjunction
Tend = end of conjunction
Tmin = time of closest conjunction (defined from minimum absolute separation)
Lrb = L value (rbspb) during min separation time
Lfb = L value (FU4) during min separation time
MLTrb = MLT value (rbspb) during min separation time
MLTfb = MLT value (FU4) during min separation time
distmin = minimum |separation| in RE b/t rbspb and FU4 at Tminsep
dLmin = |delta L| of rbspb) during min separation time
dMLTmin = |delta MLT| of rbspb) during min separation time
col = max collimated detector FB flux during conjunction
sur = max surface detector FB flux during conjunction
EMFb = number of sec of EMFISIS burst data within +/-60 min of middle conjunction time
B1b = number of sec of EFW burst 1 data within +/-60 min of middle conjunction time
B2b = number of sec of EFW burst 2 data within +/-60 min of middle conjunction time
Total spectral non-chorus (10Hz<f<0.1fce_eq) Efield power within +/-60 min of middle conjunction time
Max   spectral non-chorus (10Hz<f<0.1fce_eq) Efield power within +/-60 min of middle conjunction time
Avg (nonzero values only) spectral non-chorus (10Hz<f<0.1fce_eq) Efield power within +/-60 min of middle conjunction time
Median (nonzero values only) spectral non-chorus (10Hz<f<0.1fce_eq) Efield power within +/-60 min of middle conjunction time
Total spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Max   spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Avg (nonzero values only) spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Median (nonzero values only) spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Total spectral upper band chorus (f>0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Max   spectral upper band chorus (f>0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Avg (nonzero values only) spectral upper band chorus (f>0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Median (nonzero values only) spectral upper band chorus (f>0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Total spectral non-chorus (10Hz<f<0.1fce_eq) Bfield power within +/-60 min of middle conjunction time
Max   spectral non-chorus (10Hz<f<0.1fce_eq) Bfield power within +/-60 min of middle conjunction time
Avg (nonzero values only) spectral non-chorus (10Hz<f<0.1fce_eq) Bfield power within +/-60 min of middle conjunction time
Median (nonzero values only) spectral non-chorus (10Hz<f<0.1fce_eq) Bfield power within +/-60 min of middle conjunction time
Total spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Max   spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Avg (nonzero values only) spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Median (nonzero values only) spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Total spectral upper band chorus (f>0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Max   spectral upper band chorus (f>0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Avg (nonzero values only) spectral upper band chorus (f>0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Median (nonzero values only) spectral upper band chorus (f>0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
The remaining columns are max EFW filter bank amplitudes (pT, mV/m) within +/-60 min of middle conjunction time
 
Tstart              Tend                Tmin				    Lrb       Lfb      MLTrb    MLTfb   distmin	 dLmin	dMLTmin    col	    sur    EMFb   B1b   B2b  SpecETot_lf  SpecEMax_lf  SpecEAvg_lf  SpecEMed_lf    SpecETot_lb  SpecEMax_lb  SpecEAvg_lb  SpecEMed_lb    SpecETot_ub  SpecEMax_ub  SpecEAvg_ub  SpecEMed_ub    SpecBTot_lf  SpecBMax_lf  SpecBAvg_lf  SpecBMed_lf  SpecBTot_lb  SpecBMax_lb  SpecBAvg_lb  SpecBMed_lb    SpecBTot_ub  SpecBMax_ub  SpecBAvg_ub  SpecBMed_ub  7E4 7E5  7E6  7B4  7B5  7B6 13E7 13E8 13E9 13E10 13E11 13E12 13B7 13B8 13B9 13B10 13B11 13B12
2017-11-21/07:42:33 2017-11-21/07:43:41 2017-11-21/07:43:06     5.14     5.11     8.12     8.49   0.49606    0.031    0.369     2.58    -1.00   266     0   130           2.54       0.039722       0.001309       0.000181          33.36       0.344255       0.007368       0.000828          17.08       0.317774       0.005434       0.000621           0.00       0.000030       0.000000       0.000000           0.00       0.000005       0.000000       0.000000           0.00       0.000000       0.000000       0.000000    0    9   21    3  300  165    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-21/19:46:50 2017-11-21/19:49:09 2017-11-21/19:48:30     5.88     5.45    10.21    10.62   0.75307    0.427    0.419    63.60    -1.00  2234     0    91           2.40       0.007448       0.000367       0.000129          72.83       0.635548       0.004339       0.000828           0.88       0.092684       0.001169       0.000259           0.01       0.000008       0.000000       0.000000           0.00       0.000014       0.000001       0.000000           0.00       0.000000       0.000000       0.000000    1   18    5   73  726   41    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-22/10:36:23 2017-11-22/10:37:41 2017-11-22/10:37:02     5.14     5.15     7.85     8.01   0.20791   -0.011    0.154    42.35    -1.00   241     0     0           0.08       0.001138       0.000068       0.000052           0.56       0.052962       0.001079       0.000181           0.27       0.049652       0.001831       0.000129           0.00       0.000002       0.000000       0.000000           0.00       0.000000       0.000000       0.000000           0.00       0.000000       0.000000       0.000000    0    4    3  590  758 1273    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-22/13:08:37 2017-11-22/13:10:03 2017-11-22/13:09:42     6.40     5.85     9.64    10.30   1.18801    0.544    0.660    72.95    -1.00   290     0    95           2.30       0.036412       0.000458       0.000155         312.50       1.271096       0.016669       0.003724          12.20       0.370736       0.002540       0.000517           0.00       0.000004       0.000000       0.000000           0.01       0.000026       0.000001       0.000000           0.00       0.000000       0.000000       0.000000    4    9    0   77  173    4    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-22/22:46:28 2017-11-22/22:47:46 2017-11-22/22:46:53     5.70     5.83    10.03     9.61   0.64132   -0.132    0.416    61.05    -1.00     3     0     7           0.99       0.005379       0.000217       0.000078           1.43       0.099304       0.002259       0.000284           0.83       0.029791       0.001296       0.000259           0.00       0.000002       0.000000       0.000000           0.00       0.000000       0.000000       0.000000           0.00       0.000000       0.000000       0.000000    0    4    2    9  158   12    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-24/00:07:33 2017-11-24/00:08:41 2017-11-24/00:08:05     5.67     5.52     8.76     9.18   0.62086    0.147    0.412    25.50    -1.00   169     0     0          69.52       0.794435       0.006395       0.000828           0.02       0.003310       0.000316       0.000129           0.08       0.007448       0.000392       0.000129           0.00       0.000016       0.000000       0.000000           0.00            NaN           -NaN            NaN           0.00       0.000000       0.000000       0.000000    0    0    5    2    9   14    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-24/08:33:42 2017-11-24/08:34:46 2017-11-24/08:34:15     5.53     5.53     8.32     8.46   0.20204   -0.004    0.140    13.50    -1.00   290     0    59           0.00       0.000414       0.000082       0.000052           1.20       0.059583       0.000641       0.000129           0.49       0.023171       0.000799       0.000207           0.00       0.000002       0.000000       0.000000           0.00       0.000001       0.000000       0.000000           0.00       0.000000       0.000000       0.000000    0    5    3    4  197   26    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-25/01:59:25 2017-11-25/02:01:03 2017-11-25/02:00:17     4.84     4.75     7.76     7.36   0.50810    0.089    0.399    13.08    -1.00   302     0     0         116.08       0.847398       0.006668       0.000621           0.00       0.000465       0.000150       0.000155           0.02       0.002689       0.000250       0.000129           0.01       0.000049       0.000000       0.000000           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    1    0    1  442  884 1113    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-25/22:01:37 2017-11-25/22:03:03 2017-11-25/22:02:31     5.85     5.40     9.12     9.82   1.13251    0.449    0.708     9.49    -1.00   289     0    23           2.38       0.019861       0.000439       0.000207           0.56       0.016551       0.000921       0.000284           0.19       0.016551       0.000382       0.000129           0.00       0.000002       0.000000       0.000000           0.00       0.000000       0.000000       0.000000           0.00       0.000000       0.000000       0.000000    0    1    0    9   15   24    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-28/03:52:56 2017-11-28/03:54:09 2017-11-28/03:53:27     5.73     5.75     8.72     8.52   0.30318   -0.015    0.202    19.78    -1.00   433     0    63         450.92       2.754042       0.028852       0.001138           0.89       0.052962       0.001379       0.000207           0.02       0.002896       0.000483       0.000155           0.21       0.000858       0.000009       0.000000           0.00       0.000016       0.000000       0.000000           0.00            NaN           -NaN            NaN    2    2    1   34  213   19    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-28/14:50:23 2017-11-28/14:51:51 2017-11-28/14:51:51     6.20     5.27    10.05    10.88   1.55185    0.929    0.833    18.52    -1.00   409     0    39           0.05       0.001138       0.000093       0.000052          22.03       0.072823       0.001006       0.000336           1.19       0.036412       0.000629       0.000155           0.00       0.000002       0.000000       0.000000           0.00       0.000003       0.000000       0.000000           0.00       0.000000       0.000000       0.000000    0    4    0   32  134    7    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-29/05:45:50 2017-11-29/05:47:09 2017-11-29/05:46:31     5.06     5.00     7.75     8.39   0.84161    0.057    0.638     2.51    -1.00   409     0     0           0.01       0.000465       0.000051       0.000026           0.00       0.000026       0.000026       0.000026           0.00            NaN           -NaN            NaN           0.01       0.000002       0.000000       0.000000           0.00       0.000001       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0   25   15    4    0    0    0    0    0    0    0    0    0    0    0    0
2017-12-02/06:36:50 2017-12-02/06:38:03 2017-12-02/06:37:29     5.42     5.36     7.96     8.55   0.82673    0.058    0.585     0.42    -1.00   361     0    19           0.14       0.006620       0.000108       0.000052           0.09       0.007448       0.000844       0.000284           0.06       0.004965       0.000231       0.000078           0.00       0.000002       0.000000       0.000000           0.00       0.000000       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    1   18    3    3    0    0    0    0    0    0    0    0    0    0    0    0
2017-12-03/00:02:02 2017-12-03/00:03:46 2017-12-03/00:03:22     4.80     5.17     7.38     6.73   0.92647   -0.373    0.651     0.80    -1.00   216     0    15          56.12       0.238331       0.012663       0.002276           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN           0.00       0.000006       0.000000       0.000000           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0    0   10   27   56    0    0    0    0    0    0    0    0    0    0    0    0
2017-12-03/09:31:03 2017-12-03/09:32:07 2017-12-03/09:31:35     5.47     5.43     7.72     8.41   0.98850    0.038    0.694     0.59    -1.00   290     0     0           0.29       0.000465       0.000065       0.000052           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN           0.04       0.000011       0.000001       0.000000           0.00       0.000000       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0   21    0    3    0    0    0    0    0    0    0    0    0    0    0    0
2017-12-05/00:36:08 2017-12-05/00:37:22 2017-12-05/00:36:35     5.59     5.68     9.71     9.18   0.78885   -0.093    0.531     5.62    -1.00   289     0     0         423.23       1.906644       0.019981       0.002896           0.18       0.018206       0.000779       0.000284           0.03       0.001345       0.000183       0.000078           0.05       0.000708       0.000003       0.000000           0.00       0.000000       0.000000       0.000000           0.00       0.000000       0.000000       0.000000    0    1    2    2   37   29    0    0    0    0    0    0    0    0    0    0    0    0
2017-12-05/07:27:37 2017-12-05/07:28:41 2017-12-05/07:28:11     5.70     5.67     8.15     8.64   0.72832    0.035    0.489    27.94    -1.00   361     0     3           0.00       0.000336       0.000068       0.000052           1.87       0.158887       0.001124       0.000155           0.93       0.052962       0.002279       0.000388           0.00       0.000002       0.000000       0.000000           0.00       0.000002       0.000000       0.000000           0.00       0.000000       0.000000       0.000000    0    5    4    7  268   34    0    0    0    0    0    0    0    0    0    0    0    0
2017-12-08/06:43:02 2017-12-08/06:44:22 2017-12-08/06:43:26     4.84     4.48     7.10     8.60   1.84602    0.365    1.494     3.70    -1.00   361     0    51           0.44       0.000828       0.000079       0.000052           1.26       0.052962       0.003322       0.000931           0.36       0.046342       0.001142       0.000284           0.02       0.000015       0.000001       0.000000           0.00       0.000000       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    2    1   34   19   72    0    0    0    0    0    0    0    0    0    0    0    0
2017-12-09/00:07:13 2017-12-09/00:09:40 2017-12-09/00:08:51     3.92     3.99     6.33     6.94   0.64316   -0.069    0.619     1.19    -1.00   145     0     0           6.42       0.119165       0.002371       0.000336           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN           0.00       0.000001       0.000000       0.000000           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0    0    3    3    8    0    0    0    0    0    0    0    0    0    0    0    0
2017-12-12/10:27:47 2017-12-12/10:28:56 2017-12-12/10:28:15     5.37     5.24     7.09     8.30   1.68423    0.134    1.214    16.47    -1.00   361     0    95           0.21       0.004138       0.000101       0.000052          27.08       0.370736       0.009992       0.001448          94.03       0.635548       0.017809       0.003310           0.00       0.000002       0.000000       0.000000           0.00       0.000000       0.000000       0.000000           0.00       0.000000       0.000000       0.000000    0   20   23    8   79   56    0    0    0    0    0    0    0    0    0    0    0    0
2018-02-26/18:30:50 2018-02-26/18:32:15 2018-02-26/18:31:26     5.40     5.18     7.03     6.70   0.51026    0.226    0.330     3.80    -1.00   421     0     0          30.86       0.291293       0.003831       0.000724           4.91       0.397218       0.004746       0.000233           0.65       0.029791       0.001800       0.000362           0.01       0.000023       0.000000       0.000000           0.00            NaN           -NaN            NaN           0.00       0.000000       0.000000       0.000000    1    4    7   23    7   22    0    0    0    0    0    0    0    0    0    0    0    0
2018-02-27/05:33:00 2018-02-27/05:36:09 2018-02-27/05:35:46     3.24     3.86     9.64     9.00   0.86143   -0.620    0.647    28.96    -1.00   182     0     3           4.50       0.105925       0.000311       0.000078           6.68       0.145646       0.004979       0.000388          24.57       0.211849       0.014511       0.003724           0.06       0.000089       0.000001       0.000000           0.00       0.000000       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    1   41   55  110  198    0    0    0    0    0    0    0    0    0    0    0    0
2018-02-28/08:28:30 2018-02-28/08:31:03 2018-02-28/08:30:15     3.55     3.77     9.08     9.36   0.34272   -0.219    0.275     1.01    -1.00   206     0     0          14.23       0.211849       0.001306       0.000233           0.00       0.000103       0.000046       0.000026           0.00       0.000465       0.000119       0.000078           0.01       0.000006       0.000000       0.000000           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0   11   41   19   11    0    0    0    0    0    0    0    0    0    0    0    0
2018-03-01/11:22:50 2018-03-01/11:24:52 2018-03-01/11:23:55     3.91     3.92     8.60     9.04   0.45324   -0.007    0.442    16.29    -1.00   967     0     0           7.46       0.016551       0.001006       0.000233           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN           0.01       0.000012       0.000000       0.000000           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0    0   38    9    5    0    0    0    0    0    0    0    0    0    0    0    0
2018-03-01/19:20:56 2018-03-01/19:22:28 2018-03-01/19:21:30     5.14     4.80     7.30     6.77   0.76548    0.343    0.527    10.81    -1.00   284     0     0           1.25       0.010758       0.000282       0.000129           1.02       0.014896       0.000620       0.000207           0.08       0.010758       0.000333       0.000129           0.03       0.000032       0.000001       0.000000           0.00       0.000003       0.000000       0.000000           0.00       0.000000       0.000000       0.000000    0    2    0   77  158   33    0    0    0    0    0    0    0    0    0    0    0    0
2018-03-04/12:10:48 2018-03-04/12:13:40 2018-03-04/12:12:56     3.27     3.67     9.19     8.93   0.46090   -0.398    0.256     0.49    -1.00   135     0     0           0.01       0.000362       0.000042       0.000026           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN           0.01       0.000003       0.000000       0.000000           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0    1   32   37   18    0    0    0    0    0    0    0    0    0    0    0    0
2018-06-26/04:00:33 2018-06-26/04:01:51 2018-06-26/04:01:30     4.53     4.39    23.67     0.11   0.53470    0.142    0.442    21.59    -1.00   337     0    15          45.16       0.794435       0.002434       0.000207          76.45       1.271096       0.008786       0.000931          30.33       0.264812       0.008904       0.002689           0.14       0.030490       0.000005       0.000000           0.00       0.000017       0.000000       0.000000           0.00       0.000000       0.000000       0.000000    0    0    0    0    0    0    4    3   12   12   37  188   57   21  156  165  132  265
2018-08-07/10:27:57 2018-08-07/10:28:41 2018-08-07/10:28:20     5.41     5.37    22.91    23.38   0.66834    0.033    0.473     0.63    -1.00   289     0     0           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN           0.01       0.000003       0.000000       0.000000           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   11    7    7    8    2    3
2018-08-07/23:06:33 2018-08-07/23:07:17 2018-08-07/23:07:09     5.32     4.91     1.51     2.24   1.05594    0.415    0.727     1.64    -1.00   433     0     0           0.08       0.001655       0.000085       0.000052           0.07       0.002069       0.000108       0.000078           0.00       0.000931       0.000207       0.000052           0.01       0.000008       0.000001       0.000000           0.00       0.000008       0.000001       0.000000           0.00       0.000001       0.000000       0.000000    0    0    0    0    0    0    0    1    2    1    2    0  194  360  379  229   76   14
2018-08-08/04:29:23 2018-08-08/04:30:31 2018-08-08/04:29:42     5.08     4.86    22.81    22.23   0.78357    0.227    0.577    29.13    -1.00   302   870     0          12.88       0.021516       0.001169       0.000414           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN           0.06       0.000039       0.000001       0.000000           0.00       0.000000       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0    9   10    8    6    5    4
2018-08-08/21:49:42 2018-08-08/21:52:39 2018-08-08/21:51:59     4.46     4.62    22.02    21.24   0.93670   -0.155    0.779     2.72    -1.00   254     0     0           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN           0.01       0.000003       0.000000       0.000000           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0    6    4    6    6    4    4
2018-08-09/09:56:47 2018-08-09/09:57:17 2018-08-09/09:57:16     5.84     5.65     0.45    23.44   1.52640    0.192    1.010    16.15    -1.00   361   669   261           2.32       0.099304       0.000332       0.000078          31.98       0.847398       0.005715       0.000465          37.72       1.271096       0.015435       0.002276           0.00       0.000004       0.000000       0.000000           0.00       0.000000       0.000000       0.000000           0.00       0.000000       0.000000       0.000000    0    0    0    0    0    0    1    1    5   21   20   14    8    7   19   57   76   19
2018-08-10/00:46:06 2018-08-10/00:49:31 2018-08-10/00:47:34     4.05     3.88    21.67    21.44   0.29575    0.177    0.229     7.26    -1.00   206   537     7           0.00       0.000181       0.000042       0.000026           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN           0.01       0.000002       0.000000       0.000000           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    3   16   17   13   12   21   72
2018-08-10/04:57:23 2018-08-10/04:58:26 2018-08-10/04:57:44     5.50     6.10     1.06     0.79   0.72894   -0.602    0.271     1.08    -1.00   433   343     0          23.31       0.688510       0.009133       0.000672           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN           0.01       0.000004       0.000000       0.000000           0.00       0.000000       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0    5    3   16   16   13    8
2018-08-11/03:42:18 2018-08-11/03:42:57 2018-08-11/03:41:59     3.69     3.84    21.24    22.20   0.95091   -0.151    0.956    40.15    -1.00   278   387     7           0.00       0.000233       0.000036       0.000026           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN           0.02       0.000007       0.000000       0.000000           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    1    3    2   22   17   39   90  122   62
2018-08-13/01:35:50 2018-08-13/01:37:28 2018-08-13/01:36:15     4.54     4.10    22.08    21.49   0.79915    0.444    0.589    12.21    -1.00   278   323     0           0.02       0.000724       0.000045       0.000026           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN           0.03       0.000012       0.000001       0.000000           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   21   16   11    7    6   18
2018-08-13/05:46:03 2018-08-13/05:47:02 2018-08-13/05:46:42     5.26     5.29     1.27     0.40   1.21144   -0.029    0.879     0.91    -1.00   314  1134   250           6.08       0.397218       0.000848       0.000129         112.10       0.741473       0.014387       0.001552          11.76       0.264812       0.006542       0.001034           0.01       0.000054       0.000000       0.000000           0.00       0.000000       0.000000       0.000000           0.00       0.000000       0.000000       0.000000    0    0    0    0    0    0    0    0    3   14   10    5    3    3   19   55  122   28
2018-08-13/12:02:47 2018-08-13/12:03:22 2018-08-13/12:03:07     5.97     5.94    23.30    23.58   0.44022    0.024    0.282     2.34    -1.00   325     0     7           0.87       0.072823       0.000452       0.000129           0.21       0.043032       0.001266       0.000233           0.01       0.004965       0.000869       0.000310           0.00       0.000004       0.000000       0.000000           0.00       0.000000       0.000000       0.000000           0.00       0.000000       0.000000       0.000000    0    0    0    0    0    0    0    0    1    3    1    0    3    3   17   24   10   13
2018-08-14/00:42:50 2018-08-14/00:44:22 2018-08-14/00:43:43     4.46     4.41     2.06     2.18   0.15058    0.052    0.122     0.42    -1.00   253  6134    23           0.02       0.002483       0.000215       0.000052           1.30       0.049652       0.002125       0.000465           0.71       0.016551       0.001509       0.000517           0.01       0.000009       0.000000       0.000000           0.00            NaN           -NaN            NaN           0.00       0.000000       0.000000       0.000000    0    0    0    0    0    0    0    0    0    0    3    3   16   14   23   37   55   39
2018-08-17/01:31:25 2018-08-17/01:33:28 2018-08-17/01:32:16     3.93     4.08     2.47     1.98   0.53255   -0.159    0.485     9.59    -1.00   230  5347     3          11.15       0.238331       0.004569       0.000336           0.95       0.066203       0.000881       0.000181           0.76       0.016551       0.001466       0.000517           0.01       0.000004       0.000000       0.000000           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    1    1    3    5   10   13    6   10   11    6   25   13
2018-08-17/16:16:52 2018-08-17/16:17:36 2018-08-17/16:17:06     6.34     6.10    23.63    22.89   1.21921    0.243    0.735    58.43    -1.00   695  5948     0           3.11       0.033101       0.000340       0.000129           0.28       0.002896       0.000187       0.000078           0.00            NaN           -NaN            NaN           0.09       0.000125       0.000002       0.000001           0.00       0.000028       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   97   69   30   15   11   14
2018-08-25/04:48:18 2018-08-25/04:49:07 2018-08-25/04:48:27     5.67     5.43    23.01    22.46   0.84463    0.241    0.558     9.17    -1.00   361     0     0           0.42       0.019861       0.000183       0.000052           0.00       0.000078       0.000078       0.000078           0.00       0.000517       0.000075       0.000052           0.01       0.000005       0.000000       0.000000           0.00       0.000000       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   15   15   18   20   13   13
2018-08-25/06:22:28 2018-08-25/06:23:02 2018-08-25/06:22:25     5.78     5.44     0.08    23.10   1.47668    0.337    0.983    12.63    -1.00   361     0     3          23.63       0.211849       0.002546       0.000181           0.06       0.010758       0.001826       0.000414           0.00       0.000155       0.000086       0.000078           0.01       0.000004       0.000000       0.000000           0.00       0.000000       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    1    1    0    4    4   18   20   13   33
2018-09-19/02:58:52 2018-09-19/02:59:22 2018-09-19/02:58:44     5.90     5.30    22.67    21.89   1.28899    0.605    0.779    18.66    -1.00   290     0     7           1.71       0.033101       0.000469       0.000078           4.11       0.635548       0.017480       0.001034           0.01       0.002276       0.000545       0.000362           0.00       0.000004       0.000000       0.000000           0.00       0.000000       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    7    5    2    1    3    1    5   19    5    3
2018-09-20/00:30:01 2018-09-20/00:33:11 2018-09-20/00:31:22     3.42     3.39     1.85     2.41   0.49935    0.028    0.560     1.81    -1.00    98  3499     0           0.01       0.001448       0.000119       0.000052           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN           0.01       0.000010       0.000000       0.000000           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    1    1   27   18   15   17   17   18
2018-09-21/03:25:07 2018-09-21/03:27:15 2018-09-21/03:26:15     3.90     3.70     1.39     2.05   0.68423    0.206    0.657     0.52    -1.00   337  5574     0           0.00       0.000672       0.000103       0.000052           0.00       0.000026       0.000026       0.000026           0.00            NaN           -NaN            NaN           0.01       0.000025       0.000000       0.000000           0.00       0.000000       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    1    1   36   38   41   43   26   29
2018-09-21/11:18:42 2018-09-21/11:19:41 2018-09-21/11:19:13     5.11     5.09     0.06     0.40   0.45235    0.012    0.339     3.98    -1.00   373     0     0           0.11       0.006620       0.000166       0.000052           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN           0.01       0.000022       0.000001       0.000000           0.00       0.000000       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   21   11   21   19   15    9
2018-09-22/14:42:28 2018-09-22/14:43:12 2018-09-22/14:42:46     4.96     4.96     0.23     0.18   0.06919    0.005    0.053    71.59    -1.00   242     0    63          21.03       0.397218       0.001619       0.000181         212.54       2.965891       0.022766       0.001034           8.95       0.172128       0.008359       0.000931           0.01       0.000167       0.000000       0.000000           0.00       0.000125       0.000002       0.000000           0.00       0.000000       0.000000       0.000000    0    0    0    0    0    0   13    5   23   25   30   32   14  139  804  821  589  172
2018-09-22/15:47:03 2018-09-22/15:49:50 2018-09-22/15:47:59     3.56     3.62     1.60     1.06   0.50935   -0.063    0.538    68.41    -1.00   158     0    11           5.78       0.086064       0.000479       0.000233          18.43       0.688510       0.006578       0.000724           8.73       0.172128       0.009956       0.001552           0.06       0.000098       0.000001       0.000000           0.00       0.000000       0.000000       0.000000           0.00       0.000000       0.000000       0.000000    0    0    0    0    0    0    0    1    2    4   30   32   24   20   20   19  132   82
2018-09-22/21:06:37 2018-09-22/21:07:36 2018-09-22/21:06:23     5.80     5.64    22.28    22.07   0.34879    0.158    0.208    20.44    -1.00   421  1670    95         275.75       6.779180       0.015721       0.000465         171.49       3.813289       0.030476       0.000931          57.38       2.542193       0.019286       0.001241           0.02       0.001048       0.000001       0.000000           0.00       0.000022       0.000000       0.000000           0.00       0.000001       0.000000       0.000000    0    0    0    0    0    0    4    6    7   20   16   16   17   21  189  426  183   28
2018-10-10/17:49:50 2018-10-10/17:51:22 2018-10-10/17:50:33     4.20     4.11     0.28    23.94   0.38225    0.081    0.343    51.28    -1.00   266     0   123          43.63       2.330343       0.002767       0.000207          53.06       1.377021       0.011734       0.000776           5.91       0.423699       0.007054       0.000828           0.01       0.000032       0.000000       0.000000           0.00       0.000000       0.000000       0.000000           0.00       0.000000       0.000000       0.000000    0    0    0    0    0    0    4    3    2   15   24   61   18   19   19   33  116  125
