Conjunction data for RBSPb and FU3 from Shumko file FU3_RBSPB_conjunctions_dL10_dMLT10_hr_final.txt
Tstart = start of conjunction
Tend = end of conjunction
Tmin = time of closest conjunction (defined from minimum absolute separation)
Lrb = L value (rbspb) during min separation time
Lfb = L value (FU3) during min separation time
MLTrb = MLT value (rbspb) during min separation time
MLTfb = MLT value (FU3) during min separation time
distmin = minimum |separation| in RE b/t rbspb and FU3 at Tminsep
dLmin = |delta L| of rbspb) during min separation time
dMLTmin = |delta MLT| of rbspb) during min separation time
col = max collimated detector FB flux during conjunction
sur = max surface detector FB flux during conjunction
EMFb = number of sec of EMFISIS burst data within +/-60 min of middle conjunction time
B1b = number of sec of EFW burst 1 data within +/-60 min of middle conjunction time
B2b = number of sec of EFW burst 2 data within +/-60 min of middle conjunction time
Total spectral non-chorus (10Hz<f<0.1fce_eq) Efield power within +/-60 min of middle conjunction time
Max   spectral non-chorus (10Hz<f<0.1fce_eq) Efield power within +/-60 min of middle conjunction time
Avg (nonzero values only) spectral non-chorus (10Hz<f<0.1fce_eq) Efield power within +/-60 min of middle conjunction time
Median (nonzero values only) spectral non-chorus (10Hz<f<0.1fce_eq) Efield power within +/-60 min of middle conjunction time
Total spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Max   spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Avg (nonzero values only) spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Median (nonzero values only) spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Total spectral upper band chorus (f>0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Max   spectral upper band chorus (f>0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Avg (nonzero values only) spectral upper band chorus (f>0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Median (nonzero values only) spectral upper band chorus (f>0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Total spectral non-chorus (10Hz<f<0.1fce_eq) Bfield power within +/-60 min of middle conjunction time
Max   spectral non-chorus (10Hz<f<0.1fce_eq) Bfield power within +/-60 min of middle conjunction time
Avg (nonzero values only) spectral non-chorus (10Hz<f<0.1fce_eq) Bfield power within +/-60 min of middle conjunction time
Median (nonzero values only) spectral non-chorus (10Hz<f<0.1fce_eq) Bfield power within +/-60 min of middle conjunction time
Total spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Max   spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Avg (nonzero values only) spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Median (nonzero values only) spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Total spectral upper band chorus (f>0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Max   spectral upper band chorus (f>0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Avg (nonzero values only) spectral upper band chorus (f>0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Median (nonzero values only) spectral upper band chorus (f>0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
The remaining columns are max EFW filter bank amplitudes (pT, mV/m) within +/-60 min of middle conjunction time
 
Tstart              Tend                Tmin				    Lrb       Lfb      MLTrb    MLTfb   distmin	 dLmin	dMLTmin    col	    sur    EMFb   B1b   B2b  SpecETot_lf  SpecEMax_lf  SpecEAvg_lf  SpecEMed_lf    SpecETot_lb  SpecEMax_lb  SpecEAvg_lb  SpecEMed_lb    SpecETot_ub  SpecEMax_ub  SpecEAvg_ub  SpecEMed_ub    SpecBTot_lf  SpecBMax_lf  SpecBAvg_lf  SpecBMed_lf  SpecBTot_lb  SpecBMax_lb  SpecBAvg_lb  SpecBMed_lb    SpecBTot_ub  SpecBMax_ub  SpecBAvg_ub  SpecBMed_ub  7E4 7E5  7E6  7B4  7B5  7B6 13E7 13E8 13E9 13E10 13E11 13E12 13B7 13B8 13B9 13B10 13B11 13B12
2016-08-17/00:59:44 2016-08-17/01:01:03 2016-08-17/01:33:36     5.26     5.25     1.70     1.55   0.20793    0.008    0.151    33.03    30.32   301     0    11          30.20       0.158887       0.002333       0.000414          53.16       0.847398       0.013240       0.001241           3.36       0.145646       0.003478       0.000621           0.08       0.000138       0.000003       0.000000           0.00       0.000000       0.000000       0.000000           0.00       0.000000       0.000000       0.000000    0   12    5    4   16   29    0    0    0    0    0    0    0    0    0    0    0    0
2016-08-17/01:33:28 2016-08-17/01:34:07 2016-08-17/01:33:36     5.26     5.25     1.70     1.55   0.20793    0.008    0.151    33.03    30.32   265     0    27          28.44       0.158887       0.002151       0.000233         135.23       0.847398       0.016917       0.001655           3.54       0.145646       0.003040       0.000517           0.05       0.000138       0.000002       0.000000           0.00       0.000000       0.000000       0.000000           0.00       0.000000       0.000000       0.000000    2   12   19    4   17   29    0    0    0    0    0    0    0    0    0    0    0    0
2016-08-25/01:02:33 2016-08-25/01:03:22 2016-08-25/01:03:14     5.84     5.70     2.44     1.61   1.25498    0.135    0.828     4.59    26.87  1375     0     3           0.89       0.014896       0.000226       0.000078         173.65       2.754042       0.026452       0.001034          13.52       0.264812       0.008789       0.001138           0.00       0.000003       0.000000       0.000000           0.00       0.000007       0.000000       0.000000           0.00       0.000000       0.000000       0.000000    1   23    2    8  442   28    0    0    0    0    0    0    0    0    0    0    0    0
2016-08-28/19:34:52 2016-08-28/19:35:41 2016-08-28/19:35:19     5.83     5.81     2.31     2.41   0.15106    0.018    0.098     0.32    28.03   302     0     0           3.02       0.036412       0.001945       0.000828           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN           0.00       0.000003       0.000000       0.000000           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0    0    2    7   23    0    0    0    0    0    0    0    0    0    0    0    0
2016-08-29/21:30:28 2016-08-29/21:31:12 2016-08-29/21:30:38     5.38     5.38     1.40     1.48   0.10363   -0.004    0.074    41.79    28.63   564     0    39         676.55       6.355481       0.028942       0.000414          26.54       0.635548       0.004672       0.000724          15.95       0.344255       0.004327       0.000672           0.02       0.000098       0.000001       0.000000           0.00       0.000000       0.000000       0.000000           0.00       0.000000       0.000000       0.000000    1    9   29   18   63  132    0    0    0    0    0    0    0    0    0    0    0    0
2016-08-31/00:28:47 2016-08-31/00:29:41 2016-08-31/00:29:02     5.27     5.19     1.22     1.83   0.83652    0.074    0.609     7.05    29.44   193     0     0           8.83       1.271096       0.008459       0.000259           7.16       0.953322       0.002262       0.000414           0.32       0.039722       0.001440       0.000155           0.00       0.000118       0.000000       0.000000           0.00       0.000000       0.000000       0.000000           0.00            NaN           -NaN            NaN    0   12    2    2   61    4    0    0    0    0    0    0    0    0    0    0    0    0
2016-12-24/15:12:13 2016-12-24/15:14:46 2016-12-24/15:13:53     3.58     3.63     1.22     1.43   0.20316   -0.050    0.208     6.73    30.09   146     0     3           1.09       0.043032       0.000841       0.000181          10.22       0.688510       0.010974       0.000414           0.09       0.029791       0.003357       0.000284           0.00       0.000007       0.000000       0.000000           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    1   14   12   12   29    0    0    0    0    0    0    0    0    0    0    0    0
2017-05-02/03:16:33 2017-05-02/03:17:26 2017-05-02/03:17:05     5.81     5.71    17.92    17.16   1.14324    0.103    0.756     1.81    28.42     3  1008     0           0.61       0.000776       0.000086       0.000052           0.02       0.000233       0.000043       0.000026           0.00            NaN           -NaN            NaN           0.09       0.000039       0.000002       0.000001           0.00       0.000001       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0   41   27    3    0    0    0    0    0    0    0    0    0    0    0    0
2017-05-02/10:06:33 2017-05-02/10:07:46 2017-05-02/10:07:25     5.84     6.12    16.10    15.92   0.40630   -0.281    0.188     5.47    30.59   289    25     0           0.72       0.003724       0.000110       0.000078           0.00       0.000155       0.000041       0.000026           0.00       0.000181       0.000121       0.000129           0.01       0.000007       0.000000       0.000000           0.00       0.000000       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0   73  268  609    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-01/12:19:31 2017-07-01/12:21:09 2017-07-01/12:20:19     5.64     5.53    16.28    16.08   0.31385    0.105    0.202     9.48    27.34   302     0     0           0.89       0.001448       0.000105       0.000052           0.59       0.001655       0.000168       0.000103           0.00            NaN           -NaN            NaN           0.04       0.000013       0.000001       0.000001           0.00       0.000003       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0   41   29    4    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-01/18:46:19 2017-07-01/18:48:28 2017-07-01/18:47:25     5.55     5.56    14.51    14.53   0.02760   -0.019    0.014    44.19    22.69   289     0    11          13.68       0.238331       0.002679       0.000259           0.14       0.019861       0.001907       0.000207           0.01       0.001655       0.000204       0.000103           0.01       0.000012       0.000000       0.000000           0.00       0.000000       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    3    0    9   61   11    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-01/20:21:50 2017-07-01/20:23:09 2017-07-01/20:22:21     5.81     5.61    15.59    15.36   0.39948    0.201    0.231    21.15    23.90   266     0   107           0.13       0.001241       0.000072       0.000052           1.76       0.059583       0.001479       0.000388           0.26       0.059583       0.000475       0.000129           0.00       0.000002       0.000000       0.000000           0.00       0.000000       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    4    0    3  106    9    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-01/21:55:50 2017-07-01/21:57:15 2017-07-01/21:56:27     5.06     4.92    16.67    16.37   0.41984    0.137    0.304     9.70    24.44   290     0     0           0.10       0.000828       0.000055       0.000026           0.00       0.000155       0.000059       0.000052           0.02       0.002483       0.000224       0.000052           0.02       0.000007       0.000000       0.000000           0.00       0.000000       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0   13   41   13    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-02/07:20:02 2017-07-02/07:20:31 2017-07-02/07:19:57     4.91     4.84    16.94    17.67   0.92831    0.067    0.727     7.86    23.62   242   472     0           0.78       0.014896       0.000203       0.000052           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN           0.02       0.000037       0.000001       0.000000           0.00       0.000000       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0    7   11   10    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-02/15:19:03 2017-07-02/15:20:36 2017-07-02/15:18:52     5.56     4.55    16.11    15.36   1.41004    1.011    0.747    15.04    27.35   361     0    31           2.98       0.012413       0.000411       0.000181           0.08       0.014896       0.000471       0.000103           0.47       0.018206       0.002051       0.000724           0.01       0.000006       0.000000       0.000000           0.00       0.000000       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    4    2    3  118    6    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-09/02:35:56 2017-07-09/02:37:22 2017-07-09/02:36:35     4.31     4.21    16.99    17.94   1.06288    0.102    0.952    68.87    26.92   194     0     0          11.74       0.013241       0.000646       0.000362           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN           0.22       0.000295       0.000006       0.000001           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0    0   17    8    4    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-09/12:01:35 2017-07-09/12:04:02 2017-07-09/12:02:48     3.87     3.64    17.43    16.71   0.73703    0.230    0.714     6.31    25.74   146     0     0          14.86       0.026481       0.000531       0.000233           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN           0.61       0.000771       0.000012       0.000002           0.00       0.000000       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    1   26   23   25    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-09/16:55:00 2017-07-09/16:58:00 2017-07-09/16:56:06     5.57     5.45    14.28    14.22   0.14026    0.119    0.051    22.25    25.36   147  2877    23        5436.79      23.727131       0.230773       0.008275           0.01       0.000517       0.000134       0.000078           0.00            NaN           -NaN            NaN          13.56       0.044849       0.000412       0.000001           0.00       0.000000       0.000000       0.000000           0.00            NaN           -NaN            NaN    4    1    0   27   10    3    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-09/18:31:13 2017-07-09/18:32:36 2017-07-09/18:31:24     5.80     5.06    15.32    14.83   1.02069    0.740    0.497    60.84    25.62   313  7119     0          33.36       0.158887       0.002374       0.000155           0.23       0.004965       0.000152       0.000078           0.00       0.000129       0.000129       0.000129           0.05       0.000088       0.000001       0.000000           0.00       0.000004       0.000000       0.000000           0.00       0.000000       0.000000       0.000000    0    0    0   45   67   10    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-09/20:05:42 2017-07-09/20:06:41 2017-07-09/20:05:59     5.01     4.48    16.40    15.73   0.98116    0.528    0.668    26.62    25.08   278  6428     0           9.12       0.009930       0.000375       0.000155           0.05       0.001241       0.000118       0.000052           0.00       0.000129       0.000129       0.000129           0.05       0.000020       0.000001       0.000000           0.00       0.000004       0.000000       0.000000           0.00       0.000000       0.000000       0.000000    0    0    0   45   53    4    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-11/14:50:42 2017-07-11/14:53:02 2017-07-11/14:51:19     5.82     5.90    14.66    14.71   0.10784   -0.082    0.046    59.23    27.27   218     0     0          15.91       0.026481       0.001469       0.000621           0.00       0.000362       0.000066       0.000026           0.00       0.001241       0.000191       0.000078           0.01       0.000007       0.000000       0.000000           0.00       0.000000       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0    5   13    7    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-11/16:26:31 2017-07-11/16:27:57 2017-07-11/16:26:23     5.57     4.67    15.67    15.11   1.16832    0.907    0.552    22.19    26.81   314     0     0           4.42       0.026481       0.000580       0.000078           0.00       0.000103       0.000033       0.000026           0.00            NaN           -NaN            NaN           0.03       0.000012       0.000001       0.000000           0.00       0.000000       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0   38   15    3    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-12/19:25:03 2017-07-12/19:26:36 2017-07-12/19:25:26     5.68     5.16    15.51    15.06   0.82549    0.524    0.451    32.25    25.90   361     0     0           0.70       0.003724       0.000133       0.000052           0.17       0.002896       0.000261       0.000103           0.00            NaN           -NaN            NaN           0.03       0.000026       0.000001       0.000000           0.00       0.000006       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0   69   37    4    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-16/15:14:13 2017-07-16/15:16:55 2017-07-16/15:14:54     4.77     4.35    16.29    15.80   0.72043    0.422    0.490     7.25    27.30   373     0     0          23.77       0.264812       0.001879       0.000465           0.03       0.000569       0.000084       0.000052           0.00            NaN           -NaN            NaN           0.33       0.007288       0.000010       0.000000           0.00       0.000002       0.000000       0.000000           0.00            NaN           -NaN            NaN    0    0    0   26   19    6    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-21/18:56:13 2017-07-21/18:57:31 2017-07-21/18:56:55     5.73     6.10    14.07    14.32   0.53145   -0.373    0.245    61.23    24.87   409     0     0          21.56       0.317774       0.001093       0.000155           0.75       0.029791       0.000843       0.000129           0.04       0.002069       0.000189       0.000078           0.03       0.000762       0.000001       0.000000           0.00       0.000001       0.000000       0.000000           0.00       0.000000       0.000000       0.000000    0    3    0   23  165   10    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-21/07:56:28 2017-11-21/07:57:31 2017-11-21/07:56:58     5.33     5.33     8.30     8.47   0.24766    0.005    0.177     1.42    29.26   290     0   123           2.54       0.039722       0.001280       0.000181          33.25       0.344255       0.007237       0.000828          16.96       0.317774       0.005707       0.000672           0.00       0.000030       0.000000       0.000000           0.00       0.000005       0.000000       0.000000           0.00       0.000000       0.000000       0.000000    0    9   21    9  300  165    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-21/20:01:19 2017-11-21/20:03:28 2017-11-21/20:02:33     5.75     5.58    10.39    10.57   0.31316    0.169    0.178    59.16    30.20  1876     0    95           2.94       0.007448       0.000416       0.000155          60.99       0.635548       0.004201       0.000672           1.40       0.092684       0.001084       0.000310           0.00       0.000003       0.000000       0.000000           0.00       0.000014       0.000000       0.000000           0.00       0.000000       0.000000       0.000000    1   18    5   55  726   41    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-22/10:50:18 2017-11-22/10:51:26 2017-11-22/10:50:52     5.38     5.36     8.05     7.93   0.16927    0.024    0.119    16.04    29.00   265     0     0           0.01       0.000155       0.000038       0.000026           0.66       0.052962       0.000907       0.000155           0.43       0.049652       0.001218       0.000129           0.00       0.000002       0.000000       0.000000           0.00       0.000000       0.000000       0.000000           0.00       0.000000       0.000000       0.000000    0    4    3  590  758 1273    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-22/13:22:23 2017-11-22/13:23:51 2017-11-22/13:23:30     6.36     5.82     9.80    10.40   1.10009    0.538    0.603    64.18    30.05   302     0    95          15.07       0.099304       0.002275       0.000233         326.29       1.271096       0.014879       0.003310          10.75       0.370736       0.002582       0.000517           0.01       0.000087       0.000000       0.000000           0.02       0.000036       0.000001       0.000000           0.00       0.000000       0.000000       0.000000    4    9    0  102  173    4    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-22/23:00:33 2017-11-22/23:01:22 2017-11-22/23:00:57     5.60     5.74    10.20     9.52   1.02770   -0.148    0.686    40.17    31.06     3     0     0           1.59       0.006620       0.000267       0.000078           0.60       0.021516       0.000649       0.000207           0.00       0.000362       0.000103       0.000052           0.00       0.000002       0.000000       0.000000           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    1    1   11   13    9    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-24/00:21:28 2017-11-24/00:22:36 2017-11-24/00:21:55     5.74     5.67     8.92     9.13   0.32155    0.069    0.210    37.52    28.12   193     0     0          91.23       1.271096       0.006986       0.000931           0.04       0.003310       0.000298       0.000129           0.12       0.007448       0.000335       0.000129           0.00       0.000016       0.000000       0.000000           0.00            NaN           -NaN            NaN           0.00       0.000000       0.000000       0.000000    0    0    5    2    9   14    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-24/08:47:33 2017-11-24/08:48:36 2017-11-24/08:48:05     5.68     5.67     8.48     8.42   0.09371    0.005    0.063     2.94    28.63   314     0    55           0.00       0.000129       0.000043       0.000026           1.19       0.059583       0.000606       0.000129           0.42       0.013241       0.000719       0.000207           0.00       0.000002       0.000000       0.000000           0.00       0.000001       0.000000       0.000000           0.00       0.000000       0.000000       0.000000    0    5    2    4  197   26    0    0    0    0    0    0    0    0    0    0    0    0
