Conjunction data for RBSPa and FU3 from Shumko file FU3_RBSPA_conjunctions_dL10_dMLT10_hr_final.txt
Tstart = start of conjunction
Tend = end of conjunction
Tmin = time of closest conjunction (defined from minimum absolute separation)
Lrb = L value (rbspa) during min separation time
Lfb = L value (FU3) during min separation time
MLTrb = MLT value (rbspa) during min separation time
MLTfb = MLT value (FU3) during min separation time
distmin = minimum |separation| in RE b/t rbspa and FU3 at Tminsep
dLmin = |delta L| of rbspa) during min separation time
dMLTmin = |delta MLT| of rbspa) during min separation time
col = max collimated detector FB flux during conjunction (detrended over 0.1 sec to get rid of roll variation)
sur = max surface detector FB flux during conjunction (detrended over 0.1 sec to get rid of roll variation)
EMFb = number of sec of EMFISIS burst data within +/-60 min of middle conjunction time
B1b = number of sec of EFW burst 1 data within +/-60 min of middle conjunction time
B2b = number of sec of EFW burst 2 data within +/-60 min of middle conjunction time
Total spectral non-chorus (10Hz<f<0.1fce_eq) Efield power within +/-60 min of middle conjunction time
Max   spectral non-chorus (10Hz<f<0.1fce_eq) Efield power within +/-60 min of middle conjunction time
Avg (nonzero values only) spectral non-chorus (10Hz<f<0.1fce_eq) Efield power within +/-60 min of middle conjunction time
Median (nonzero values only) spectral non-chorus (10Hz<f<0.1fce_eq) Efield power within +/-60 min of middle conjunction time
Total spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Max   spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Avg (nonzero values only) spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Median (nonzero values only) spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Total spectral upper band chorus (f>0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Max   spectral upper band chorus (f>0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Avg (nonzero values only) spectral upper band chorus (f>0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Median (nonzero values only) spectral upper band chorus (f>0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Total spectral non-chorus (10Hz<f<0.1fce_eq) Bfield power within +/-60 min of middle conjunction time
Max   spectral non-chorus (10Hz<f<0.1fce_eq) Bfield power within +/-60 min of middle conjunction time
Avg (nonzero values only) spectral non-chorus (10Hz<f<0.1fce_eq) Bfield power within +/-60 min of middle conjunction time
Median (nonzero values only) spectral non-chorus (10Hz<f<0.1fce_eq) Bfield power within +/-60 min of middle conjunction time
Total spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Max   spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Avg (nonzero values only) spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Median (nonzero values only) spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Total spectral upper band chorus (f>0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Max   spectral upper band chorus (f>0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Avg (nonzero values only) spectral upper band chorus (f>0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Median (nonzero values only) spectral upper band chorus (f>0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
The remaining columns are max EFW filter bank amplitudes (pT, mV/m) within +/-60 min of middle conjunction time
 
Tstart              Tend                Tmin				    Lrb       Lfb      MLTrb    MLTfb   distmin	 dLmin	dMLTmin    col	    sur    EMFb   B1b   B2b  SpecETot_lf  SpecEMax_lf  SpecEAvg_lf  SpecEMed_lf    SpecETot_lb  SpecEMax_lb  SpecEAvg_lb  SpecEMed_lb    SpecETot_ub  SpecEMax_ub  SpecEAvg_ub  SpecEMed_ub    SpecBTot_lf  SpecBMax_lf  SpecBAvg_lf  SpecBMed_lf  SpecBTot_lb  SpecBMax_lb  SpecBAvg_lb  SpecBMed_lb    SpecBTot_ub  SpecBMax_ub  SpecBAvg_ub  SpecBMed_ub  7E4 7E5  7E6  7B4  7B5  7B6 13E7 13E8 13E9 13E10 13E11 13E12 13B7 13B8 13B9 13B10 13B11 13B12
2016-05-30/10:50:42 2016-05-30/10:51:26 2016-05-30/10:51:23     5.21     6.35     7.31     7.76   1.33485   -1.144    0.457    27.14    11.37   552     0    43        1263.55       5.508084       0.074664       0.000207          84.38       1.165172       0.016058       0.000569          33.38       0.529623       0.010474       0.001862        4409.92       2.221145       0.130575       0.038202           4.80       0.495762       0.010979       0.002582           0.77       0.273956       0.018419       0.003495    0   13   21    7  128   98    0    0    0    0    0    0    0    0    0    0    0    0
2016-08-16/23:26:03 2016-08-16/23:27:41 2016-08-16/23:26:59     4.47     4.46     1.39     1.54   0.17366    0.005    0.149    10.14     6.72   563   864     0        1371.81       5.931783       0.068560       0.001241          26.93       0.476661       0.007023       0.000388          29.95       0.529623       0.013051       0.001862       67910.65     437.852160       2.537103       0.241619           1.83       0.146110       0.017722       0.007990           3.64       0.126251       0.012497       0.005900    0    0    0   19   56  138    0    0    0    0    0    0    0    0    0    0    0    0
2016-08-16/23:58:33 2016-08-16/23:59:22 2016-08-16/23:26:59     4.47     4.46     1.39     1.54   0.17366    0.005    0.149    10.14     6.72   921   864     0        2112.25       5.931783       0.071261       0.001655          39.73       0.529623       0.005500       0.000414          57.77       0.529623       0.015997       0.002276       69883.44     437.852160       2.862081       0.371721           5.63       0.268634       0.024564       0.008156           6.99       0.126251       0.009368       0.004932    0    0    0   19   56  138    0    0    0    0    0    0    0    0    0    0    0    0
2016-08-24/20:20:57 2016-08-24/20:21:51 2016-08-24/20:21:09     5.30     6.00     2.00     2.16   0.74866   -0.708    0.165     5.49     7.11   409     0     0        2338.87       5.508084       0.104428       0.003724          29.06       0.582586       0.003264       0.000414           3.45       0.185368       0.002646       0.000465        5131.28      15.139371       0.238044       0.051776          20.53       0.730292       0.082120       0.031102           1.14       0.268634       0.013917       0.004519    1    1   26    8  208   23    0    0    0    0    0    0    0    0    0    0    0    0
2016-08-28/21:40:19 2016-08-28/21:42:22 2016-08-28/21:41:22     4.22     4.18     0.74     1.52   0.86192    0.039    0.784     0.30     8.80   218     0     0          21.94       0.198609       0.002950       0.001138           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN       50268.62      58.678114       1.464064       0.164458           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0    0    6   30   26    0    0    0    0    0    0    0    0    0    0    0    0
2016-08-28/22:43:28 2016-08-28/22:44:51 2016-08-28/22:44:11     5.23     5.23     1.79     1.80   0.01432    0.000    0.010     0.45     8.54   802     0     0          22.72       0.198609       0.002897       0.001138           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN       49619.43      58.678114       1.501390       0.137558           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0    0    3    5    3    0    0    0    0    0    0    0    0    0    0    0    0
2016-08-28/23:17:02 2016-08-28/23:18:03 2016-08-28/22:44:11     5.23     5.23     1.79     1.80   0.01432    0.000    0.010     0.45     8.54  1100     0     0          13.06       0.198609       0.003124       0.000931           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN       24861.30      58.678114       0.750530       0.087119           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0    0    3    3    3    0    0    0    0    0    0    0    0    0    0    0    0
2016-08-30/01:40:08 2016-08-30/01:41:07 2016-08-30/01:40:50     5.37     5.37     1.82     1.72   0.13796   -0.001    0.098    12.97     9.37   442  3303     0         622.69       4.660686       0.047778       0.000388          45.94       1.059247       0.010841       0.000414           0.04       0.009103       0.000867       0.000233        5092.08       4.442291       0.214394       0.064539         897.85      14.693778       0.369789       0.044152           0.00            NaN           -NaN            NaN    0    0    0   64  191    9    0    0    0    0    0    0    0    0    0    0    0    0
2016-08-30/03:13:47 2016-08-30/03:14:36 2016-08-30/02:15:07     5.71     5.63     2.25     1.67   0.86684    0.084    0.582     0.94    10.17   445  5355     0         597.27       4.660686       0.052535       0.000362          54.74       0.847398       0.010513       0.000672           0.00       0.000776       0.000776       0.000776        4769.32       4.442291       0.208814       0.056483        1159.68      15.537469       0.371692       0.045293           0.00            NaN           -NaN            NaN    0    0    0   64  124    3    0    0    0    0    0    0    0    0    0    0    0    0
2016-08-30/19:43:47 2016-08-30/19:44:22 2016-08-30/19:43:41     5.39     4.96     1.91     1.10   1.17624    0.426    0.812     8.25     8.65   276     0    16        5958.61       6.779180       0.148553       0.004551          92.79       0.953322       0.006995       0.000362          65.62       0.423699       0.012862       0.001655       60105.97     775.381689       2.634263       0.065897         231.74       3.249172       0.133567       0.018642          26.04       0.461952       0.025012       0.005446    0    2    6   14  382  210    0    0    0    0    0    0    0    0    0    0    0    0
2016-12-24/15:12:07 2016-12-24/15:14:46 2016-12-24/15:13:36     3.55     3.42     1.87     1.50   0.36490    0.129    0.374     2.33    16.15   147     0     7        2608.30      50.843852       0.208814       0.002483          25.93       1.377021       0.018679       0.000181           0.00       0.001448       0.000599       0.000621        5344.49       3.028835       0.136165       0.063190           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    1    0   20   32  149  210    0    0    0    0    0    0    0    0    0    0    0    0
2017-01-02/13:19:37 2017-01-02/13:21:03 2017-01-02/13:20:26     4.52     4.75     0.37     1.15   0.96423   -0.230    0.773     5.47    18.81   373     0   190        4051.21       6.779180       0.187166       0.003724          37.63       1.059247       0.007284       0.000259           0.08       0.024826       0.002143       0.000207        3938.33       2.221145       0.167034       0.065723           0.04       0.012910       0.004711       0.003981           0.00            NaN           -NaN            NaN    0    0    7    3   21   19    0    0    0    0    0    0    0    0    0    0    0    0
2017-05-02/03:16:37 2017-05-02/03:17:31 2017-05-02/03:17:04     5.74     5.73    17.39    17.16   0.33922    0.004    0.226     0.45    10.08     3  1012     0           0.11       0.000724       0.000077       0.000052           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN       16586.28      12.860387       0.397695       0.145823           1.26       0.028792       0.005518       0.003839           0.00            NaN           -NaN            NaN    0    0    0   29   20   46    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-01/07:33:02 2017-07-01/07:34:15 2017-07-01/07:33:44     4.83     4.82    17.40    17.61   0.25924    0.005    0.205     1.95    12.03   242     0     0           0.21       0.000828       0.000052       0.000026           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN       41851.69      16.869541       0.895721       0.532244           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0    0   16    5    4    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-02/10:28:56 2017-07-02/10:30:22 2017-07-02/10:29:35     4.77     4.63    17.42    16.89   0.66463    0.142    0.528     6.60     9.70   301     0     0           1.75       0.002483       0.000163       0.000078           0.00       0.000336       0.000064       0.000052           0.00            NaN           -NaN            NaN       48198.57      30.278743       1.016247       0.412916           7.74       0.352036       0.032231       0.015453           0.00            NaN           -NaN            NaN    0    0    0   39   19   13    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-02/15:19:56 2017-07-02/15:21:52 2017-07-02/15:20:24     5.11     5.39    14.55    14.73   0.37121   -0.278    0.179     1.93    15.64   360     0    19         201.83       1.694795       0.013110       0.000310           0.00       0.000414       0.000165       0.000207           0.12       0.008275       0.000721       0.000207       29556.18     114.192796       0.938828       0.103279           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0   10   14    2   16    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-04/06:52:18 2017-07-04/06:53:31 2017-07-04/06:53:00     5.10     5.03    17.04    17.77   0.96746    0.068    0.729     0.14     8.59   290     0     0           0.05       0.000517       0.000064       0.000052           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN        7840.50       3.230757       0.222837       0.111516           0.06       0.012223       0.004325       0.002445           0.00            NaN           -NaN            NaN    0    0    0   20    5    3    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-06/12:45:07 2017-07-06/12:47:15 2017-07-06/12:45:44     4.91     4.46    17.08    16.26   1.10284    0.456    0.821     0.56    17.10   266     0     0           0.89       0.001241       0.000083       0.000052           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN       68994.12      48.198690       1.289971       0.548028           7.94       0.076778       0.010726       0.006623           0.00            NaN           -NaN            NaN    0    0    0   41   12   22    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-06/20:47:42 2017-07-06/20:48:41 2017-07-06/20:47:59     5.58     5.08    16.40    15.78   1.00342    0.497    0.626     0.79    10.34   301     0     0           0.33       0.000336       0.000047       0.000026           0.00       0.000026       0.000026       0.000026           0.00            NaN           -NaN            NaN       82590.48      22.302591       1.642513       1.009612         203.67       0.266442       0.037480       0.028699           0.00            NaN           -NaN            NaN    0    0    0   24    6    3    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-09/12:03:37 2017-07-09/12:05:15 2017-07-09/12:04:23     5.19     5.06    16.72    16.42   0.41884    0.130    0.297     1.38    13.07   290  5236     0         278.88       0.105925       0.008460       0.004551           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN     3019724.80    1550.860182      67.410590       4.954024           0.41       0.015903       0.004604       0.002775           0.00            NaN           -NaN            NaN    0    0    0   87   10    6    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-09/16:55:47 2017-07-09/16:56:36 2017-07-09/16:56:02     4.65     5.42    13.83    14.25   0.95300   -0.771    0.427     3.17     9.44   170     0    11        1631.84       1.588870       0.040872       0.016551           0.00       0.000181       0.000054       0.000026           0.00       0.000078       0.000060       0.000052    15063425.91   33082.952085     325.168395      14.029513           7.56       0.158947       0.016179       0.008830           0.00            NaN           -NaN            NaN    0    0    0   54   18   12    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-09/18:31:03 2017-07-09/18:32:56 2017-07-09/18:31:33     5.70     5.17    15.11    14.75   0.74164    0.533    0.363    25.72     9.74   302     4     0         148.64       0.291293       0.007427       0.000233           1.13       0.006620       0.000252       0.000129           0.00       0.000078       0.000060       0.000052      146963.97     494.835448       3.340774       0.275366        1147.54       3.552565       0.138125       0.042407           0.00            NaN           -NaN            NaN    0    1    0   56   91    7    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-09/20:06:28 2017-07-09/20:07:22 2017-07-09/20:06:39     5.70     5.11    16.09    15.46   1.06102    0.587    0.626     2.22     9.13   290  5046     0          48.10       0.086064       0.002023       0.000569           0.21       0.001862       0.000122       0.000052           0.00            NaN           -NaN            NaN       61427.73      39.819310       1.427125       0.590322         691.64       3.552565       0.082931       0.034456           0.00            NaN           -NaN            NaN    0    0    0   48   58    3    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-11/09:58:37 2017-07-11/10:00:34 2017-07-11/09:59:45     3.86     3.75    17.78    17.25   0.53365    0.105    0.526     2.74    12.47  1197  2768     0           0.73       0.001862       0.000113       0.000052           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN       68515.78      58.941637       1.303970       0.605767           3.36       0.107489       0.015624       0.007852           0.00            NaN           -NaN            NaN    0    0    0   43   16   14    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-11/14:50:25 2017-07-11/14:52:28 2017-07-11/14:51:03     5.53     5.73    14.75    14.85   0.24488   -0.199    0.097    27.62    10.16   230     0     0          32.09       0.072823       0.002158       0.000414           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN       27366.00      26.493900       0.893496       0.271038           0.00       0.002775       0.002775       0.002775           0.00            NaN           -NaN            NaN    0    0    0   18    3    4    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-11/16:26:47 2017-07-11/16:27:41 2017-07-11/16:26:22     5.73     4.66    15.75    15.12   1.37054    1.075    0.629     3.29    14.60   278     0     0          12.81       0.066203       0.001668       0.000207           0.03       0.000672       0.000097       0.000052           0.00            NaN           -NaN            NaN       24355.08     151.393714       0.666678       0.212959         265.05       2.205180       0.127733       0.044407           0.00            NaN           -NaN            NaN    0    0    0   43   33    4    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-12/19:25:13 2017-07-12/19:26:02 2017-07-12/19:25:16     5.78     5.01    15.78    15.14   1.18843    0.775    0.641     3.33    12.25   361     0     0           1.10       0.002689       0.000169       0.000052           0.19       0.001448       0.000189       0.000103           0.00            NaN           -NaN            NaN       33386.58      19.745396       0.808685       0.393234         652.57       2.676314       0.153654       0.044407           0.00            NaN           -NaN            NaN    0    0    0   60   56    4    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-16/23:13:33 2017-07-16/23:14:36 2017-07-16/23:14:05     5.14     5.20    16.51    17.00   0.67023   -0.063    0.493    34.04    15.36   468     0     0          12.32       0.046342       0.000582       0.000207           0.10       0.003310       0.000144       0.000052           0.00            NaN           -NaN            NaN      157074.03     322.137029       3.356139       0.664112         264.85       9.236669       0.084834       0.018553           0.00            NaN           -NaN            NaN    1    0    0  150   47    3    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-17/15:01:35 2017-07-17/15:04:02 2017-07-17/15:02:43     5.77     5.81    15.14    15.17   0.05776   -0.037    0.029    29.80   137.40   564  6581     0          85.14       0.158887       0.003613       0.000336           1.05       0.004138       0.000198       0.000103           0.00            NaN           -NaN            NaN       38162.49     142.153310       0.944967       0.275366         702.30       2.170928       0.086693       0.031990           0.00            NaN           -NaN            NaN    0    0    0   28   15    7    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-21/17:19:31 2017-07-21/17:21:34 2017-07-21/17:20:05     5.79     5.22    14.86    14.60   0.68393    0.572    0.261    10.98    13.94   480     0    59           7.58       0.066203       0.000680       0.000078           3.66       0.059583       0.001134       0.000181           0.27       0.021516       0.000508       0.000155        8501.65       4.442291       0.209948       0.127437          43.41       0.857849       0.022848       0.005996           0.20       0.035978       0.004449       0.001973    0    4    1 1203 2130 2107    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-21/18:55:18 2017-07-21/18:56:02 2017-07-21/18:55:27     5.57     4.82    15.82    15.14   1.18496    0.745    0.680    12.52    12.05   507     0     7           1.11       0.001552       0.000098       0.000052           0.98       0.039722       0.000451       0.000103           0.07       0.009930       0.000303       0.000103       11793.15       4.204236       0.255048       0.164408          27.15       0.837515       0.014111       0.005551           0.03       0.009132       0.002367       0.001748    0    3    1   16  120   39    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-22/20:16:56 2017-07-22/20:18:22 2017-07-22/20:17:52     5.86     6.13    14.88    15.16   0.51521   -0.268    0.280    12.84     9.52   457     0    39           0.05       0.001034       0.000087       0.000052           3.65       0.072823       0.001544       0.000310           0.17       0.004138       0.000442       0.000181        4526.13       2.826912       0.170450       0.044215          38.84       3.981076       0.035337       0.007336           0.00            NaN           -NaN            NaN    0    5    0    7  332   31    0    0    0    0    0    0    0    0    0    0    0    0
