Conjunction data for RBSPa and FU3 from Shumko file FU3_RBSPA_conjunctions_dL10_dMLT10_hr_final.txt
Tstart = start of conjunction
Tend = end of conjunction
Tmin = time of closest conjunction (defined from minimum absolute separation)
Lrb = L value (rbspa) during min separation time
Lfb = L value (FU3) during min separation time
MLTrb = MLT value (rbspa) during min separation time
MLTfb = MLT value (FU3) during min separation time
distmin = minimum |separation| in RE b/t rbspa and FU3 at Tminsep
dLmin = |delta L| of rbspa) during min separation time
dMLTmin = |delta MLT| of rbspa) during min separation time
col = max collimated detector FB flux during conjunction (detrended over 0.1 sec to get rid of roll variation)
sur = max surface detector FB flux during conjunction (detrended over 0.1 sec to get rid of roll variation)
EMFb = number of sec of EMFISIS burst data within +/-60 min of middle conjunction time
B1b = number of sec of EFW burst 1 data within +/-60 min of middle conjunction time
B2b = number of sec of EFW burst 2 data within +/-60 min of middle conjunction time
Total spectral non-chorus (10Hz<f<0.1fce_eq) Efield power within +/-60 min of middle conjunction time
Max   spectral non-chorus (10Hz<f<0.1fce_eq) Efield power within +/-60 min of middle conjunction time
Avg (nonzero values only) spectral non-chorus (10Hz<f<0.1fce_eq) Efield power within +/-60 min of middle conjunction time
Median (nonzero values only) spectral non-chorus (10Hz<f<0.1fce_eq) Efield power within +/-60 min of middle conjunction time
Total spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Max   spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Avg (nonzero values only) spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Median (nonzero values only) spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Total spectral upper band chorus (f>0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Max   spectral upper band chorus (f>0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Avg (nonzero values only) spectral upper band chorus (f>0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Median (nonzero values only) spectral upper band chorus (f>0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Total spectral non-chorus (10Hz<f<0.1fce_eq) Bfield power within +/-60 min of middle conjunction time
Max   spectral non-chorus (10Hz<f<0.1fce_eq) Bfield power within +/-60 min of middle conjunction time
Avg (nonzero values only) spectral non-chorus (10Hz<f<0.1fce_eq) Bfield power within +/-60 min of middle conjunction time
Median (nonzero values only) spectral non-chorus (10Hz<f<0.1fce_eq) Bfield power within +/-60 min of middle conjunction time
Total spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Max   spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Avg (nonzero values only) spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Median (nonzero values only) spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Total spectral upper band chorus (f>0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Max   spectral upper band chorus (f>0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Avg (nonzero values only) spectral upper band chorus (f>0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Median (nonzero values only) spectral upper band chorus (f>0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
The remaining columns are max EFW filter bank amplitudes (pT, mV/m) within +/-60 min of middle conjunction time
 
Tstart              Tend                Tmin				    Lrb       Lfb      MLTrb    MLTfb   distmin	 dLmin	dMLTmin    col	    sur    EMFb   B1b   B2b  SpecETot_lf  SpecEMax_lf  SpecEAvg_lf  SpecEMed_lf    SpecETot_lb  SpecEMax_lb  SpecEAvg_lb  SpecEMed_lb    SpecETot_ub  SpecEMax_ub  SpecEAvg_ub  SpecEMed_ub    SpecBTot_lf  SpecBMax_lf  SpecBAvg_lf  SpecBMed_lf  SpecBTot_lb  SpecBMax_lb  SpecBAvg_lb  SpecBMed_lb    SpecBTot_ub  SpecBMax_ub  SpecBAvg_ub  SpecBMed_ub  7E4 7E5  7E6  7B4  7B5  7B6 13E7 13E8 13E9 13E10 13E11 13E12 13B7 13B8 13B9 13B10 13B11 13B12
2017-07-22/21:51:28 2017-07-22/21:52:41 2017-07-22/21:52:09     5.57     5.74    15.84    16.22   0.58720   -0.163    0.381     5.25     9.12   564     0    47           0.04       0.000336       0.000045       0.000026           5.18       0.072823       0.001475       0.000336           0.33       0.029791       0.001002       0.000259        5961.90       2.624990       0.203519       0.106937          41.69       3.981076       0.029114       0.005810           0.00            NaN           -NaN            NaN    0    5    0    4  332   10    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-21/07:55:08 2017-11-21/07:56:56 2017-11-21/07:56:40     4.12     4.83     7.79     8.47   1.07456   -0.717    0.687     0.26     8.56   302   238    75           4.88       0.529623       0.002299       0.000155           3.32       0.198609       0.004035       0.000465           2.19       0.132406       0.002078       0.000259        4847.97       2.423068       0.174394       0.065897           0.17       0.057328       0.006579       0.003260           0.00       0.000447       0.000447       0.000447    0    5   29   10  183   98    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-21/20:00:57 2017-11-21/20:03:02 2017-11-21/20:02:21     6.05     5.76    10.36    10.64   0.51532    0.284    0.278    17.41     9.93  1875  7124    79           2.33       0.023171       0.000297       0.000103         121.06       0.741473       0.005493       0.001034           0.06       0.011586       0.000370       0.000078        5848.31       3.859428       0.179677       0.065723        5601.96      39.897882       0.404123       0.053950           0.02       0.008994       0.004220       0.004197    1   20    0   75  665   23    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-22/10:49:13 2017-11-22/10:50:56 2017-11-22/10:50:08     4.39     4.41     7.79     8.00   0.24804   -0.020    0.215     2.31     9.51   290     0     0           1.00       0.018206       0.000208       0.000078           0.01       0.004965       0.000931       0.000465           0.35       0.099304       0.001947       0.000207       15150.17      17.035723       0.384590       0.077130           0.00            NaN           -NaN            NaN           0.05       0.028403       0.008442       0.005304    0    2    6   52   47   75    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-22/13:22:23 2017-11-22/13:23:51 2017-11-22/13:23:26     6.35     5.90     9.94    10.43   0.90184    0.451    0.487    22.51    12.59   297     0   134           6.94       0.105925       0.000661       0.000129         397.20       1.271096       0.017699       0.004138          16.23       0.847398       0.003659       0.000621        4554.22       8.328023       0.144675       0.037172       14605.62      19.655065       0.674780       0.215798          16.04       0.663513       0.020147       0.004320    2   15    1   58  282    8    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-24/00:21:33 2017-11-24/00:22:46 2017-11-24/00:21:59     5.55     5.59     9.29     9.12   0.24890   -0.037    0.169     7.70     8.73   217     0    31         186.00       1.588870       0.011489       0.001241           0.60       0.011586       0.000835       0.000336           0.29       0.021516       0.000688       0.000181        5418.37      10.816180       0.362191       0.189314           0.00       0.000986       0.000986       0.000986           0.02       0.014523       0.004609       0.001815    1    1    8    2    5   20    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-25/22:15:44 2017-11-25/22:17:09 2017-11-25/22:16:14     5.84     5.93    10.04     9.84   0.32034   -0.094    0.199    14.06    14.47   290     0   138           3.02       0.029791       0.000363       0.000155           0.04       0.014896       0.001033       0.000155           0.37       0.016551       0.000656       0.000181        4780.82       2.624990       0.213287       0.071629           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    1    1    7    9   29    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-28/11:55:13 2017-11-28/11:56:41 2017-11-28/11:56:07     6.09     5.80     9.23     9.75   0.85087    0.286    0.515     6.81     8.55   432     0   261           2.29       0.132406       0.000880       0.000078          41.25       0.344255       0.005166       0.000828           1.16       0.046342       0.002057       0.000569        4261.43       2.826912       0.158571       0.034994        1058.38       7.370136       0.122116       0.023139           6.72       0.221171       0.022481       0.008639    0    7    1   24  316    9    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-28/15:04:52 2017-11-28/15:04:57 2017-11-28/15:05:23     5.04     5.61    11.84    11.14   1.13552   -0.574    0.705     1.46    11.05   469     0    23           2.37       0.036412       0.000181       0.000078           2.85       0.049652       0.000726       0.000207           0.16       0.012413       0.000965       0.000259       39347.67      13.687888       0.776900       0.293364         114.55       0.491377       0.028042       0.010053           0.18       0.028664       0.005918       0.001937    2    3    2   50  108   36    0    0    0    0    0    0    0    0    0    0    0    0
2017-12-04/12:02:03 2017-12-04/12:03:26 2017-12-04/12:02:46     6.20     6.09     9.66     9.86   0.33657    0.106    0.199     2.25    11.25   420     0    51           4.77       0.529623       0.002145       0.000129           4.38       0.021516       0.001827       0.000569           0.31       0.014896       0.000748       0.000207        5499.15       9.872698       0.193054       0.056483        8620.16      42.585357       1.432396       0.116620           2.49       0.124723       0.013406       0.007336    0    1    1  129   99   12    0    0    0    0    0    0    0    0    0    0    0    0
2017-12-04/21:37:50 2017-12-04/21:39:28 2017-12-04/21:38:38     5.78     5.70    10.13    10.10   0.08752    0.077    0.027     0.67    10.32   361     0     3         198.30       5.084385       0.014825       0.000828          18.17       0.198609       0.002850       0.000672          18.26       0.397218       0.003247       0.000517       40467.14    1211.149714       1.775965       0.129078          15.86       0.713420       0.020488       0.005053           0.69       0.242341       0.005251       0.001748    0    6    5    4  191   41    0    0    0    0    0    0    0    0    0    0    0    0
2017-12-05/16:31:37 2017-12-05/16:33:46 2017-12-05/16:33:18     5.73     5.23    10.96    11.34   0.74108    0.502    0.381     5.55    11.88   385     0    75           4.02       0.072823       0.000831       0.000233          45.09       1.482946       0.003216       0.000336           6.46       0.423699       0.002794       0.000310        4524.88       3.230757       0.165413       0.052528         284.71       1.598654       0.049905       0.013086           4.84       0.661016       0.037532       0.005705    6   29    7   22  599   95    0    0    0    0    0    0    0    0    0    0    0    0
2017-12-05/22:59:37 2017-12-05/23:00:57 2017-12-05/23:00:25     5.63     5.34     8.98     9.58   0.90447    0.290    0.597    24.94     9.94   469     0     0          33.77       2.330343       0.004947       0.000207           5.21       0.172128       0.003292       0.000362           2.71       0.046342       0.001217       0.000362        4115.17       2.624990       0.172479       0.042362          30.08       2.242177       0.041314       0.006596           0.22       0.034953       0.002360       0.001361    1    9    6    7  382   47    0    0    0    0    0    0    0    0    0    0    0    0
2017-12-06/07:26:47 2017-12-06/07:27:56 2017-12-06/07:27:26     5.49     5.49     8.59     8.64   0.08293   -0.001    0.058     2.78    10.54   397     0     3           1.94       0.099304       0.000318       0.000052           1.71       0.019861       0.000440       0.000129           0.15       0.023171       0.000770       0.000078        6811.29       4.442714       0.162809       0.067842         351.80       2.479937       0.068511       0.018321           0.00            NaN           -NaN            NaN    0    5    3   33  149   27    0    0    0    0    0    0    0    0    0    0    0    0
2017-12-07/01:55:42 2017-12-07/01:56:56 2017-12-07/01:56:11     5.65     5.67     9.00     8.89   0.15819   -0.020    0.106     6.97     9.61   433     0     0         794.56       6.779180       0.038544       0.001034           0.01       0.005379       0.000419       0.000129           0.13       0.029791       0.000448       0.000155      130033.15     620.305352       4.373361       0.037432           0.01       0.003424       0.003037       0.003424           0.03       0.023487       0.005225       0.001516    0    1    7    8   26   39    0    0    0    0    0    0    0    0    0    0    0    0
2017-12-07/20:52:25 2017-12-07/20:54:22 2017-12-07/20:53:47     5.87     5.37     9.75    10.35   1.01630    0.505    0.600    10.36    11.40     3     0   168           3.07       0.039722       0.000791       0.000103          35.87       0.476661       0.005834       0.000828          13.81       0.185368       0.002833       0.000672       21979.58     116.307253       0.928035       0.070418          90.40       2.503860       0.066083       0.005810           2.09       0.153505       0.009760       0.002854    0   15    2   19  565   52    0    0    0    0    0    0    0    0    0    0    0    0
2017-12-10/09:37:02 2017-12-10/09:38:03 2017-12-10/09:37:34     5.48     5.50     8.19     8.47   0.40321   -0.014    0.280     0.16    10.28   361     0     0           0.36       0.000828       0.000082       0.000052           0.00       0.000026       0.000026       0.000026           0.00            NaN           -NaN            NaN       38318.55      39.632188       0.888484       0.249547         185.36       0.891919       0.078877       0.028791           0.00            NaN           -NaN            NaN    0    0    0   24    3    3    0    0    0    0    0    0    0    0    0    0    0    0
2017-12-11/03:03:02 2017-12-11/03:04:40 2017-12-11/03:03:59     4.82     4.81     7.74     7.71   0.03609    0.004    0.028     0.18    11.52   349     0     0          28.88       0.238331       0.004108       0.000414           0.00       0.000388       0.000095       0.000052           0.00       0.000776       0.000155       0.000052       15566.01      30.278743       0.560958       0.057303           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0    0   14   41  111    0    0    0    0    0    0    0    0    0    0    0    0
2017-12-11/15:03:23 2017-12-11/15:04:46 2017-12-11/15:04:43     6.16     5.24    10.14    10.95   1.51276    0.920    0.810     0.78     9.47   421     0    23           0.10       0.004138       0.000165       0.000052           3.76       0.072823       0.001248       0.000181          14.08       0.092684       0.002577       0.000724        4117.29       3.230757       0.191484       0.053240          59.94       1.015366       0.062247       0.020938          23.89       0.663513       0.044161       0.008759    0    6    1    5  232   18    0    0    0    0    0    0    0    0    0    0    0    0
2017-12-13/20:59:25 2017-12-13/21:01:22 2017-12-13/21:00:24     5.60     5.48    10.25    10.40   0.25299    0.116    0.155    10.44    11.58   349     0   126           0.42       0.010758       0.000299       0.000052          20.15       0.211849       0.003186       0.000388           0.03       0.008275       0.000396       0.000103        5101.18       2.826912       0.144735       0.046727        1141.65      10.861091       0.274699       0.018183           0.11       0.062361       0.018679       0.016790    0    7    1   19  366   20    0    0    0    0    0    0    0    0    0    0    0    0
2018-02-26/18:46:23 2018-02-26/18:47:41 2018-02-26/18:47:05     5.79     5.79     6.48     6.47   0.02180    0.009    0.013     0.64    10.60   444     0    19           3.36       0.145646       0.000798       0.000207          11.79       0.635548       0.010683       0.000284           3.61       0.344255       0.010403       0.001448        4507.32       2.826912       0.208585       0.056483           0.00       0.001291       0.000745       0.000646           0.05       0.046604       0.010875       0.002330    1    7    7    6   14   29    0    0    0    0    0    0    0    0    0    0    0    0
2018-03-01/11:39:03 2018-03-01/11:40:22 2018-03-01/11:39:43     5.01     5.00     8.15     8.91   1.00223    0.015    0.766     0.26    10.29   922   774     0           4.51       0.007448       0.000371       0.000181           0.00            NaN           -NaN            NaN           0.00       0.000078       0.000078       0.000078       25981.11      19.745396       0.550109       0.148689           5.45       0.106018       0.016925       0.010602           0.00            NaN           -NaN            NaN    0    0    0   60    9    8    0    0    0    0    0    0    0    0    0    0    0    0
2018-03-03/09:33:25 2018-03-03/09:35:40 2018-03-03/09:35:03     3.70     4.02     9.50     9.35   0.35460   -0.321    0.148     0.54     9.40   122     0     3           0.25       0.003310       0.000087       0.000052           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN        8405.02       3.028835       0.172234       0.051640           0.00       0.002234       0.002234       0.002234           0.00            NaN           -NaN            NaN    0    0    2   28   32   41    0    0    0    0    0    0    0    0    0    0    0    0
2018-03-04/12:26:19 2018-03-04/12:28:46 2018-03-04/12:28:04     3.58     3.91     9.51     8.85   0.71587   -0.322    0.654     0.15     8.00   111     0     0           1.45       0.002276       0.000279       0.000155           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN       11961.11       3.634602       0.223639       0.111513           0.03       0.004546       0.001818       0.001515           0.00            NaN           -NaN            NaN    0    0    2   35   23   27    0    0    0    0    0    0    0    0    0    0    0    0
2018-03-12/16:47:07 2018-03-12/16:49:15 2018-03-12/16:48:05     4.40     4.16     8.35     7.84   0.61430    0.236    0.507     0.86     9.70   397   593     0           7.71       0.004551       0.000374       0.000207           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN      220050.19      71.668101       4.014928       0.757209           0.18       0.011517       0.003452       0.001919           0.00            NaN           -NaN            NaN    0    0    0   87   10    6    0    0    0    0    0    0    0    0    0    0    0    0
2018-03-13/00:46:37 2018-03-13/00:47:56 2018-03-13/00:47:24     5.65     5.75     7.39     7.75   0.54781   -0.098    0.361     0.31    11.48   325     0     0           0.01       0.001241       0.000125       0.000052           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN        3903.86       2.624990       0.191610       0.052528           0.01       0.002783       0.001581       0.001392           0.00            NaN           -NaN            NaN    0    0    0    6    6    3    0    0    0    0    0    0    0    0    0    0    0    0
2018-03-13/18:09:50 2018-03-13/18:11:15 2018-03-13/18:10:40     5.63     5.65     6.94     6.97   0.04790   -0.020    0.030     0.20     7.79   469   589   178           0.62       0.013241       0.000180       0.000103           4.70       0.036412       0.002006       0.000672           0.37       0.036412       0.000776       0.000155        4476.19       2.624990       0.204579       0.065723           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    1    2    1    4   31    0    0    0    0    0    0    0    0    0    0    0    0
2018-03-17/20:21:08 2018-03-17/20:22:17 2018-03-17/20:21:48     5.93     6.02     6.58     6.75   0.27301   -0.093    0.164     0.92     9.35   421   594    23           3.07       0.099304       0.000806       0.000129          66.21       5.508084       0.018954       0.000776           0.15       0.024826       0.001856       0.000207        4562.55       3.028835       0.208269       0.061029          16.12       0.917254       0.029800       0.008639           0.01       0.003995       0.002102       0.001712    1   32    2    3  216   11    0    0    0    0    0    0    0    0    0    0    0    0
2018-03-19/00:50:18 2018-03-19/00:51:41 2018-03-19/00:51:04     4.98     4.99     7.97     8.03   0.08801   -0.015    0.066     6.54    11.29   337   597    71          18.21       0.529623       0.002416       0.000181          58.18       2.118494       0.018599       0.000931          20.91       1.694795       0.031296       0.000931        4197.59       2.624990       0.180231       0.042251          82.74       4.575197       0.089444       0.007218           0.09       0.039453       0.008519       0.001342    2   13   42    8  316   69    0    0    0    0    0    0    0    0    0    0    0    0
2018-03-26/03:47:01 2018-03-26/03:49:34 2018-03-26/03:48:38     3.65     3.65     8.99     9.06   0.06888   -0.005    0.072     2.82    10.73   230   298    23         488.26       7.626578       0.031369       0.000336          18.09       1.588870       0.017278       0.000569           1.94       0.198609       0.003163       0.000621       25432.91       9.919748       0.593118       0.282414           0.17       0.034953       0.004648       0.001361           0.00            NaN           -NaN            NaN    1   12   21   66   32   52    0    0    0    0    0    0    0    0    0    0    0    0
2018-04-20/21:12:13 2018-04-20/21:14:28 2018-04-20/21:13:46     3.97     4.10     7.64     8.05   0.45140   -0.136    0.408     4.36     9.01   242     0    43         282.33       5.084385       0.011589       0.000233          23.66       1.271096       0.009783       0.000569           5.44       0.847398       0.031288       0.001034       91229.64      78.981585       2.246980       0.095382          18.41       2.331081       0.061352       0.010053           0.00       0.001208       0.001208       0.001208    0    0    0    0    0    0    0    0    0    1    4    5   69  158  129  366  352  197
2018-04-23/20:26:56 2018-04-23/20:28:46 2018-04-23/20:28:16     4.53     4.84     6.99     7.83   1.07321   -0.309    0.840     2.44     9.90   314  1692    11          11.57       0.158887       0.000425       0.000181           3.82       0.033101       0.001058       0.000414           0.00            NaN           -NaN            NaN       75871.24      24.635910       1.517576       0.625842         207.20       1.105597       0.120889       0.053616           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    3    1    0   49   75   73  216   88   18
2018-05-03/22:38:07 2018-05-03/22:40:15 2018-05-03/22:39:39     3.76     3.95     7.43     8.53   1.11953   -0.190    1.098     0.49     6.70   230     0    39           0.84       0.003103       0.000107       0.000078           0.00       0.000052       0.000039       0.000052           0.00            NaN           -NaN            NaN       69995.42      22.004293       1.734019       0.600605           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    1   28   33   43   49   41   34
2018-07-06/11:08:56 2018-07-06/11:10:28 2018-07-06/11:09:39     4.18     4.14    23.59    22.91   0.74113    0.040    0.680     0.68     8.60   277     0     3           8.73       1.059247       0.004267       0.000103           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN       19214.08      26.649673       0.382476       0.095382           6.26       0.121386       0.013169       0.007576           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   42   60   42   23   14   27
2018-07-15/10:23:50 2018-07-15/10:25:03 2018-07-15/10:24:35     4.65     4.55    23.86    23.00   1.04670    0.108    0.867     0.40     9.26   302     0     0           2.28       0.119165       0.001867       0.000181           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN        9963.22       3.303328       0.260933       0.130102           1.59       0.136903       0.022110       0.012223           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   14   13   16   18   15   15
2018-08-04/04:11:13 2018-08-04/04:13:46 2018-08-04/04:12:34     3.74     3.72    22.40    22.32   0.08221    0.022    0.081     3.18     7.32   266     0     0           3.04       0.033101       0.000829       0.000284           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN       24720.68      38.769084       0.641946       0.108139           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    3    9    9   16   22   44   44
2018-08-06/10:59:42 2018-08-06/11:00:41 2018-08-06/11:00:10     5.17     5.16    23.65    23.36   0.38738    0.006    0.287     0.09     9.08   361     0     0          10.01       5.084385       0.042057       0.000103           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN        4962.08       3.028835       0.211296       0.052528           0.01       0.003185       0.002815       0.003185           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0    3    4   10   31   23   47
2018-08-07/17:02:23 2018-08-07/17:02:57 2018-08-07/17:02:48     5.68     5.68     1.96     0.86   1.62766    0.001    1.099     0.25     7.68   373   650     7        2695.59       7.626578       0.162649       0.003103          15.90       1.271096       0.002868       0.000310           4.53       1.059247       0.006434       0.000388        5461.85       3.634602       0.240113       0.061029           0.00       0.002115       0.001152       0.000864           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    1    4    3    2    1    5   19   19   21
2018-08-08/07:53:33 2018-08-08/07:54:31 2018-08-08/07:53:54     5.12     5.05    23.72    23.26   0.61894    0.069    0.462     0.42     6.57   421   942     0           5.77       0.953322       0.001180       0.000129           0.00       0.000207       0.000086       0.000052           0.00            NaN           -NaN            NaN       21633.94     151.393714       0.505998       0.260205         265.63       0.888141       0.094228       0.033114           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    1   22   29   25   33   15    9
2018-08-09/03:53:42 2018-08-09/03:54:31 2018-08-09/03:54:20     5.78     5.74     1.24     1.31   0.11827    0.036    0.075     0.13     8.43   360   304    11        1454.64      25.421926       0.107267       0.001552          31.54       0.423699       0.005854       0.000672           0.30       0.086064       0.000848       0.000233        5645.96      12.923028       0.244319       0.061029           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    1    0    0    0    0    0    1    1    4   13    8    4
2018-08-09/10:13:28 2018-08-09/10:14:36 2018-08-09/10:14:01     4.79     4.79    23.18    23.42   0.30539    0.006    0.244     0.18     6.54   361     0     0         201.18      27.116721       0.060253       0.000362           0.12       0.006207       0.000474       0.000207           0.00       0.000155       0.000091       0.000155       13257.23       9.692271       0.356243       0.139396           1.12       0.033718       0.009532       0.006543           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   17   13   18   20   16    8
2018-08-10/05:14:08 2018-08-10/05:15:07 2018-08-10/05:14:51     5.51     5.38     0.15     0.57   0.61239    0.131    0.420     0.12     9.06   433     0     0           0.27       0.059583       0.000698       0.000052           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN       15365.88       9.779686       0.393744       0.251572           1.27       0.027754       0.005685       0.004889           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   12   13   14   31   14    7
2018-08-10/21:34:04 2018-08-10/21:36:17 2018-08-10/21:34:48     4.25     3.69    22.58    21.95   0.86219    0.559    0.635     0.33     7.69   576   429     0           0.51       0.086064       0.001536       0.000129           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN        6924.09       3.230757       0.214335       0.084460           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    2   10   19    9    5   11   21
2018-08-11/01:46:23 2018-08-11/01:47:17 2018-08-11/01:46:31     5.35     6.36     1.98     2.42   1.20241   -1.004    0.433     0.09     6.82   863  3024     0         501.55       4.236988       0.020148       0.003310           5.25       0.172128       0.001681       0.000207           1.60       0.039722       0.001255       0.000362        7661.23       4.889843       0.325636       0.106434           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0    2    2    3    4    6    4
2018-08-11/07:06:56 2018-08-11/07:08:09 2018-08-11/07:07:29     4.79     4.78    23.27    23.14   0.15486    0.016    0.123     0.54     7.33   338    93   198          94.12       4.236988       0.020225       0.000259           0.46       0.029791       0.000780       0.000207           2.96       0.105925       0.004310       0.001034        8329.67     284.306619       0.277406       0.042977           0.00            NaN           -NaN            NaN           0.00       0.000571       0.000571       0.000571    0    0    0    0    0    0    0    1    1    4    4   15    5    7    5   30   19    9
2018-08-11/08:08:18 2018-08-11/08:09:02 2018-08-11/08:08:50     5.52     5.51     0.15    23.72   0.61379    0.005    0.425     0.54     7.39   361   966   253        1029.58       6.779180       0.088021       0.000517           7.00       0.172128       0.001667       0.000388           4.34       0.105925       0.002671       0.000569        9393.59     284.306619       0.407160       0.061029           0.00       0.002775       0.002775       0.002775           0.00       0.001712       0.000801       0.000571    0    0    0    0    0    0    1    1    3    8    4   15    3    7    5   30   41    8
2018-08-11/08:41:33 2018-08-11/08:42:12 2018-08-11/08:08:50     5.52     5.51     0.15    23.72   0.61379    0.005    0.425     0.54     7.39   361   966   214        1700.77       7.626578       0.121345       0.000931          11.22       0.211849       0.001678       0.000388           5.89       0.105925       0.002088       0.000621        9274.50     284.306619       0.411432       0.061029           0.00       0.002775       0.002775       0.002775           0.00       0.001712       0.000801       0.000571    0    0    0    0    0    0    1    1    3    8    3   15    3    3    5   30   41    8
2018-08-11/17:34:33 2018-08-11/17:35:17 2018-08-11/17:35:03     6.08     5.85     0.49     1.10   0.98143    0.230    0.612     0.20     7.06   361   321    31         315.62       5.508084       0.030331       0.000207           3.71       0.264812       0.001793       0.000310           0.09       0.010758       0.001155       0.000284        5472.20       4.038446       0.239704       0.062078          32.91       1.402688       0.117119       0.025047           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    2    1    2    4    2    1    8   31   89   58   14    6
2018-08-11/19:09:42 2018-08-11/19:10:36 2018-08-11/19:10:12     5.84     5.83     1.58     1.59   0.01245    0.002    0.008     0.30     8.19   361   663     0        2067.57       5.084385       0.121472       0.001655          21.55       0.953322       0.003131       0.000336           0.30       0.052962       0.001487       0.000181        5606.38       3.634602       0.245474       0.060405           0.00       0.001058       0.001058       0.001058           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0    2    2    4   11    9    3
2018-08-12/00:31:47 2018-08-12/00:32:07 2018-08-12/00:31:58     4.26     3.58    22.68    21.64   1.25813    0.676    1.040     3.64     7.85   328   675     0          31.44       2.754042       0.002596       0.000362           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN      135522.77     158.596200       4.857969       0.730704           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   58   17    7    9    8    7
2018-08-13/06:02:18 2018-08-13/06:03:07 2018-08-13/06:02:51     5.84     5.88     0.89     0.35   0.83366   -0.033    0.543     0.45     8.83   410   579   253         750.91       3.813289       0.028610       0.001138         687.21       9.321373       0.052395       0.002483           0.96       0.049652       0.001499       0.000388        5490.38       3.230757       0.236930       0.057303          23.69       3.096392       0.018595       0.004856           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    9   20    5    2    6    5   30  249   82    9
