Conjunction data for RBSPa and FU4 from Shumko file FU4_RBSPA_conjunctions_dL10_dMLT10_hr_final.txt
Tstart = start of conjunction
Tend = end of conjunction
Tmin = time of closest conjunction (defined from minimum absolute separation)
Lrb = L value (rbspa) during min separation time
Lfb = L value (FU4) during min separation time
MLTrb = MLT value (rbspa) during min separation time
MLTfb = MLT value (FU4) during min separation time
distmin = minimum |separation| in RE b/t rbspa and FU4 at Tminsep
dLmin = |delta L| of rbspa) during min separation time
dMLTmin = |delta MLT| of rbspa) during min separation time
col = max collimated detector FB flux during conjunction (detrended over 0.1 sec to get rid of roll variation)
sur = max surface detector FB flux during conjunction (detrended over 0.1 sec to get rid of roll variation)
EMFb = number of sec of EMFISIS burst data within +/-60 min of middle conjunction time
B1b = number of sec of EFW burst 1 data within +/-60 min of middle conjunction time
B2b = number of sec of EFW burst 2 data within +/-60 min of middle conjunction time
Total spectral non-chorus (10Hz<f<0.1fce_eq) Efield power within +/-60 min of middle conjunction time
Max   spectral non-chorus (10Hz<f<0.1fce_eq) Efield power within +/-60 min of middle conjunction time
Avg (nonzero values only) spectral non-chorus (10Hz<f<0.1fce_eq) Efield power within +/-60 min of middle conjunction time
Median (nonzero values only) spectral non-chorus (10Hz<f<0.1fce_eq) Efield power within +/-60 min of middle conjunction time
Total spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Max   spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Avg (nonzero values only) spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Median (nonzero values only) spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Total spectral upper band chorus (f>0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Max   spectral upper band chorus (f>0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Avg (nonzero values only) spectral upper band chorus (f>0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Median (nonzero values only) spectral upper band chorus (f>0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Total spectral non-chorus (10Hz<f<0.1fce_eq) Bfield power within +/-60 min of middle conjunction time
Max   spectral non-chorus (10Hz<f<0.1fce_eq) Bfield power within +/-60 min of middle conjunction time
Avg (nonzero values only) spectral non-chorus (10Hz<f<0.1fce_eq) Bfield power within +/-60 min of middle conjunction time
Median (nonzero values only) spectral non-chorus (10Hz<f<0.1fce_eq) Bfield power within +/-60 min of middle conjunction time
Total spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Max   spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Avg (nonzero values only) spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Median (nonzero values only) spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Total spectral upper band chorus (f>0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Max   spectral upper band chorus (f>0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Avg (nonzero values only) spectral upper band chorus (f>0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Median (nonzero values only) spectral upper band chorus (f>0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
The remaining columns are max EFW filter bank amplitudes (pT, mV/m) within +/-60 min of middle conjunction time
 
Tstart              Tend                Tmin				    Lrb       Lfb      MLTrb    MLTfb   distmin	 dLmin	dMLTmin    col	    sur    EMFb   B1b   B2b  SpecETot_lf  SpecEMax_lf  SpecEAvg_lf  SpecEMed_lf    SpecETot_lb  SpecEMax_lb  SpecEAvg_lb  SpecEMed_lb    SpecETot_ub  SpecEMax_ub  SpecEAvg_ub  SpecEMed_ub    SpecBTot_lf  SpecBMax_lf  SpecBAvg_lf  SpecBMed_lf  SpecBTot_lb  SpecBMax_lb  SpecBAvg_lb  SpecBMed_lb    SpecBTot_ub  SpecBMax_ub  SpecBAvg_ub  SpecBMed_ub  7E4 7E5  7E6  7B4  7B5  7B6 13E7 13E8 13E9 13E10 13E11 13E12 13B7 13B8 13B9 13B10 13B11 13B12
2017-07-11/14:39:02 2017-07-11/14:40:03 2017-07-11/14:39:14     5.43     5.91    14.61    14.87   0.61640   -0.484    0.257    11.00     0.00   230     0     0          30.92       0.072823       0.001853       0.000310           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN       31681.24      26.493900       0.973011       0.446066           0.00       0.002775       0.002775       0.002775           0.00            NaN           -NaN            NaN    0    0    0   32    3    4    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-11/16:14:50 2017-07-11/16:16:09 2017-07-11/16:14:34     5.76     4.78    15.63    15.10   1.22618    0.985    0.532     2.50     0.00   314     0     0          24.36       0.072823       0.003203       0.000465           0.02       0.000672       0.000136       0.000078           0.00            NaN           -NaN            NaN       22435.04     151.393714       0.642819       0.154879          98.84       2.205180       0.115871       0.031781           0.00            NaN           -NaN            NaN    0    0    0   43   33    4    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-12/19:13:23 2017-07-12/19:14:22 2017-07-12/19:13:30     5.81     5.04    15.66    15.07   1.14352    0.775    0.594    10.58     0.00   361     0     0           1.29       0.002689       0.000175       0.000078           0.19       0.001448       0.000183       0.000078           0.00            NaN           -NaN            NaN       34815.49      19.745396       0.858518       0.405846         726.52       2.676314       0.152535       0.050181           0.00            NaN           -NaN            NaN    0    0    0   60   56    4    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-16/15:00:57 2017-07-16/15:01:51 2017-07-16/15:01:20     4.22     3.59    17.20    16.25   1.15080    0.631    0.947     0.59     0.00   361     0    19         138.94       6.779180       0.017914       0.000362           0.02       0.002069       0.000279       0.000103           0.00       0.000052       0.000052       0.000052       52766.21    1010.428062       1.628587       0.157209           0.25       0.019515       0.007895       0.007951           0.00            NaN           -NaN            NaN    2    0    2   60   12   13    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-16/23:01:57 2017-07-16/23:02:56 2017-07-16/23:02:26     5.28     5.38    16.36    16.91   0.76887   -0.094    0.547    27.93     0.00   444     0     0          10.15       0.046342       0.000507       0.000181           0.11       0.003310       0.000156       0.000052           0.00            NaN           -NaN            NaN      199771.66     796.386201       4.450645       0.678748         366.21       9.236669       0.114872       0.021204           0.00            NaN           -NaN            NaN    1    0    0  129   47    3    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-17/14:50:07 2017-07-17/14:52:34 2017-07-17/14:51:05     5.76     5.80    15.02    15.05   0.05986   -0.044    0.027    18.99     0.00   492  5899     0          83.57       0.158887       0.003690       0.000259           0.87       0.004138       0.000179       0.000103           0.00            NaN           -NaN            NaN       38048.56     142.153310       0.928965       0.271366         660.25       2.170928       0.083092       0.027878           0.00            NaN           -NaN            NaN    0    0    0   28   15    7    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-21/17:07:13 2017-07-21/17:09:46 2017-07-21/17:08:09     5.74     5.33    14.74    14.55   0.49807    0.414    0.191    10.14     0.00   480     0    59          12.35       0.185368       0.001045       0.000129           3.54       0.059583       0.001157       0.000181           0.26       0.021516       0.000524       0.000181        8395.51       4.442291       0.210440       0.125839          41.83       0.857849       0.022526       0.006048           0.20       0.035978       0.004741       0.002283    0    4    1 1203 2130 2107    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-21/18:43:28 2017-07-21/18:44:17 2017-07-21/18:43:26     5.65     4.81    15.70    15.13   1.14659    0.844    0.569     9.15     0.00   469     0    15           1.19       0.001552       0.000098       0.000052           1.24       0.039722       0.000508       0.000103           0.06       0.009930       0.000260       0.000103       11827.08       4.204236       0.258047       0.166028          30.33       0.837515       0.014911       0.005551           0.03       0.009132       0.002219       0.001748    0    3    1   16  133   39    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-22/20:04:56 2017-07-22/20:06:28 2017-07-22/20:05:59     5.83     6.12    14.76    15.07   0.56427   -0.290    0.310     4.76     0.00   482     0    59           8.26       0.086064       0.002828       0.000336           3.22       0.105925       0.001870       0.000310           0.18       0.006207       0.000468       0.000155        4511.16       2.826912       0.165298       0.038720          37.11       3.981076       0.040776       0.008966           0.03       0.029590       0.011319       0.002269    0    5    2    7  332   36    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-22/21:39:42 2017-07-22/21:40:51 2017-07-22/21:40:23     5.67     5.85    15.71    16.10   0.61737   -0.185    0.391     1.33     0.00   481     0    47           0.03       0.000336       0.000044       0.000026           5.24       0.072823       0.001434       0.000336           0.34       0.029791       0.000997       0.000259        5722.92       2.624990       0.200727       0.103279          42.38       3.981076       0.027990       0.005705           0.00            NaN           -NaN            NaN    0    5    0    4  332   10    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-21/00:51:42 2017-11-21/00:52:51 2017-11-21/00:52:08     5.60     5.65     9.49     8.96   0.76940   -0.056    0.521     3.92     0.00   289     0    63         602.66       9.321373       0.029904       0.000621           4.34       0.119165       0.001383       0.000336           0.73       0.026481       0.000865       0.000181       87989.74     726.689829       2.900315       0.139396          64.43       2.177540       0.040293       0.011778           0.01       0.003031       0.001294       0.001137    0    3   13  108  174   52    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-21/07:40:44 2017-11-21/07:42:58 2017-11-21/07:42:28     3.76     4.24     7.46     8.48   1.17057   -0.485    1.023     0.74     0.00   266  1081    71           4.24       0.529623       0.002577       0.000155           2.38       0.198609       0.005436       0.000414           2.09       0.132406       0.002464       0.000310        5041.97       2.423068       0.165148       0.061190           0.00            NaN           -NaN            NaN           0.00       0.000447       0.000447       0.000447    0    1   29   10   20   98    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-21/19:46:37 2017-11-21/19:48:52 2017-11-21/19:48:22     6.08     5.57    10.19    10.67   0.89290    0.513    0.480    14.91     0.00  2234  7124    83           2.02       0.023171       0.000282       0.000103         123.34       0.741473       0.005714       0.001034           0.04       0.011586       0.000372       0.000078        5794.57       3.859428       0.177540       0.063900        5744.92      39.897882       0.393568       0.053652           0.03       0.018767       0.007863       0.008994    1   20    0   75  665   23    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-22/10:34:57 2017-11-22/10:37:02 2017-11-22/10:36:06     4.02     4.04     7.47     8.09   0.65014   -0.021    0.616     7.57     0.00   266     0     0           1.08       0.018206       0.000193       0.000078           0.01       0.004965       0.000931       0.000465           0.29       0.099304       0.002804       0.000259       17341.40      17.035723       0.398616       0.103229           0.00            NaN           -NaN            NaN           0.01       0.005304       0.003577       0.004084    0    1    6   52   37   75    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-22/13:08:44 2017-11-22/13:10:03 2017-11-22/13:09:41     6.31     5.87     9.78    10.31   0.95307    0.440    0.531     7.70     0.00   302     0   138           6.30       0.105925       0.000640       0.000129         385.06       1.271096       0.019195       0.004965          18.53       0.847398       0.003684       0.000672        4388.45       2.624990       0.143399       0.036535       14035.51      19.655065       0.690384       0.230317          16.10       0.663513       0.019877       0.004231    2   15    1   58  282    8    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-22/22:46:23 2017-11-22/22:47:31 2017-11-22/22:46:47     5.82     5.98    10.24     9.63   0.94434   -0.162    0.603     5.31     0.00   290     0     7        1114.97       5.931783       0.102066       0.000259           3.02       0.317774       0.002017       0.000207           1.25       0.029791       0.001897       0.000362        4538.66       3.028835       0.145708       0.045293           4.47       0.661016       0.046539       0.010793           0.09       0.025113       0.005500       0.002854    0    9    3    8  241   23    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-24/00:07:37 2017-11-24/00:08:56 2017-11-24/00:08:09     5.44     5.42     9.12     9.16   0.07143    0.014    0.049     3.99     0.00   169     0    31         156.76       1.059247       0.011342       0.001138           0.60       0.011586       0.000835       0.000336           0.28       0.021516       0.000733       0.000207        4582.72      10.816180       0.368001       0.189314           0.00       0.000986       0.000986       0.000986           0.02       0.014523       0.004609       0.001815    1    1    8    2    5   20    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-25/22:01:37 2017-11-25/22:03:03 2017-11-25/22:02:11     5.84     5.82     9.87     9.91   0.06069    0.018    0.038     1.90     0.00   290     0   142           2.69       0.029791       0.000358       0.000155           0.04       0.014896       0.000987       0.000129           0.39       0.016551       0.000642       0.000181        4586.69       2.624990       0.204371       0.070418           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    1    1  869 1997 1791    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-28/11:41:28 2017-11-28/11:42:56 2017-11-28/11:42:24     5.98     5.68     9.06     9.63   0.91808    0.298    0.570     3.23     0.00   480     0   261           2.30       0.132406       0.000800       0.000078          40.62       0.344255       0.005526       0.000931           1.16       0.046342       0.002104       0.000569        4333.16       2.826912       0.151859       0.037432        1019.94       7.370136       0.127380       0.024282           6.68       0.221171       0.022563       0.008759    0    7    1   24  316    9    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-28/14:50:47 2017-11-28/14:51:17 2017-11-28/14:51:24     5.29     5.72    11.58    11.08   0.84287   -0.430    0.503     2.31     0.00   481     0    23           1.85       0.036412       0.000191       0.000078           5.70       0.049652       0.000867       0.000388           0.17       0.012413       0.000848       0.000207       25213.36      11.199181       0.534566       0.199832         435.77       0.704073       0.061662       0.019558           0.19       0.028664       0.005858       0.001937    2    3    2   48  108   36    0    0    0    0    0    0    0    0    0    0    0    0
2017-12-04/11:48:08 2017-12-04/11:49:31 2017-12-04/11:48:53     6.18     6.04     9.49     9.75   0.44631    0.143    0.264     2.13     0.00   504     0    51           4.75       0.529623       0.002190       0.000129           4.38       0.021516       0.001827       0.000569           0.30       0.009930       0.000632       0.000155        5587.31       9.872698       0.189010       0.056334        8612.32      42.585357       1.519999       0.139362           2.50       0.124723       0.013219       0.006849    0    1    1  129   99   12    0    0    0    0    0    0    0    0    0    0    0    0
2017-12-04/21:23:31 2017-12-04/21:25:09 2017-12-04/21:24:21     5.84     5.68     9.95    10.19   0.40143    0.157    0.245     0.35     0.00   361     0     7         149.72       5.084385       0.011840       0.000569          24.28       0.211849       0.003474       0.000776          25.81       0.847398       0.004403       0.000621       30563.27    1211.149714       1.372705       0.114606          21.92       0.713420       0.024057       0.005164           0.82       0.242341       0.005342       0.001748    0    6    5    4  199   41    0    0    0    0    0    0    0    0    0    0    0    0
2017-12-05/16:17:44 2017-12-05/16:19:28 2017-12-05/16:19:13     5.92     5.22    10.74    11.29   1.05877    0.697    0.548     4.50     0.00   405     0    67           2.73       0.072823       0.000862       0.000207          39.22       1.482946       0.002971       0.000284           5.91       0.423699       0.003268       0.000310        4312.24       3.230757       0.170992       0.052528         355.44       1.598654       0.053708       0.015173           4.89       0.661016       0.037925       0.005707    6   29    7   22  599   95    0    0    0    0    0    0    0    0    0    0    0    0
2017-12-05/22:45:28 2017-12-05/22:46:56 2017-12-05/22:46:24     5.54     5.13     8.81     9.62   1.20306    0.409    0.812    11.83     0.00   481     0    47          31.80       2.330343       0.005528       0.000233           5.11       0.172128       0.003349       0.000362           2.67       0.046342       0.001240       0.000362        4103.15       2.624990       0.176738       0.046465          29.75       2.242177       0.041730       0.006496           0.22       0.034953       0.002360       0.001361    1    9    6    7  382   47    0    0    0    0    0    0    0    0    0    0    0    0
2017-12-06/07:12:42 2017-12-06/07:13:56 2017-12-06/07:13:23     5.33     5.32     8.40     8.63   0.33269    0.010    0.238     4.38     0.00   421     0     7           1.94       0.099304       0.000279       0.000052           1.23       0.019861       0.000427       0.000103           0.47       0.023171       0.000749       0.000233        6874.83       4.013635       0.161746       0.069417         154.33       2.479937       0.042655       0.013086           0.00            NaN           -NaN            NaN    0    5    5   31  149   27    0    0    0    0    0    0    0    0    0    0    0    0
2017-12-07/01:41:44 2017-12-07/01:42:57 2017-12-07/01:42:15     5.56     5.54     8.82     8.93   0.16085    0.026    0.109     9.21     0.00   493     0     0        1029.38       6.779180       0.045627       0.001138           0.01       0.005379       0.000402       0.000129           0.13       0.029791       0.000484       0.000155      174512.86     620.305352       5.869530       0.038202           0.00       0.003424       0.003424       0.003424           0.03       0.023487       0.005225       0.001516    0    1    7    8   10   39    0    0    0    0    0    0    0    0    0    0    0    0
2017-12-07/20:38:44 2017-12-07/20:39:57 2017-12-07/20:39:37     5.90     5.18     9.58    10.39   1.37684    0.718    0.813     6.05     0.00     3     0   142           3.41       0.039722       0.000766       0.000103          50.12       0.476661       0.006860       0.001241          12.69       0.185368       0.002890       0.000621       24635.00     116.307253       1.023388       0.070604          96.17       2.503860       0.064803       0.006370           2.02       0.153505       0.009671       0.002399    0   15    1   20  565   29    0    0    0    0    0    0    0    0    0    0    0    0
2017-12-10/09:22:56 2017-12-10/09:24:03 2017-12-10/09:23:29     5.29     5.26     7.98     8.52   0.74950    0.027    0.543     0.51     0.00   361     0     0           0.85       0.001552       0.000134       0.000078           0.00       0.000026       0.000026       0.000026           0.00            NaN           -NaN            NaN       81402.73      76.877462       1.803659       0.309787         104.82       0.891919       0.065429       0.023854           0.00            NaN           -NaN            NaN    0    0    0   31    4    3    0    0    0    0    0    0    0    0    0    0    0    0
2018-02-26/12:08:37 2018-02-26/12:10:03 2018-02-26/12:09:22     4.93     4.95     8.36     8.75   0.50139   -0.026    0.387     1.14     0.00   349     0     0           5.55       0.066203       0.000700       0.000155           0.02       0.007448       0.000532       0.000181           0.27       0.026481       0.001406       0.000259       11266.01       3.028835       0.294706       0.169003           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    2    3   33   11    6    0    0    0    0    0    0    0    0    0    0    0    0
2018-02-26/18:31:08 2018-02-26/18:32:31 2018-02-26/18:31:58     5.74     5.88     6.29     6.50   0.33769   -0.136    0.203     0.69     0.00   432     0    19          19.79       0.145646       0.002878       0.000362          10.50       0.635548       0.008851       0.000233           3.50       0.344255       0.010399       0.001241        5848.07      11.577822       0.271133       0.057303           0.00       0.001291       0.000745       0.000646           0.05       0.046604       0.010875       0.002330    1    7    7    6   14   29    0    0    0    0    0    0    0    0    0    0    0    0
2018-02-27/06:38:19 2018-02-27/06:40:34 2018-02-27/06:39:17     4.42     4.39     8.99     9.29   0.35303    0.030    0.305    10.87     0.00   397     0    19          71.62       0.635548       0.003388       0.000233          71.93       0.582586       0.014385       0.002276           2.40       0.172128       0.003488       0.000259      111757.10     908.362286       3.284076       0.140757          45.15       2.032588       0.070112       0.007795           0.00            NaN           -NaN            NaN    0   19   53  108  665   98    0    0    0    0    0    0    0    0    0    0    0    0
2018-03-01/19:21:33 2018-03-01/19:22:51 2018-03-01/19:22:00     5.77     5.40     7.10     6.59   0.82535    0.366    0.507     1.19     0.00   302     0    67           3.51       0.238331       0.000942       0.000103          39.79       0.635548       0.004573       0.000776           7.69       0.172128       0.005645       0.000828        7093.27      34.734856       0.298941       0.061029        1362.92      78.620258       0.504598       0.022002           0.05       0.005425       0.001361       0.000986    2    9    2   96  765   23    0    0    0    0    0    0    0    0    0    0    0    0
2018-03-03/09:19:07 2018-03-03/09:20:57 2018-03-03/09:20:08     4.05     4.05     9.12     9.38   0.27443   -0.003    0.259     0.73     0.00   124     0     0           0.39       0.003310       0.000106       0.000052           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN        8550.73       3.028835       0.172934       0.053783           0.00       0.002234       0.002234       0.002234           0.00            NaN           -NaN            NaN    0    0    0   28   32    9    0    0    0    0    0    0    0    0    0    0    0    0
2018-03-04/12:12:07 2018-03-04/12:14:09 2018-03-04/12:13:14     3.95     3.92     9.12     8.91   0.21452    0.025    0.207     0.20     0.00   158     0     0           1.90       0.002689       0.000291       0.000155           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN       13254.29       3.634602       0.239174       0.131793           1.91       0.028792       0.005240       0.003372           0.00            NaN           -NaN            NaN    0    0    0   35   23   17    0    0    0    0    0    0    0    0    0    0    0    0
2018-03-29/18:38:42 2018-03-29/18:39:22 2018-03-29/18:39:04     5.93     6.40     6.03     7.01   1.63896   -0.469    0.976     0.47     0.00   337     0     0           0.01       0.000776       0.000068       0.000026           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN        4546.69       3.634602       0.210193       0.056483           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0    0    1    1    3    0    0    0    0    0    0    0    0    0    0    0    0
2018-03-29/20:13:08 2018-03-29/20:14:46 2018-03-29/20:14:03     5.05     4.99     7.34     7.25   0.13622    0.056    0.094     0.64     0.00   373     0     0           0.00       0.000026       0.000026       0.000026           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN        4489.22       3.634602       0.200036       0.051776           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0    0    3    1    6    0    0    0    0    0    0    0    0    0    0    0    0
2018-04-20/20:57:19 2018-04-20/20:59:03 2018-04-20/20:58:30     4.39     4.60     7.25     7.92   0.81072   -0.215    0.666     8.05     0.00   278     0    43         498.93       5.084385       0.025036       0.000233          31.50       1.271096       0.009104       0.000517           5.45       0.847398       0.029150       0.000621       39022.33      78.981585       1.089127       0.056483          90.77       5.025093       0.140287       0.016653           0.00       0.001208       0.001208       0.001208    0    0    0    0    0    0    0    0    0    1    4    5   69  158  235  366  352  197
2018-04-23/20:11:50 2018-04-23/20:13:15 2018-04-23/20:12:53     4.87     5.22     6.68     7.72   1.40953   -0.344    1.039     3.74     0.00   338  1692    11           9.08       0.158887       0.000420       0.000155           3.96       0.033101       0.001065       0.000414           0.00            NaN           -NaN            NaN       56175.67      24.635910       1.275415       0.476911         207.20       1.105597       0.120889       0.053616           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    3    1    0   49   66   64  216   88   55
2018-05-03/22:24:02 2018-05-03/22:25:03 2018-05-03/22:24:30     4.22     4.48     6.99     8.33   1.54011   -0.261    1.339     0.48     0.00   290     0    39           0.86       0.003103       0.000104       0.000078           0.00       0.000052       0.000039       0.000052           0.00            NaN           -NaN            NaN       73544.75      22.004293       1.817176       0.763402           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    1   28   33   43   49   41   21
2018-05-11/18:43:37 2018-05-11/18:44:22 2018-05-11/18:43:28     3.34     3.61     7.34     8.89   1.42303   -0.274    1.546     1.37     0.00   230     0    59         498.13       5.508084       0.058797       0.000233          31.73       0.582586       0.024181       0.001862           0.19       0.049652       0.003923       0.000207       14195.32      17.770857       0.345587       0.108137           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    6   27   66   47   19   24   37
2018-08-03/10:26:19 2018-08-03/10:28:03 2018-08-03/10:27:19     4.18     4.12    22.66    23.38   0.79038    0.057    0.727    11.02     0.00   266     0    99        1402.41     135.583605       0.128567       0.001138          38.19       1.165172       0.015601       0.000517           1.75       0.397218       0.008623       0.000517        9696.61     568.613239       0.318172       0.077440           0.00       0.001137       0.000817       0.000895           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    2    1    0    0    5    4   14   16   11   18   82   59
2018-08-04/03:54:00 2018-08-04/03:56:57 2018-08-04/03:55:41     3.29     3.38    21.86    22.32   0.40893   -0.088    0.458     2.27     0.00   230     0     0           1.89       0.013241       0.000667       0.000284           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN       19679.16      38.769084       0.535123       0.103279           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    3   21   17   18   22   44   44
2018-08-06/10:43:28 2018-08-06/10:44:36 2018-08-06/10:43:59     4.92     4.92    23.39    23.36   0.03147   -0.001    0.024     0.22     0.00   337     0     0          10.01       5.084385       0.037921       0.000103           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN        4967.69       3.028835       0.208306       0.052528           0.01       0.003185       0.002815       0.003185           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0    3    4   10   31   23   47
2018-08-07/15:10:47 2018-08-07/15:11:26 2018-08-07/15:11:09     6.08     6.08     0.66     0.26   0.62894   -0.001    0.396     0.52     0.00   421   337    95        1214.25       6.779180       0.049533       0.001138         145.47       1.377021       0.016934       0.001034           1.51       0.317774       0.004590       0.000155        5664.90       4.846136       0.234154       0.065897          34.80       3.015056       0.075319       0.006543           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    2    1    6    4    1    2    3    3   50   83   15    6
2018-08-07/16:45:47 2018-08-07/16:46:36 2018-08-07/16:46:13     5.83     5.81     1.75     0.78   1.47828    0.019    0.972     0.43     0.00   349   650     3        2946.20       7.626578       0.152282       0.003310          29.56       1.271096       0.004297       0.000336           5.57       1.059247       0.007056       0.000414        5454.80       3.230757       0.238670       0.058080           0.01       0.002115       0.001253       0.000864           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    1    4    3    2    1    5   23   19    9
2018-08-08/07:37:03 2018-08-08/07:38:12 2018-08-08/07:37:30     4.89     4.86    23.46    23.21   0.32555    0.033    0.254     2.84     0.00   421   742     0           5.73       0.953322       0.001175       0.000129           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN       20637.54     151.393714       0.476728       0.243996         233.42       0.888141       0.091214       0.030906           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   22   29   25   33   15   13
2018-08-08/08:38:28 2018-08-08/08:39:07 2018-08-08/08:38:58     5.56     5.48     0.32    23.57   1.08461    0.080    0.749     1.24     0.00   505   697     3          54.09       4.660686       0.008995       0.000181           0.17       0.018206       0.000378       0.000103           0.04       0.003310       0.000165       0.000078       18653.39     151.393714       0.518337       0.235814         267.39       0.888141       0.092747       0.031781           0.12       0.037283       0.004614       0.001199    0    0    0    0    0    0    0    0    0    0    0    1   22   29   25   87   52   11
2018-08-09/03:36:57 2018-08-09/03:37:46 2018-08-09/03:37:18     5.79     6.33     1.05     1.59   1.02265   -0.540    0.548     0.21     0.00   360   304    11        1434.26      25.421926       0.114366       0.001655          31.48       0.423699       0.005943       0.000672           0.30       0.086064       0.000848       0.000233        5610.66      12.923028       0.239874       0.061029           0.02       0.008363       0.005567       0.005551           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    1    0    0    0    0    0    2    3    4   19   11    4
2018-08-09/09:57:18 2018-08-09/09:58:36 2018-08-09/09:57:56     4.50     4.45    22.87    23.44   0.67030    0.051    0.571     0.29     0.00   350     0     0         199.38      27.116721       0.056578       0.000181           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN       22582.96      10.844705       0.543801       0.185861           1.12       0.033718       0.009532       0.006543           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   19   15   18   20   16    8
2018-08-10/21:15:51 2018-08-10/21:20:42 2018-08-10/21:18:06     3.85     3.72    22.15    21.98   0.21772    0.128    0.178     0.58     0.00   493   429     3           0.04       0.002689       0.000247       0.000103           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN        6943.82       3.230757       0.212109       0.077440           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    1    4   11   19    9    9   23   51
2018-08-11/01:29:37 2018-08-11/01:30:26 2018-08-11/01:29:59     5.51     6.09     1.77     2.44   1.16698   -0.584    0.667     0.42     0.00   831  4022     0         556.10       4.236988       0.019188       0.002689           6.31       0.172128       0.001756       0.000207           8.95       0.635548       0.005137       0.000569        6741.84       4.846136       0.290084       0.076404           0.00            NaN           -NaN            NaN           0.00       0.000583       0.000577       0.000583    0    0    0    0    0    0    0    0    0    0    0    0    5    4    3   11   37   10
