Conjunction data for RBSPa and FU4 from Shumko file FU4_RBSPA_conjunctions_dL10_dMLT10_hr_final.txt
Tstart = start of conjunction
Tend = end of conjunction
Tmin = time of closest conjunction (defined from minimum absolute separation)
Lrb = L value (rbspa) during min separation time
Lfb = L value (FU4) during min separation time
MLTrb = MLT value (rbspa) during min separation time
MLTfb = MLT value (FU4) during min separation time
distmin = minimum |separation| in RE b/t rbspa and FU4 at Tminsep
dLmin = |delta L| of rbspa) during min separation time
dMLTmin = |delta MLT| of rbspa) during min separation time
col = max collimated detector FB flux during conjunction (detrended over 0.1 sec to get rid of roll variation)
sur = max surface detector FB flux during conjunction (detrended over 0.1 sec to get rid of roll variation)
EMFb = number of sec of EMFISIS burst data within +/-60 min of middle conjunction time
B1b = number of sec of EFW burst 1 data within +/-60 min of middle conjunction time
B2b = number of sec of EFW burst 2 data within +/-60 min of middle conjunction time
Total spectral non-chorus (10Hz<f<0.1fce_eq) Efield power within +/-60 min of middle conjunction time
Max   spectral non-chorus (10Hz<f<0.1fce_eq) Efield power within +/-60 min of middle conjunction time
Avg (nonzero values only) spectral non-chorus (10Hz<f<0.1fce_eq) Efield power within +/-60 min of middle conjunction time
Median (nonzero values only) spectral non-chorus (10Hz<f<0.1fce_eq) Efield power within +/-60 min of middle conjunction time
Total spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Max   spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Avg (nonzero values only) spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Median (nonzero values only) spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Total spectral upper band chorus (f>0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Max   spectral upper band chorus (f>0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Avg (nonzero values only) spectral upper band chorus (f>0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Median (nonzero values only) spectral upper band chorus (f>0.5fce_eq) Efield power within +/-60 min of middle conjunction time
Total spectral non-chorus (10Hz<f<0.1fce_eq) Bfield power within +/-60 min of middle conjunction time
Max   spectral non-chorus (10Hz<f<0.1fce_eq) Bfield power within +/-60 min of middle conjunction time
Avg (nonzero values only) spectral non-chorus (10Hz<f<0.1fce_eq) Bfield power within +/-60 min of middle conjunction time
Median (nonzero values only) spectral non-chorus (10Hz<f<0.1fce_eq) Bfield power within +/-60 min of middle conjunction time
Total spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Max   spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Avg (nonzero values only) spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Median (nonzero values only) spectral lower band chorus (0.1fce_eq<f<0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Total spectral upper band chorus (f>0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Max   spectral upper band chorus (f>0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Avg (nonzero values only) spectral upper band chorus (f>0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
Median (nonzero values only) spectral upper band chorus (f>0.5fce_eq) Bfield power within +/-60 min of middle conjunction time
The remaining columns are max EFW filter bank amplitudes (pT, mV/m) within +/-60 min of middle conjunction time
 
Tstart              Tend                Tmin				    Lrb       Lfb      MLTrb    MLTfb   distmin	 dLmin	dMLTmin    col	    sur    EMFb   B1b   B2b  SpecETot_lf  SpecEMax_lf  SpecEAvg_lf  SpecEMed_lf    SpecETot_lb  SpecEMax_lb  SpecEAvg_lb  SpecEMed_lb    SpecETot_ub  SpecEMax_ub  SpecEAvg_ub  SpecEMed_ub    SpecBTot_lf  SpecBMax_lf  SpecBAvg_lf  SpecBMed_lf  SpecBTot_lb  SpecBMax_lb  SpecBAvg_lb  SpecBMed_lb    SpecBTot_ub  SpecBMax_ub  SpecBAvg_ub  SpecBMed_ub  7E4 7E5  7E6  7B4  7B5  7B6 13E7 13E8 13E9 13E10 13E11 13E12 13B7 13B8 13B9 13B10 13B11 13B12
2018-08-11/17:18:02 2018-08-11/17:18:46 2018-08-11/17:18:32     6.01     5.77     0.29     1.01   1.12679    0.238    0.715     2.99     0.00   361   321    31         642.00       5.508084       0.060612       0.000259           2.06       0.039722       0.000917       0.000284           0.09       0.010758       0.001155       0.000284        5383.35       4.038446       0.236371       0.062078          32.94       1.402688       0.115987       0.025047           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    2    1    2    4    2    1    8   31   89   58   14    6
2018-08-12/00:13:35 2018-08-12/00:16:31 2018-08-12/00:15:42     3.90     3.78    22.30    21.51   0.79909    0.116    0.788     3.54     0.00   288   675     0          19.75       0.046342       0.001725       0.000336           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN      134843.04     158.596200       5.454815       1.022985           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   58   17    7    3    7    4
2018-08-12/11:16:52 2018-08-12/11:17:31 2018-08-12/11:17:03     5.72     5.61     0.32    23.55   1.15095    0.108    0.774    12.31     0.00   420   326   182         436.28       6.779180       0.032531       0.000310          89.94       2.754042       0.017594       0.001241           1.32       0.079444       0.002707       0.000310        6905.08     171.248435       0.265202       0.070418         980.59      86.888724       0.945605       0.021153           0.06       0.025821       0.006349       0.003873    0    0    0    0    0    0    0    0    2    8    2   14   36  234  651  698  154   16
2018-08-13/05:45:52 2018-08-13/05:46:31 2018-08-13/05:46:23     5.82     5.85     0.71     0.44   0.40983   -0.030    0.268     0.34     0.00   349   579   257         636.82       3.813289       0.028282       0.000828         529.07       9.321373       0.041343       0.001862           1.12       0.066203       0.001567       0.000362        5413.82       3.230757       0.235445       0.058080          20.79       3.096392       0.020702       0.004468           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    9   20    5    2    5    5   30  249   82    9
2018-08-13/20:30:33 2018-08-13/20:31:31 2018-08-13/20:31:13     3.21     4.13    21.27    21.97   1.13252   -0.920    0.693     2.62     0.00   218   476     0           0.12       0.002069       0.000058       0.000026           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN       43809.15      39.632188       0.815676       0.310849           0.17       0.018183       0.003582       0.001392           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    1    1   56   45   56   83   52   32
2018-08-17/01:30:52 2018-08-17/01:31:51 2018-08-17/01:31:34     4.94     4.95     2.25     2.23   0.02758   -0.007    0.021     2.84     0.00   539  5342     0        1170.54       6.779180       0.046487       0.001552           4.29       0.185368       0.001718       0.000233           6.31       0.238331       0.002797       0.000388       10404.70      24.035955       0.432520       0.076404           0.34       0.063923       0.008665       0.002887           1.02       0.047198       0.004991       0.002854    0    0    0    0    0    0    0    0    0    0    0    3    4    3    3   35  121   46
2018-08-17/16:16:33 2018-08-17/16:17:26 2018-08-17/16:16:48     5.89     5.51    23.92    22.93   1.51812    0.372    0.989     8.61     0.00   862  2769     0           6.37       0.172128       0.000506       0.000207           0.58       0.002069       0.000226       0.000103           0.00            NaN           -NaN            NaN      174634.61      93.530085       4.151048       0.929275        5675.70      12.486865       0.546634       0.133339           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   99   96   64   39   15    6
2018-09-18/04:13:01 2018-09-18/04:15:22 2018-09-18/04:14:01     3.95     4.08     2.35     1.75   0.63389   -0.129    0.591     1.20     0.00   302  3512     0         288.30       4.236988       0.094400       0.000931           0.91       0.092684       0.002821       0.000155           0.21       0.043032       0.008182       0.000828        7037.01       4.038446       0.178319       0.036242           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    1    3    3   11   25   67   70   60  111
2018-09-19/02:58:37 2018-09-19/02:59:02 2018-09-19/02:58:31     5.67     5.01    22.87    21.98   1.40183    0.659    0.889     1.42     0.00   290     0     3        1832.46      13.558360       0.166738       0.001552           1.25       0.021516       0.000581       0.000259           0.00       0.000155       0.000155       0.000155        5631.79       3.634602       0.234384       0.056334           1.03       0.285950       0.114246       0.067691           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0    5    8   58   99   16   15
2018-09-20/00:30:37 2018-09-20/00:30:57 2018-09-20/00:30:44     4.43     3.86     1.64     2.59   1.16584    0.570    0.943     0.37     0.00   229  5268     0           0.01       0.000931       0.000077       0.000026           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN       19595.67       8.183882       0.524299       0.216279           0.00       0.001919       0.001919       0.001919           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   45   62  123  191  187  111
2018-09-21/03:24:25 2018-09-21/03:26:09 2018-09-21/03:25:37     4.50     4.21     1.68     2.22   0.67625    0.295    0.535     0.23     0.00   635  2053     0           0.00       0.000103       0.000032       0.000026           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN       21850.49      18.945526       0.470642       0.184476          11.56       0.122119       0.013909       0.007951           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   15   13   14   20   12   44
2018-09-21/11:18:37 2018-09-21/11:19:31 2018-09-21/11:19:07     5.31     5.29     0.65     0.39   0.35988    0.019    0.259     0.88     0.00   433     0     0           0.32       0.026481       0.000215       0.000078           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN       22834.68      33.650337       0.864066       0.084724           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   22    8    3   14    8   15
2018-09-22/13:08:52 2018-09-22/13:09:12 2018-09-22/13:08:51     5.75     5.72    23.87     0.39   0.77677    0.036    0.517    13.74     0.00   367     0   143         145.30       3.389590       0.009216       0.000388         343.90       2.330343       0.031473       0.001034          38.88       2.118494       0.017111       0.001448        8179.71      12.923028       0.301868       0.085954        5036.15      64.321186       0.839358       0.047110           4.87       0.227224       0.021831       0.005397    0    0    0    0    0    0    2    2   10   32   22   46   27   30  404  898  286   46
2018-09-22/14:11:42 2018-09-22/14:12:17 2018-09-22/14:12:07     5.28     5.27     0.64     0.76   0.16988    0.009    0.123    24.35     0.00   370     0   218        1774.48       5.931783       0.058523       0.001034         319.99       1.906644       0.025824       0.000931          74.87       2.118494       0.014658       0.002483        6477.20       5.262646       0.251640       0.062078        1494.74      18.760346       0.493312       0.044605           6.79       0.227224       0.017228       0.003177    0    0    0    0    0    0    3    3    9   32   28   46   21   30  404  898  441  111
2018-09-22/14:42:28 2018-09-22/14:43:12 2018-09-22/14:12:07     5.28     5.27     0.64     0.76   0.16988    0.009    0.123    24.35     0.00   380     0   218        2552.66       5.931783       0.063364       0.001345         301.81       1.906644       0.025292       0.000931          74.52       2.118494       0.014509       0.002483       21405.96     173.515284       0.820466       0.077772        1051.72      18.760346       0.506853       0.046478           6.75       0.227224       0.017269       0.002936    0    0    0    0    0    0    3    3    9   32   28   46   21   30  404  898  441  111
2018-09-28/00:33:37 2018-09-28/00:35:52 2018-09-28/00:34:37     4.70     4.76    21.51    21.58   0.10179   -0.059    0.067     4.15     0.00   217     0     0         606.11       4.660686       0.093362       0.001655           0.79       0.052962       0.000710       0.000259           0.00       0.000517       0.000517       0.000517        4874.12       4.442291       0.224728       0.063900           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0    6    4    3    9    6    3
2018-10-07/12:20:28 2018-10-07/12:20:57 2018-10-07/12:20:32     5.18     5.12     0.23     0.82   0.79921    0.058    0.592    11.38     0.00   313     0   107         325.49     135.583605       0.012933       0.000310         417.66       1.694795       0.035820       0.002276          64.04       0.794435       0.019718       0.002069       32276.74    2687.989857       1.216200       0.072600        1185.22      51.297277       0.493635       0.041093          32.85       0.844277       0.087598       0.046604    0    0    0    0    0    0   31   20    7   24   21   61   47   26  359  565  352   62
2018-10-07/22:54:25 2018-10-07/22:57:35 2018-10-07/22:55:02     3.24     3.71     2.27     2.63   0.57291   -0.471    0.359     2.13     0.00   170     0     0         175.65       3.813289       0.020011       0.000284         103.20       1.694795       0.035735       0.001655          16.35       0.211849       0.013888       0.003103        8078.22       4.038446       0.246340       0.075310          11.43       0.435678       0.075707       0.032676           0.01       0.001894       0.000960       0.000895    0    0    0    0    0    0    2    1    1    3   34   35    9   11   84   79  253  105
2018-12-18/02:42:33 2018-12-18/02:43:07 2018-12-18/02:42:37     5.82     6.22    21.48    22.15   1.13135   -0.405    0.671    28.15     0.00   289  1248    71         248.60      20.337541       0.030277       0.000284           0.58       0.036412       0.000390       0.000129           0.00       0.000517       0.000107       0.000078        4792.59       7.269203       0.198197       0.051776           1.32       0.096234       0.017155       0.008675           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   10    4   14    9    3    3
2019-01-24/22:47:57 2019-01-24/22:50:02 2019-01-24/22:48:50     4.66     4.82    16.61    16.38   0.32810   -0.154    0.234    13.41     0.00   290  1364     0           7.10       0.039722       0.000435       0.000129           0.17       0.001138       0.000116       0.000052           0.00            NaN           -NaN            NaN       52434.50      39.632188       1.077613       0.476911         740.99       1.953911       0.134115       0.066611           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   62   54   39   18    4    4
2019-01-25/00:22:19 2019-01-25/00:24:22 2019-01-25/00:22:37     6.11     6.90    17.99    17.46   1.20306   -0.795    0.532     0.93     0.00   253  4950     0           0.03       0.002483       0.000120       0.000052           0.00       0.000414       0.000107       0.000052           0.00            NaN           -NaN            NaN        4635.67       2.624990       0.237131       0.104100         208.64       3.208627       0.107105       0.041809           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   15   20   14    3    1    3
2019-01-26/19:05:35 2019-01-26/19:08:02 2019-01-26/19:06:18     4.01     4.33    16.03    15.27   0.89305   -0.317    0.767     1.40     0.00    87     0     0           0.93       0.002483       0.000128       0.000052           0.00       0.000103       0.000040       0.000026           0.00            NaN           -NaN            NaN       32503.84       8.328023       0.593125       0.393023          62.92       0.333838       0.039644       0.023854           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   27   52   32   13    4    7
2019-01-26/20:38:37 2019-01-26/20:39:26 2019-01-26/20:38:52     5.78     6.56    17.64    16.63   1.80999   -0.778    1.017     3.66     0.00     3  5226     0           0.36       0.001138       0.000098       0.000052           0.15       0.001345       0.000128       0.000078           0.00            NaN           -NaN            NaN       28999.70      15.092082       0.713593       0.349974        3092.18      14.270703       0.371746       0.083175           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   40   60   50   29    4    3
2019-02-01/01:40:02 2019-02-01/01:41:52 2019-02-01/01:40:25     5.67     6.25    17.43    16.69   1.29438   -0.579    0.744     1.62     0.00   313  4161     0           5.44       0.009103       0.000448       0.000155           0.00       0.000052       0.000030       0.000026           0.00            NaN           -NaN            NaN       57117.10     103.384225       1.295114       0.526265         335.99       0.535263       0.048986       0.024388           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   44   32   17   10    4    8
2019-02-02/03:02:07 2019-02-02/03:04:46 2019-02-02/03:03:04     3.93     4.03    15.98    15.60   0.41397   -0.103    0.385     9.21     0.00   170  1374     0           6.18       0.005793       0.000278       0.000129           0.00       0.000155       0.000046       0.000026           0.01       0.003724       0.000371       0.000078      240811.47     134.601346       4.838000       0.600899           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   66  112   87   39   13   10
2019-02-03/05:57:37 2019-02-03/05:59:40 2019-02-03/05:58:24     4.04     4.10    16.12    15.14   1.04537   -0.055    0.982    20.58     0.00   313     0    59          55.63       1.482946       0.001762       0.000362           0.02       0.002069       0.000260       0.000103           0.00            NaN           -NaN            NaN      187264.03     523.768476       3.975375       0.855180          68.66       3.193948       0.204343       0.050578           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    1    1    0    0    0    0  213  250  123   56   21    7
2019-02-05/03:47:28 2019-02-05/03:48:22 2019-02-05/03:47:58     5.34     5.63    17.18    15.90   1.86057   -0.294    1.286     9.19     0.00   360  4099    35          15.63       0.079444       0.001094       0.000155           1.68       0.052962       0.001008       0.000155           0.04       0.010758       0.002371       0.001655       18141.63      22.650260       0.471052       0.311088         452.54       7.862026       0.166743       0.020106           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    1    1    0    6   21   32  168  112   21    6
2019-02-05/21:05:08 2019-02-05/21:06:56 2019-02-05/21:05:55     5.30     5.45    16.68    16.46   0.34426   -0.151    0.220     1.23     0.00   337  3157     0           1.24       0.003310       0.000212       0.000103           0.06       0.001138       0.000141       0.000078           0.00            NaN           -NaN            NaN       17435.84      21.621786       0.401868       0.129133         509.09       5.306714       0.178879       0.029807           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   29   35   26    9    3    6
2019-02-06/05:08:31 2019-02-06/05:11:04 2019-02-06/05:09:06     3.67     3.97    15.62    15.29   0.44406   -0.297    0.331     3.34     0.00   254  1314     0          22.65       0.036412       0.001043       0.000207           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN      187591.56     136.915600       3.078906       0.777075           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   53   58   73   41   17   36
2019-02-08/20:16:31 2019-02-08/20:18:15 2019-02-08/20:17:15     4.98     5.13    16.31    16.02   0.40691   -0.146    0.287     1.24     0.00   385  2324     0           0.55       0.001655       0.000123       0.000078           0.01       0.000362       0.000073       0.000052           0.00            NaN           -NaN            NaN       26160.23      17.420948       0.644785       0.204447          22.84       0.153553       0.015043       0.007576           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   22   33   47   26    4    3
2019-02-08/21:50:44 2019-02-08/21:51:57 2019-02-08/21:51:10     6.14     6.55    17.57    17.03   0.99396   -0.414    0.545     2.04     0.00   421  4124     0           0.71       0.006620       0.000226       0.000078           0.02       0.001138       0.000174       0.000103           0.00            NaN           -NaN            NaN        9274.97      11.002146       0.362190       0.103279           3.55       0.095971       0.018214       0.009597           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   14   10    4    2    1    3
2019-02-12/05:04:03 2019-02-12/05:05:41 2019-02-12/05:04:41     4.93     5.05    16.57    15.60   1.27223   -0.114    0.973     0.97     0.00   886  4013    15           0.22       0.003310       0.000125       0.000052           0.03       0.001862       0.000170       0.000103           0.00            NaN           -NaN            NaN       13975.53      20.122776       0.328241       0.093890         246.62       6.258425       0.218055       0.061813           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   44  121   95  116   28    7
2019-02-14/21:46:50 2019-02-14/21:48:09 2019-02-14/21:47:07     6.14     6.84    18.03    17.41   1.26570   -0.704    0.621     3.55     0.00   480  7128     0           4.26       0.009930       0.000484       0.000181           0.16       0.004551       0.000210       0.000103           0.00            NaN           -NaN            NaN      181399.57     302.003464       5.315738       0.489518        1837.89      13.508000       0.629630       0.165835           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   91   62   56   47    9    3
2019-02-15/04:14:19 2019-02-15/04:16:15 2019-02-15/04:15:02     4.68     4.80    16.20    15.80   0.51429   -0.117    0.404     1.26     0.00   468     0     0           3.81       0.008275       0.000252       0.000155           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN      132366.99      49.540236       2.604932       0.511843           0.15       0.007576       0.002526       0.001515           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   49   39   22   12    4    3
2019-02-16/07:09:13 2019-02-16/07:10:12 2019-02-16/07:09:49     4.77     4.80    16.27    15.21   1.32386   -0.026    1.060     0.92     0.00   397  1255     0           1.09       0.001448       0.000176       0.000103           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN      150843.07     107.576543       3.550502       0.583291           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   36   13    3    5    3    3
2019-02-18/03:24:31 2019-02-18/03:26:46 2019-02-18/03:25:30     4.40     4.35    15.80    15.93   0.14533    0.046    0.120     1.55     0.00   456  2383     0           0.11       0.000569       0.000057       0.000026           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN       52052.97      11.198141       0.885978       0.377647           0.31       0.011038       0.004362       0.004415           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    1   34   54   58   35   19   26
2019-03-15/21:45:08 2019-03-15/21:46:26 2019-03-15/21:46:12     6.01     5.48    16.70    17.25   0.98109    0.535    0.548     5.54     0.00   922  4441     0          15.06       1.377021       0.001645       0.000078           0.00            NaN           -NaN            NaN           0.00       0.001138       0.000425       0.000284       12466.87       3.614902       0.337307       0.225227           0.07       0.006398       0.003839       0.003199           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0    7    4    4   11   15    3
2019-03-16/05:47:28 2019-03-16/05:48:36 2019-03-16/05:47:58     5.60     5.57    16.09    16.18   0.12642    0.030    0.084     5.50     0.00   375   774     0         479.85       5.508084       0.020901       0.000465           0.03       0.001448       0.000178       0.000103           0.00            NaN           -NaN            NaN       40002.30      35.538327       0.935573       0.375562           2.34       0.073341       0.013513       0.006623           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   34   35   13    4    6   13
2019-03-17/00:40:42 2019-03-17/00:41:41 2019-03-17/00:41:34     5.90     5.35    16.84    17.44   1.03958    0.546    0.602    10.97     0.00   349     0     3         156.39       4.236988       0.016698       0.000465           0.02       0.002276       0.000534       0.000207           0.14       0.099304       0.015852       0.000931       11080.92      35.538327       0.450481       0.154813          12.76       0.665396       0.042953       0.016727           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   34   25    5    4    3    7
2019-03-17/02:17:47 2019-03-17/02:18:31 2019-03-17/02:18:24     5.14     5.49    18.11    17.11   1.43955   -0.351    1.007     7.94     0.00   373     0     0         105.07       6.355481       0.009158       0.000388           0.00       0.000414       0.000103       0.000026           0.00            NaN           -NaN            NaN        5991.92      38.769084       0.256547       0.062078           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    1    0    0    0    0    0    4    2    2    1    1    3
2019-03-17/07:06:56 2019-03-17/07:08:22 2019-03-17/07:07:42     4.64     4.42    14.97    15.72   0.91245    0.222    0.748    13.19     0.00   421     0    39         533.22       5.084385       0.025552       0.000207           0.59       0.066203       0.000854       0.000129           0.14       0.009103       0.000500       0.000181       20494.01     150.920823       0.497899       0.140757          49.51       5.428136       0.178081       0.012992           0.01       0.005452       0.002953       0.005452    0    0    0    0    0    0    0    1    0    0    0    0   99  108  191  208  209   29
2019-03-17/08:41:13 2019-03-17/08:42:17 2019-03-17/08:41:42     5.73     5.76    16.21    15.46   1.12476   -0.028    0.749     4.56     0.00   433     0     3        1209.41      10.168770       0.070257       0.000414           0.99       0.066203       0.000654       0.000181           0.06       0.009103       0.000551       0.000207       88925.74     181.104987       2.563440       0.473105         524.39       7.136837       0.180514       0.039115           0.01       0.005452       0.002953       0.005452    0    0    0    0    0    0    1    0    0    0    0    0  113  108  191  208  209   29
2019-03-17/15:29:13 2019-03-17/15:30:57 2019-03-17/15:30:10     4.11     4.11    14.38    14.65   0.29022    0.001    0.270     5.40     0.00   325     0   154        1351.00       5.084385       0.040225       0.000310           0.94       0.014896       0.000745       0.000155           0.05       0.007448       0.001163       0.000362      155441.98     139.195480       2.796574       0.353910         380.15       8.820720       0.863976       0.293130           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    1    0    2  132  142  106   79   22   17
2019-03-17/16:29:56 2019-03-17/16:31:40 2019-03-17/16:30:46     5.17     5.18    15.40    15.07   0.44104   -0.012    0.325     9.13     0.00   444     0     3        3006.42       5.508084       0.101671       0.000465          14.69       0.059583       0.001594       0.000465           0.01       0.002689       0.000475       0.000259       40681.52      31.231469       0.828258       0.349974        8306.70      20.026959       0.917361       0.244909           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   47  104  191  224   68   17
2019-03-17/18:03:28 2019-03-17/18:04:12 2019-03-17/18:04:05     5.82     5.93    16.53    15.69   1.29680   -0.108    0.842     6.24     0.00   469     0     0        4769.67       6.355481       0.195904       0.001862          24.08       0.059583       0.001251       0.000465           0.01       0.001138       0.000133       0.000078       27750.79      14.809047       0.635204       0.246687       11935.68      15.020220       0.524645       0.100190           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   36   83  191  224   52    6
2019-03-29/12:12:28 2019-03-29/12:13:46 2019-03-29/12:13:08     5.40     5.35    15.32    14.80   0.72713    0.056    0.516     5.19     0.00   360  4284     0        1799.04       5.508084       0.089661       0.001241           0.50       0.003103       0.000259       0.000129           0.00            NaN           -NaN            NaN       22541.68      22.650260       0.734281       0.241619           1.10       0.133221       0.024895       0.011102           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   38   25    9    2    2    4
2019-03-30/06:40:13 2019-03-30/06:41:22 2019-03-30/06:40:46     5.81     5.67    15.86    16.28   0.63908    0.147    0.414     5.71     0.00   421  2324     0         576.18       4.660686       0.089110       0.000724           0.33       0.004138       0.000295       0.000103           0.00       0.000362       0.000112       0.000078       10396.91      10.108541       0.339413       0.120473         301.99       5.352628       0.297823       0.048487           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   34   52   73  108   35    7
2019-03-31/07:59:08 2019-03-31/08:00:22 2019-03-31/07:59:51     5.16     4.86    14.92    15.85   1.25520    0.306    0.931     3.04     0.00   894     0     0          15.13       0.423699       0.001053       0.000129           0.00            NaN           -NaN            NaN           0.00            NaN           -NaN            NaN       81116.00      39.118743       1.679038       0.723643          10.90       0.399664       0.044112       0.013252           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   51   43   25   11    9   13
2019-04-01/04:30:33 2019-04-01/04:31:56 2019-04-01/04:31:11     5.57     5.60    17.01    16.95   0.09177   -0.028    0.060    12.42     0.00   361     0     0           9.74       0.370736       0.000425       0.000155           0.24       0.003724       0.000170       0.000078           0.00            NaN           -NaN            NaN      242151.62     226.683647       4.667443       2.452777        2120.52       6.394617       0.197294       0.053744           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0  168  100   75   95   55   10
2019-04-03/07:08:56 2019-04-03/07:10:03 2019-04-03/07:09:39     5.51     5.09    15.17    16.15   1.41404    0.418    0.977     2.62     0.00   361     0     0          10.24       0.099304       0.000321       0.000129           0.04       0.000828       0.000078       0.000052           0.00            NaN           -NaN            NaN      215581.22      80.534257       4.170414       2.141051         575.82       1.962630       0.104523       0.038389           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0   69   75   50   45   14    5
2019-04-03/14:59:19 2019-04-03/15:01:34 2019-04-03/15:33:28     5.13     5.13    14.80    14.97   0.21902   -0.005    0.163     7.73     0.00   481     0    15          35.55       0.794435       0.001344       0.000336           0.31       0.008275       0.000312       0.000078           0.00            NaN           -NaN            NaN      570819.24     198.160942      10.344301       1.052529         500.79       7.862026       0.152170       0.028699           0.00            NaN           -NaN            NaN    0    0    0    0    0    0    0    0    0    0    0    0  132  175  146  149   49    6
