date					  L		 MLT     mnsep	  dL	   dMLT   col	sur	  EMFb   B1b   B2b  7E4	 7E5  7E6  7B4  7B5	7B6  13E7 13E8 13E9 13E10 13E11	13E12 13B7 13B8	13B9 13B10 13B11 13B12
2015-03-25/11:43:47      5.8     20.7    1.929    0.108    1.277  1694     2   242     0    15    1    1    0   63    7    5    0    0    0    0    0    0    0    0    0    0    0    0
2015-06-11/19:26:50      5.8     18.7    1.873    0.304    1.249   722     0   749     0     0    0    0    0    5    0    3    0    0    0    0    0    0    0    0    0    0    0    0
2015-11-18/09:52:16      5.8     12.6    0.786    0.366    0.472    41     0   266     0     0    0    0    0   34    4    3    0    0    0    0    0    0    0    0    0    0    0    0
2015-12-12/12:49:02      5.8     11.4    1.943    1.054    1.187    65     0   243     0     0    0    0    1    9   22   86    0    0    0    0    0    0    0    0    0    0    0    0
2015-12-12/14:25:07      5.7     12.6    0.878   -0.255    0.548    53     0   242     0     0    0    0    0   14   13    4    0    0    0    0    0    0    0    0    0    0    0    0
2016-01-14/19:03:19      5.7     11.3    1.278    0.094    0.863    97     0   298     0     0    0   10    3    9  363   24    0    0    0    0    0    0    0    0    0    0    0    0
2016-01-20/19:43:21      5.7     11.0    0.841    0.038    0.561    64     0   243     0     0    0    7    4   49  316   34    0    0    0    0    0    0    0    0    0    0    0    0
2016-01-21/21:08:32      5.6      9.7    0.849    0.073    0.578   577     0   289     0    63    1   21    7   59  726   89    0    0    0    0    0    0    0    0    0    0    0    0
2016-01-21/22:42:50      5.9     10.8    0.818    0.061    0.530  1048     0   921     0   118    1   19    5   73  948   29    0    0    0    0    0    0    0    0    0    0    0    0
2016-08-14/00:27:04      4.6      1.2    0.515    0.035    0.425    26     0   444     0     3    0    6    1   13   17    8    0    0    0    0    0    0    0    0    0    0    0    0
2016-08-14/01:27:49      5.5      2.1    0.810    0.043    0.569   246     0   549  2461    71    0   12    2    6   45   12    0    0    0    0    0    0    0    0    0    0    0    0
2016-08-14/02:02:21      5.5      2.1    0.810    0.043    0.569   246     0   559  3867   106    3   41    2   12   75   12    0    0    0    0    0    0    0    0    0    0    0    0
2016-08-21/22:56:09      5.0      1.3    0.446    0.009    0.340    11     0   791  4579     3    0    3    4    6   15   12    0    0    0    0    0    0    0    0    0    0    0    0
2016-08-22/00:31:35      5.8      2.5    1.151    0.123    0.763    11     0  1005     0    19    0    5    1    2   59   19    0    0    0    0    0    0    0    0    0    0    0    0
2016-08-25/00:57:06      5.8      2.4    1.159    0.116    0.766    40     0  1212     0     3    1   23    2    8  442   24    0    0    0    0    0    0    0    0    0    0    0    0
2016-08-25/12:02:40      5.6      3.8    0.768    0.479    0.432  3248     0   266  7127     0    0    0    6    3    5   18    0    0    0    0    0    0    0    0    0    0    0    0
2016-08-29/21:24:50      5.3      1.3    0.187   -0.004    0.134   140     0   464     0    39    1    9   29   18   63  132    0    0    0    0    0    0    0    0    0    0    0    0
2016-08-31/00:23:14      5.2      1.1    0.935    0.077    0.692    11     0   180     0     0    0   12    2    2   61    4    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-01/12:08:42      5.8     16.1    0.028    0.009    0.018    15     0   290     0     0    0    0    0   41   29    4    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-01/18:35:44      5.4     14.4    0.198   -0.138    0.098    17     0   313     0    11    0    3    0   11   61   11    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-01/20:11:02      5.8     15.5    0.363    0.183    0.209    54     0   302     0   106    0    4    0    3  106    9    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-01/21:45:12      5.2     16.5    0.384    0.132    0.268    20     0   314     0     0    0    0    0   13   41   13    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-02/15:08:20      5.7     16.0    1.289    0.906    0.676    28     0   361     0    27    0    4    2    3  118    6    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-09/11:51:23      4.2     17.2    0.520    0.137    0.469    20     0   170     0     0    0    0    0   21   15   17    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-09/16:44:56      5.5     14.1    0.122   -0.104    0.044    26     0   147  2194    31    4    1    0   31   10    3    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-09/18:20:14      5.8     15.2    0.944    0.694    0.448    73     0   290  7127     0    0    0    0   45   67   10    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-09/19:54:42      5.2     16.2    0.980    0.551    0.635    25     0   302  7112     0    0    0    0   45   53    4    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-11/14:39:57      5.8     14.5    0.466   -0.355    0.194   197     0   204     0     0    0    0    0    5   13    7    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-11/16:15:29      5.7     15.5    1.062    0.824    0.490    21     0   302     0     0    0    0    0   34   15    4    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-12/19:14:07      5.7     15.4    0.786    0.525    0.408    48     0   361     0     0    0    0    0   69   37    4    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-16/15:03:59      5.0     16.1    0.612    0.355    0.399    55     0   421     0     0    0    0    0   26   19    3    0    0    0    0    0    0    0    0    0    0    0    0
2017-07-21/18:45:02      5.7     13.9    0.644   -0.471    0.285   240     0   421     0     0    0    3    1   23  165   11    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-21/00:51:59      5.8      9.6    1.007   -0.059    0.658   575     0   277     0    67    1    5    6  139  244   41    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-21/07:43:07      5.1      8.1    0.496    0.031    0.369    11     0   266     0   130    0    9   21    3  300  165    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-21/19:47:59      5.9     10.2    0.753    0.427    0.419   417     0  2234     0    91    1   18    5   73  726   41    0    0    0    0    0    0    0    0    0    0    0    0
