date					  L		 MLT     mnsep	  dL	   dMLT   col	sur	  EMFb   B1b   B2b  7E4	 7E5  7E6  7B4  7B5	7B6  13E7 13E8 13E9 13E10 13E11	13E12 13B7 13B8	13B9 13B10 13B11 13B12
2018-08-07/23:23:29      5.1      1.7    0.730   -0.011    0.550     8    28   301  1368    51    0    0    0    0    0    0    0    1    2    1    2    0  194  360  379  229   76   14
2018-08-08/05:46:01      5.8     23.8    0.799    0.165    0.527    11    27   349   849     0    0    0    0    0    0    0    0    0    0    0    0    0    9   10   20   18   11   14
2018-08-08/22:08:02      4.8     22.3    1.114    0.784    0.696    46   122   302     0     0    0    0    0    0    0    0    0    0    0    0    0    0    6    4    5    6    4    4
2018-08-09/09:12:40      5.9     23.9    0.771    0.067    0.504    11    33   361   668   257    0    0    0    0    0    0    1    1    5   21   20   11    8    7   19   57   76   17
2018-08-10/01:04:42      4.4     22.0    0.809    0.487    0.594    11    34   302   537     3    0    0    0    0    0    0    0    0    0    0    0    3   16   17   13    7   21   72
2018-08-10/05:14:42      5.3      1.3    1.004   -0.076    0.713    11    27   361   343     0    0    0    0    0    0    0    0    0    0    0    0    0    5    3   16   16   10    4
2018-08-11/03:58:42      4.1     21.7    0.579   -0.107    0.525    34    40   218     0     0    0    0    0    0    0    0    0    0    0    0    0    0   22   13   20   12   10   15
2018-08-11/06:34:09      5.8     24.0    0.236    0.018    0.155    31    34   289     0     0    0    0    0    0    0    0    3    2    3    3    9   13   10   10   83   94   43   10
2018-08-11/17:35:11      5.6      1.3    0.383   -0.050    0.259     8    26   540     0     0    0    0    0    0    0    0    1    1    3    9   34   30    4   26  162  213   71   41
2018-08-12/08:26:16      5.4     23.0    0.589    0.024    0.415    66   153   432     0     0    0    0    0    0    0    0    0    0    0    0    0    0   17   32   36   20   12   15
2018-08-13/04:26:59      5.8      0.3    1.089    0.325    0.704     8    29   363     0     0    0    0    0    0    0    0    0    0    3   11   10    5   17   16   67  268  122   28
2018-08-13/19:12:26      4.1     21.4    0.969   -0.275    0.836    11    25   206     0     0    0    0    0    0    0    0    0    0    0    0    0    1   46   38   36   29   43   89
2018-08-14/01:00:42      4.1      2.4    0.371   -0.107    0.326    11    28   254     0     0    0    0    0    0    0    0    0    0    0    0    3    3   16   16   23   37   55   39
2018-08-17/16:33:55      6.3     23.8    1.637    0.419    0.987   673   493   719     0     0    0    0    0    0    0    0    0    0    0    0    0    0   97   69   30   15   11   14
2018-08-17/19:11:57      4.7      1.9    0.474   -0.074    0.380    13    29   514     0     0    0    0    0    0    0    0    0    0    0    0    0    1   52   73   67   31   16   29
2018-08-18/11:01:54      5.9      0.0    0.670    0.030    0.432    20    90   409     0     0    0    0    0    0    0    0    2    2   18   18   10   28   37   82  424  395   86   14
2018-09-20/21:56:44      4.6     20.8    1.102   -0.805    0.581   120   498   564     0     0    0    0    0    0    0    0    0    0    0    0    0    0   15   11    7    7    6    5
2018-09-21/11:36:04      4.9      0.3    0.113    0.003    0.088    33   156   373     0     0    0    0    0    0    0    0    0    0    0    0    0    0   50   25   21   19   15    8
2018-09-22/14:28:52      4.7      0.5    0.453    0.042    0.371  1797  1826   242     0     0    0    0    0    0    0    0   13    5   23   25   30   32   14  139  804  821  589  172
2018-09-22/14:59:26      4.7      0.5    0.453    0.042    0.371  1797  1826   194     0     0    0    0    0    0    0    0    1    2   23   25   30   32   15  114  804  821  589  172
2018-10-01/03:14:59      5.4     21.3    1.284   -0.279    0.868    40   184   410     0     0    0    0    0    0    0    0    0    0    0    0    0    0   28   49   75  134  213  477
2018-10-04/16:33:29      4.7     24.0    0.102   -0.011    0.082    52    32   111     0     0    0    0    0    0    0    0    0    0    0    0    0    0    8    7   20   21   16   12
2018-10-05/11:04:49      4.3      0.4    0.341    0.024    0.305    15    82   254     0     0    0    0    0    0    0    0    0    0    0    0    0    0    6    8   20   19   15    9
2018-10-07/07:56:32      4.9     23.9    0.582    0.003    0.458    53   104   326     0     0    0    0    0    0    0    0    0    0    0    0    0    0  547  852  849 1959 2522 2227
2018-10-07/17:20:17      4.3      0.3    0.304    0.047    0.267   215   185    75     0     0    0    0    0    0    0    0    4    3    8   13   33  171   50   38  279  284  345  225
2018-10-08/11:52:14      3.8      0.8    0.471   -0.470    0.035    24   219   218     0     0    0    0    0    0    0    0    0    1    2    7   33   88   16   17   26   22  203  185
2018-10-09/02:42:42      6.0     22.0    0.022    0.005    0.014   302   441   146     0     0    0    0    0    0    0    0    0    0    1    9    3    0    3    4    4   12    6    3
2018-10-10/18:07:05      3.8      0.7    0.719    0.180    0.716   777   586   241     0     0    0    0    0    0    0    0    1    2    1   15   24   61   18   19   20   33  116  125
2018-12-21/22:50:48      5.2     17.6    1.170   -0.843    0.556    17    42     0     0     0    0    0    0    0    0    0    0    0    0    0    0    0   20   13    9    3    1    3
2018-12-29/20:40:42      4.8     17.0    1.333   -0.527    0.919   666   389     0     0     0    0    0    0    0    0    0    0    0    0    0    0    0   82  118  106   33    6    3
2019-01-06/01:09:17      5.3     17.2    1.337   -0.681    0.781    14    26     0     0     0    0    0    0    0    0    0    0    0    0    0    0    0   64   59   36   25    6    3
2019-01-06/18:30:40      4.4     16.4    1.633   -0.173    1.385    64    67     0     0     0    0    0    0    0    0    0    1    0    0    0    0    0   27   43   32   18   10    4
2019-01-24/02:38:38      4.4     15.8    0.939    0.803    0.473   282   249     0     0     0    0    0    0    0    0    0    0    0    0    0    0    0   82  110   81   57   19    5
2019-01-24/02:37:32      4.4     15.8    0.939    0.803    0.473   282   249     0     0     0    0    0    0    0    0    0    0    0    0    0    0    0   82  110   81   57   19    4
2019-01-24/21:30:16      5.7     16.6    0.219   -0.092    0.132    54   493     0     0     0    0    0    0    0    0    0    0    0    0    0    0    0   30   29   21    9    2    4
2019-01-24/23:05:09      6.5     17.7    1.042   -0.453    0.530    56   493     0     0     0    0    0    0    0    0    0    0    0    0    0    0    0   75   47   15    2    1    3
2019-01-25/13:55:34      3.0     14.4    0.337   -0.241    0.286    63   726     0     0     0    0    0    0    0    0    0    0    0    0    0    0    0  136  164   94   24   16   21
2019-01-26/20:56:07      6.3     18.1    2.036   -1.156    0.931    31   199     0     0     0    0    0    0    0    0    0    0    0    0    0    0    0   90   77   47   13    3    7
2019-01-27/03:23:32      4.9     16.2    0.708   -0.179    0.525    48   133     0     0     0    0    0    0    0    0    0    0    0    0    0    3    2   61   41   25   13   22   12
2019-02-01/01:58:57      6.0     17.0    0.717   -0.329    0.398    11    25     0     0     0    0    0    0    0    0    0    0    0    0    0    0    0   57   55   53   33    6    6
2019-02-01/19:19:29      5.7     16.4    1.020   -0.275    0.641    23   106     0     0     0    0    0    0    0    0    0    0    0    0    0    0    0  115  110   37    9    1    3
2019-02-02/03:21:11      4.2     15.4    0.197   -0.007    0.177   211  1080     0     0     0    0    0    0    0    0    0    0    0    0    0    0    1   54  123  106   45   16    9
2019-02-03/06:16:38      4.0     15.1    0.088   -0.010    0.084  1248  1547     0     0     0    0    0    0    0    0    0    1    0    0    0    0    0   50   86   53   20    6    7
2019-02-04/20:04:49      6.1     16.7    0.735   -0.263    0.420   220   449     0     0     0    0    0    0    0    0    0    0    0    0    0    0    0   13   15   16    5    1    3
2019-02-05/04:06:54      4.8     15.8    0.251   -0.070    0.190    57    86     0     0     0    0    0    0    0    0    0    0    0    0    0    1    1   36   45   36   12    3    4
2019-02-08/04:52:57      5.2     16.2    0.764   -0.137    0.541    13    58     0     0     0    0    0    0    0    0    0    0    0    0    0    2    5    9   15    6    3    5   24
2019-02-09/01:21:36      6.2     17.7    1.130   -0.584    0.569    24   153     0     0     0    0    0    0    0    0    0    0    0    0    0    0    0   17   15   10    4    1    3
2019-02-11/05:38:57      5.5     16.4    1.283   -0.122    0.872    13    35     0     0     0    0    0    0    0    0    0    0    0    0    0    0    0   54   45   25   10    3    6
2019-02-12/02:08:16      5.9     18.0    1.978   -0.800    1.106    48    77     0     0     0    0    0    0    0    0    0    0    0    1    0    0    0   93  102  122   90   27   11
2019-02-13/22:21:48      6.4     17.3    0.072    0.044    0.034    17    58     0     0     0    0    0    0    0    0    0    0    0    0    1    0    0    4    2    3   10    6   17
2019-02-13/23:57:45      5.5     18.5    1.624   -1.049    0.794    68    84     0     0     0    0    0    0    0    0    0    0    0    0    0    0    0    1    1    4    2    1    3
2019-02-17/05:35:42      5.4     16.0    0.560   -0.095    0.386     8    32     0     0     0    0    0    0    0    0    0    0    0    0    0    0    0   20   25   13    3    1    3
2019-02-18/02:05:20      5.9     17.7    1.324   -0.537    0.752   348   431     0     0     0    0    0    0    0    0    0    0    0    0    0    0    0    7    4    1    0    1    3
2019-02-18/08:29:29      5.4     15.9    1.315    0.017    0.940    40    29     0     0     0    0    0    0    0    0    0    0    0    0    0    0    0   34   38   47   29    6    3
2019-03-16/18:38:26      5.9     15.0    1.283    0.411    0.824    36    33   361     0    23    0    0    0    0    0    0    0    0    0    0    0    0  194  147  111   61   11    4
2019-03-17/05:49:29      5.7     16.5    0.465   -0.080    0.306    35    35   373    85     0    0    0    0    0    0    0    0    0    0    0    0    0   86   65   32   17    3    3
2019-03-19/10:00:57      5.8     15.5    0.506   -0.021    0.334     9    27   698     0     0    0    0    0    0    0    0    0    0    0    0    0    0   11   12    8    4    1    3
2019-03-28/23:50:07      4.4     13.5    0.695    0.325    0.559    21    35    73  1246     0    0    0    0    0    0    0    0    0    0    0    0    0  104  102   69   26    5    3
2019-03-29/18:47:59      5.7     14.4    0.426    0.094    0.279     5    31   718  5173   261    0    0    0    0    0    0    1    5    5    8    2    0  144  237  357  489  127   16
2019-03-30/02:44:36      4.5     13.6    0.970    0.419    0.790     7    27   278  2383     0    0    0    0    0    0    0    0    0    0    0    0    0  115   73   37   15    3    4
2019-03-30/06:59:16      5.2     16.7    0.809   -0.083    0.581    33    33   361  2383     0    0    0    0    0    0    0    0    0    0    0    0    0   57   55   44   61   43   21
2019-03-30/13:49:19      5.8     15.2    0.382    0.003    0.252     9    28   540  5522     0    0    0    0    0    0    0    0    0    0    0    0    0    3    3    6    7   12   25
2019-03-31/08:17:21      5.9     15.6    0.388    0.067    0.251     9    31   516  6931     0    0    0    0    0    0    0    0    0    0    0    0    0   27   23   15    3    1    3
2019-04-03/07:27:26      5.9     15.4    1.164    0.299    0.752    41    34   326  6933     0    0    0    0    0    0    0    0    0    0    0    0    0   64   57   75   53   12    4
2019-04-03/15:17:09      5.9     15.0    0.150    0.005    0.098    63    33   540  6932    35    0    0    0    0    0    0    1    2    1    1    0    0  165  188  245  252   53    7
2019-04-03/15:51:47      5.9     15.0    0.150    0.005    0.098    63    33   540  6930    11    0    0    0    0    0    0    0    1    2    2    0    0   30  110  245  134   30    4
2019-04-04/03:59:35      4.1     17.8    1.051   -0.495    0.820    47    29   217  4105     0    0    0    0    0    0    0    0    0    0    0    0    0   90   94   53   23    8    7
2019-04-04/09:16:54      5.7     14.7    0.650    0.120    0.433     1    24   720  6845     0    0    0    0    0    0    0    0    0    0    0    0    0    4    4    6    3    3    6
2019-04-04/18:43:07      6.1     15.0    1.141    0.324    0.711    59    30   361  6843   158    0    0    0    0    0    0    1    2    2    2    0    0  158  172  134   98   22    4
2019-04-05/13:44:21      5.7     15.8    1.117    0.117    0.757    52    39   301  7016     0    0    0    0    0    0    0    0    0    0    0    0    1   20   21   13   10    3    4
2019-04-05/20:00:49      5.5     14.0    0.114   -0.018    0.078    36    29   302  6915    91    0    0    0    0    0    0    2    2    1    0    0    0  194  180  156   82   13    5
2019-04-06/08:12:32      5.5     16.3    0.434   -0.044    0.299    42    26   360  2324     7    0    0    0    0    0    0    0    0    0    1    2    1    4    4   26   63   17    7
2019-04-07/09:30:19      5.9     15.2    0.766    0.129    0.496    16    29   194  3687     0    0    0    0    0    0    0    0    0    0    0    0    0   26   38   27   41    9    4
2019-04-07/20:27:48      5.0     16.8    0.224    0.083    0.161     2    24   361  2324     0    0    0    0    0    0    0    0    0    0    0    0    0   39   36   23   10    2    4
2019-04-09/03:07:20      3.9     12.7    0.405   -0.117    0.377    53    36   194  7128     0    0    0    0    0    0    0    0    0    0    0    0    0   54   98   69   31   13   10
2019-04-10/02:17:29      4.6     17.0    0.568   -0.007    0.474    74    36   290  3632     7    0    0    0    0    0    0    0    0    0    0    0    1   20   20   18    8    3    3
2019-05-05/15:50:26      5.6     14.9    1.036   -0.124    0.693     3    33   445  3393     0    0    0    0    0    0    0    0    0    0    0    0    0   17   30   17    6    1    3
2019-05-06/17:43:24      5.9     14.3    1.522    0.056    0.998     1    35   361  2265     0    0    0    0    0    0    0    0    0    0    0    0    0   24   18   13   10    2    4
2019-05-11/03:43:07      5.9     13.5    0.456    0.163    0.281    11    43   301  2324     0    0    0    0    0    0    0    0    0    0    0    0    0   36   28   21   16   19   34
2019-05-11/14:45:54      5.4     15.2    0.681    0.036    0.480    13    48   361  2265     0    0    0    0    0    0    0    0    0    0    0    0    0  108   73   44   11    1    4
2019-05-11/22:38:39      5.8     14.3    0.414    0.163    0.255     7    45   361  2383    31    0    0    0    0    0    0    1    0    0    3    1    0  180   51   50  118   43    6
2019-05-12/23:57:45      5.6     13.3    0.337   -0.138    0.207    12    45   395     0     0    0    0    0    0    0    0    1    0    0    0    0    0    8    4    2    5    8   12
2019-05-13/04:11:40      3.5     17.4    0.242   -0.239    0.035    57    46   182     0     0    0    0    0    0    0    0    0    0    0    0    0    2   12   23   25   16   17   29
2019-05-13/12:37:00      4.4     16.6    1.345    0.267    1.193    11    46   218     0     0    0    0    0    0    0    0    0    0    0    0    0    0   45   49   25   11   10    9
2019-07-10/05:47:29      5.2     14.4    0.142    0.036    0.102    50    22   242  2383     0    0    0    0    0    0    0    0    0    0    0    0    0   97   69   37   18   19   13
