Conjunction data for RBSPa and FU3 from Shumko file FU3_RBSPA_conjunctions_dL10_dMLT10_hr_final.txt
Tstart = start of conjunction
Tend = end of conjunction
Tmin = time of closest conjunction (defined from minimum absolute separation)
Lrb = L value (rbspa) during min separation time
Lfb = L value (FU3) during min separation time
MLTrb = MLT value (rbspa) during min separation time
MLTfb = MLT value (FU3) during min separation time
distmin = minimum |separation| in RE b/t rbspa and FU3 at Tminsep
dLmin = |delta L| of rbspa) during min separation time
dMLTmin = |delta MLT| of rbspa) during min separation time
col = max collimated detector FB flux during conjunction
sur = max surface detector FB flux during conjunction
EMFb = number of sec of EMFISIS burst data within +/-60 min of middle conjunction time
B1b = number of sec of EFW burst 1 data within +/-60 min of middle conjunction time
B2b = number of sec of EFW burst 2 data within +/-60 min of middle conjunction time
The remaining columns are max EFW filter bank amplitudes (pT, mV/m) within +/-60 min of middle conjunction time
 
Tstart              Tend                Tmin				    Lrb       Lfb      MLTrb    MLTfb   distmin	 dLmin	dMLTmin    col	    sur    EMFb   B1b   B2b  7E4  7E5  7E6  7B4  7B5  7B6 13E7 13E8 13E9 13E10 13E11 13E12 13B7 13B8 13B9 13B10 13B11 13B12
2018-08-13/06:02:18 2018-08-13/06:03:07 2018-08-13/06:02:51     5.84     5.88     0.89     0.35   0.83366   -0.033    0.543     0.68    29.88   410   579   253    0    0    0    0    0    0    0    0    9   20    5    2    6    5   30  249   82    9
2018-08-13/20:44:34 2018-08-13/20:49:17 2018-08-13/20:47:22     3.68     3.81    21.85    22.07   0.24227   -0.125    0.212     3.95    24.79   218   476     0    0    0    0    0    0    0    0    0    0    0    1    1   55   45   26   19   37   27
2018-08-17/01:47:42 2018-08-17/01:48:56 2018-08-17/01:48:20     4.68     4.83     2.52     2.13   0.50953   -0.153    0.391     1.16    28.14   468  5342     0    0    0    0    0    0    0    0    0    0    0    0    3   13    8    7   19  121   46
2018-08-17/14:57:13 2018-08-17/14:58:31 2018-08-17/14:57:58     4.89     4.90    22.72    23.23   0.65756   -0.015    0.514     8.25    25.39   683  5167     0    0    0    0    0    0    0    0    0    0    0    0    1   99   96   64   39   24   42
2018-08-17/19:10:56 2018-08-17/19:11:57 2018-08-17/19:11:27     5.26     5.35     2.02     1.58   0.61391   -0.087    0.438     1.49    29.54   737     0     0    0    0    0    0    0    0    0    0    0    1    0    0   73   83   53  149   68   11
2018-08-18/11:01:42 2018-08-18/11:02:07 2018-08-18/11:02:07     5.79     5.63     0.51    23.60   1.35901    0.168    0.904     7.47    28.74   456     0   123    0    0    0    0    0    0    0    0    6   24   18   13   11   14  179  698  198   25
2018-09-20/00:46:31 2018-09-20/00:48:28 2018-09-20/00:47:43     4.07     3.78     2.00     2.55   0.63468    0.286    0.552     0.78    29.96   229  5268     0    0    0    0    0    0    0    0    0    0    0    1    1   45   62  123  191  187  111
2018-09-20/21:55:33 2018-09-20/21:56:17 2018-09-20/21:55:39     3.91     4.72    20.99    21.84   1.25228   -0.811    0.850     3.66    26.03   493  3262     0    0    0    0    0    0    0    0    0    0    0    0    1   12   11    9   16   30   21
2018-09-21/11:35:18 2018-09-21/11:36:22 2018-09-21/11:35:54     5.11     5.08     0.89     0.40   0.65120    0.030    0.488     3.36    25.06   361     0     0    0    0    0    0    0    0    0    0    0    0    0    0   53   28   10   14    8   15
2018-09-22/14:28:33 2018-09-22/14:29:12 2018-09-22/14:29:00     5.06     5.07     0.88     0.82   0.07657   -0.003    0.058    59.81    29.63   369     0   218    0    0    0    0    0    0    3    3    9   32   28   46   21   30  404  898  441  111
2018-09-22/19:46:03 2018-09-22/19:47:12 2018-09-22/19:46:27     5.13     5.31    22.18    22.72   0.76938   -0.182    0.547    44.99    23.32   421     0     0    0    0    0    0    0    0    0    0    0    0    0    0    8   12  101  349  159   32
2018-09-28/00:51:25 2018-09-28/00:53:03 2018-09-28/00:51:43     4.99     4.79    21.80    21.59   0.34294    0.206    0.214    17.43    25.93   265     0     0    0    0    0    0    0    0    0    0    0    0    0    0    6    4    6   17    6    4
2018-09-28/12:53:28 2018-09-28/12:54:17 2018-09-28/12:53:56     5.55     5.47     0.05     0.66   0.88588    0.079    0.612     2.01    27.38   445     0     0    0    0    0    0    0    0    0    0    0    0    0    0   28   29   32   33   17   26
2018-10-04/12:53:23 2018-10-04/12:54:26 2018-10-04/13:24:26     4.57     4.56     0.96     0.65   0.36691    0.016    0.307    16.95    24.86   456     0     0    0    0    0    0    0    0    0    0    0    0    0    0   45   27   25   15    9   13
2018-10-04/13:23:44 2018-10-04/13:25:03 2018-10-04/13:24:26     4.57     4.56     0.96     0.65   0.36691    0.016    0.307    16.95    24.86   396     0     0    0    0    0    0    0    0    0    0    0    0    0    0   49   50   25   15    9   13
2018-10-07/12:36:57 2018-10-07/12:37:41 2018-10-07/12:37:12     4.96     4.94     0.47     0.80   0.42404    0.015    0.327    15.30    27.03   289     0   103    0    0    0    0    0    0   31   20    7   24   21   61   47   26  359  565  352   62
2018-10-07/18:56:47 2018-10-07/18:57:12 2018-10-07/18:56:42     5.71     5.73    22.56    23.40   1.25186   -0.025    0.838    45.16    26.50   360     0     0    0    0    0    0    0    0    0    0    0    0    0    0  499  484  449  832  242   32
2018-10-08/15:29:33 2018-10-08/15:30:22 2018-10-08/15:29:54     4.92     4.91     0.46     0.40   0.07481    0.006    0.058    58.87    28.61   409     0    59    0    0    0    0    0    0    7    2    7   12   29   52   20    9  314  482  198   82
2018-10-09/10:01:23 2018-10-09/10:02:31 2018-10-09/10:01:57     4.45     4.45     1.10     0.89   0.24895   -0.002    0.214    51.04    27.46   326     0    39    0    0    0    0    0    0    0    0    1   17   16    9   11   12   22  158  176   79
2018-10-09/10:30:13 2018-10-09/10:32:03 2018-10-09/10:01:57     4.45     4.45     1.10     0.89   0.24895   -0.002    0.214    51.04    27.46   302     0     7    0    0    0    0    0    0    0    0    1   17   16   10   15   33  123  158  176  164
2018-10-10/19:44:37 2018-10-10/19:45:12 2018-10-10/19:44:31     5.72     5.69    23.26    23.16   0.16277    0.025    0.108    63.24    29.38   360     0   253    0    0    0    0    0    0    9    6    3   23   17   87   42  217  719  449  319   46
2018-12-18/02:59:37 2018-12-18/03:00:46 2018-12-18/03:00:11     5.54     5.92    21.73    22.23   0.84060   -0.380    0.500    26.39    29.20     0  1248    11    0    0    0    0    0    0    0    0    0    0    0    0   10    4   14    9    3    3
2018-12-31/05:46:02 2018-12-31/05:47:03 2018-12-31/05:46:00     3.15     3.48    23.44     0.38   0.87266   -0.331    0.934    15.66    24.20     0    93     7    0    0    0    0    0    0    0    0    0    0    1    4   25   33   29   28   23   29
2019-01-05/01:15:52 2019-01-05/01:15:57 2019-01-05/01:15:00     4.60     5.12    21.69    22.66   1.34179   -0.522    0.976    57.32    25.91     0  4179     7    0    0    0    0    0    0    0    0    0    0    0    0   23   19   14    7    3    4
2019-01-05/23:30:44 2019-01-05/23:32:15 2019-01-05/23:30:29     5.55     6.60    18.11    17.35   1.58782   -1.049    0.753    45.03    26.59     0  2233     0    0    0    0    0    0    0    0    0    0    0    0    0   45   39   17    7    2    3
2019-01-24/23:05:25 2019-01-24/23:07:22 2019-01-24/23:06:13     5.05     5.29    16.94    16.59   0.53203   -0.240    0.351    56.54    28.76     0  2018     0    0    0    0    0    0    0    0    0    0    0    0    0   62   54   39   18    4    4
2019-01-25/00:40:18 2019-01-25/00:41:51 2019-01-25/00:40:26     6.22     7.24    18.20    17.50   1.59813   -1.016    0.703     1.78    26.95     0  6003     0    0    0    0    0    0    0    0    0    0    0    0    0   15   20   14    3    1    3
2019-02-01/01:58:08 2019-02-01/01:59:36 2019-02-01/01:58:24     5.83     6.51    17.65    16.64   1.75728   -0.675    1.009     5.63    25.40     0  5226     0    0    0    0    0    0    0    0    0    0    0    0    0   44   27   17    8    4    8
2019-02-02/03:19:50 2019-02-02/03:21:55 2019-02-02/03:20:32     4.33     4.52    16.36    15.67   0.82127   -0.189    0.691    52.34    28.53     0  1374    43    0    0    0    0    0    0    0    0    0    0    1    0   66  112   87   39   13    6
2019-02-05/02:29:57 2019-02-05/02:32:46 2019-02-05/02:30:50     3.98     4.20    15.89    15.81   0.23598   -0.219    0.082    11.48    24.95     0     0    47    0    0    0    0    0    0    0    0    0    0    0   10   58   75   70   39   14   18
2019-02-05/22:56:50 2019-02-05/22:58:52 2019-02-05/22:58:22     6.29     5.90    18.07    17.28   1.30228    0.387    0.781     5.76    23.77     0  6963    35    0    0    0    0    0    0    0    0    1    0    0    0   53  129  123   60    8    3
2019-02-06/05:26:01 2019-02-06/05:28:09 2019-02-06/05:26:44     4.09     4.22    16.04    15.28   0.82828   -0.129    0.753    12.81    27.79     0  1314     0    0    0    0    0    0    0    0    0    0    0    0    0   53   58   73   41    9   19
2019-02-08/20:33:56 2019-02-08/20:35:34 2019-02-08/20:34:39     5.30     5.50    16.59    16.26   0.51447   -0.198    0.336     2.36    23.63     0  2324     0    0    0    0    0    0    0    0    0    0    0    0    0   22   32   39   20    4    3
2019-02-08/22:08:28 2019-02-08/22:09:41 2019-02-08/22:08:53     6.22     6.70    17.77    17.18   1.10976   -0.486    0.591     2.59    23.31     0  5178     0    0    0    0    0    0    0    0    0    0    0    0    0    7    3    1    1    1    3
2019-02-12/05:21:57 2019-02-12/05:22:22 2019-02-12/05:22:31     5.17     5.25    16.82    15.56   1.70941   -0.078    1.258     0.61    30.06     0  5040    15    0    0    0    0    0    0    0    0    0    0    0    0   44  121   95  116   28    8
2019-02-14/03:11:37 2019-02-14/03:12:17 2019-02-14/03:12:04     5.87     6.31    17.58    16.38   1.95632   -0.441    1.201    59.65    26.63     0  5103   230    0    0    0    0    0    0    0    1    3    3    0    0   80  142  174  158   44    6
2019-02-14/22:04:37 2019-02-14/22:05:46 2019-02-14/22:04:53     6.08     6.89    18.23    17.57   1.37282   -0.813    0.654    50.01    27.81     0  7128     0    0    0    0    0    0    0    0    0    0    0    0    0   91   62   56   47    9    3
2019-02-15/04:32:18 2019-02-15/04:33:56 2019-02-15/04:32:50     4.97     5.14    16.47    15.79   0.91523   -0.173    0.680     2.23    29.51     0     0     0    0    0    0    0    0    0    0    0    0    0    0    0   49   39   22   12    4    3
2019-02-18/03:42:25 2019-02-18/03:44:22 2019-02-18/03:43:14     4.73     4.78    16.11    15.96   0.18893   -0.057    0.145     9.65    28.10     0  2383     0    0    0    0    0    0    0    0    0    0    0    0    0   31   39   33   19    5    6
2019-03-15/22:03:02 2019-03-15/22:04:28 2019-03-15/22:04:08     5.99     5.52    16.91    17.38   0.84971    0.470    0.471    31.38    28.81   863  4366     0    0    0    0    0    0    0    0    0    0    0    0    0    7    4    2   11   15    3
2019-03-16/06:05:28 2019-03-16/06:06:41 2019-03-16/06:05:58     5.71     5.75    16.31    16.12   0.27462   -0.044    0.181    32.34    32.12   375     0     0    0    0    0    0    0    0    0    0    0    0    0    0   27   26   13    4    6   13
2019-03-17/00:58:50 2019-03-17/01:00:03 2019-03-17/00:59:44     5.84     5.54    17.05    17.45   0.65638    0.296    0.394    72.97    33.63   385     0     3    0    0    0    0    0    0    0    0    0    0    0    0   34   25    5    4    3    7
2019-03-17/07:24:50 2019-03-17/07:26:03 2019-03-17/07:25:25     4.93     4.81    15.24    15.69   0.58100    0.121    0.446    60.91    26.60   350     0     3    0    0    0    0    0    0    1    0    0    0    0    0   99  108  191  208  209   29
2019-03-17/15:47:31 2019-03-17/15:49:03 2019-03-17/15:48:19     4.49     4.48    14.73    14.59   0.16525    0.014    0.140    71.93    32.61   336     0    47    0    0    0    0    0    0    0    0    0    0    0    2   47  100  179  199   68   17
2019-03-17/16:47:31 2019-03-17/16:49:09 2019-03-17/15:48:20     4.49     4.49    14.73    14.59   0.16548   -0.002    0.141    71.93    32.61   480     0     3    0    0    0    0    0    0    0    0    0    0    0    0   47  104  191  224   68    9
2019-03-29/12:30:33 2019-03-29/12:31:51 2019-03-29/12:31:12     5.56     5.46    15.54    14.84   1.02096    0.108    0.705    12.79    31.04   360  4214     0    0    0    0    0    0    0    0    0    0    0    0    0   38   25    9    2    2    4
2019-03-30/06:58:23 2019-03-30/06:59:26 2019-03-30/06:58:49     5.89     5.84    16.07    16.21   0.20637    0.045    0.131    33.51    33.57   409  2324     0    0    0    0    0    0    0    0    0    0    0    0    0   34   52   73  108   41   13
2019-03-30/13:47:44 2019-03-30/13:49:15 2019-03-30/13:48:32     4.64     4.60    14.48    14.96   0.57076    0.037    0.471     9.16    28.20   337  4788     0    0    0    0    0    0    0    0    0    0    0    1    2   10   18   20    9    4    7
2019-03-31/08:17:08 2019-03-31/08:18:12 2019-03-31/08:17:40     5.39     5.21    15.16    15.80   0.90724    0.187    0.641     9.52    31.72   850     0     0    0    0    0    0    0    0    0    0    0    0    0    0   62   41   32   16    9   13
2019-04-01/04:49:02 2019-04-01/04:50:22 2019-04-01/04:49:34     5.43     5.57    17.26    16.84   0.62976   -0.148    0.425    70.84    36.65   361     0     0    0    0    0    0    0    0    0    0    0    0    0    0   62   79   75   95   55   10
2019-04-03/07:27:02 2019-04-03/07:28:03 2019-04-03/07:27:34     5.68     5.43    15.40    16.10   1.05053    0.246    0.703    41.54    34.40   361     0     0    0    0    0    0    0    0    0    0    0    0    0    0   69   75   50   45   14    5
2019-04-03/15:16:56 2019-04-03/15:18:58 2019-04-03/15:51:31     5.34     5.33    15.05    14.92   0.17781    0.009    0.127    63.08    33.14   540     0    15    0    0    0    0    0    0    0    0    0    0    0    0  132  175  146  149   49    6
2019-04-03/15:50:56 2019-04-03/15:52:03 2019-04-03/15:51:31     5.34     5.33    15.05    14.92   0.17781    0.009    0.127    63.08    33.14   540     0    15    0    0    0    0    0    0    0    0    0    0    0    0  132  158  146  149   49    6
2019-04-04/03:58:19 2019-04-04/03:59:57 2019-04-04/03:58:55     5.09     5.28    17.58    17.12   0.66052   -0.199    0.464    47.53    29.41   421     0     0    0    0    0    0    0    0    0    0    0    0    0    0  106   83   61   32   13    4
2019-04-04/09:15:50 2019-04-04/09:17:15 2019-04-04/09:16:34     5.20     5.09    14.81    14.31   0.69047    0.117    0.505     1.77    24.27   862     0     0    0    0    0    0    0    0    0    0    0    0    0    0    8    9    9    4    2    3
2019-04-04/18:07:56 2019-04-04/18:09:28 2019-04-04/18:42:52     5.63     5.26    15.27    14.37   1.32994    0.366    0.900    59.14    30.98   421     0   134    0    0    0    0    0    0    0    0    0    0    0    0  176  167   64  141   71   19
2019-04-05/19:59:25 2019-04-05/20:01:03 2019-04-05/20:00:16     4.79     4.78    14.18    14.16   0.03059    0.008    0.024    36.33    29.55   302  6931     3    0    0    0    0    0    0    0    0    0    0    0    0  132  133  117  120   30    4
2019-04-06/08:11:52 2019-04-06/08:12:41 2019-04-06/08:12:16     5.83     5.87    16.80    16.00   1.22160   -0.043    0.799    42.86    26.71   375     0     0    0    0    0    0    0    0    0    0    0    0    0    0    4    4   21   27    6    3
2019-04-07/09:29:42 2019-04-07/09:30:46 2019-04-07/09:30:08     5.97     5.99    15.85    15.69   0.26347   -0.022    0.168    16.19    29.32   372     0     3    0    0    0    0    0    0    0    0    0    0    0    0   55   96   73   74   35   13
2019-04-07/16:18:28 2019-04-07/16:19:51 2019-04-07/16:19:09     4.77     4.72    14.24    14.95   0.87904    0.043    0.708     8.57    35.35   361     0     0    0    0    0    0    0    0    0    0    0    0    0    0   95   71   56   37    7    3
2019-04-07/20:26:56 2019-04-07/20:28:40 2019-04-07/20:27:39     4.98     5.20    17.58    17.00   0.79657   -0.216    0.576     2.04    24.76   361     0     0    0    0    0    0    0    0    0    0    0    0    0    0   29   28   15    5    2    4
2019-04-09/03:06:37 2019-04-09/03:08:40 2019-04-09/03:07:47     4.06     3.85    13.59    13.11   0.54272    0.215    0.482    53.47    36.86   218  2589    47    0    0    0    0    0    0    0    0    0    0    0    0   99  150  117  112   63   11
2019-04-10/02:16:47 2019-04-10/02:17:31 2019-04-10/02:17:29     4.10     4.58    18.52    17.51   1.23167   -0.481    1.002    74.56    36.11   278  3632     0    0    0    0    0    0    0    1    2    3    9   10   16   22    8    7    5    8    5
2019-05-05/06:57:08 2019-05-05/06:58:46 2019-05-05/06:58:13     5.07     5.19    13.46    14.05   0.80758   -0.122    0.595     4.54    32.97   421     0     0    0    0    0    0    0    0    0    0    0    0    0    0   45   64   39   13    3    3
2019-05-05/08:32:50 2019-05-05/08:34:09 2019-05-05/08:33:31     6.11     5.94    14.81    14.38   0.70309    0.171    0.433     3.63    33.35   421     0     0    0    0    0    0    0    0    0    0    0    0    0    0    6    7    4   11   15    3
2019-05-11/03:40:56 2019-05-11/03:42:52 2019-05-11/03:42:18     4.48     4.69    12.72    13.49   0.94889   -0.207    0.773    11.97    43.78   338     0     0    0    0    0    0    0    0    0    0    0    0    0    0  191  142   87   49   15    9
2019-05-11/14:45:33 2019-05-11/14:46:41 2019-05-11/14:46:03     5.80     5.66    14.75    15.63   1.32248    0.139    0.878    13.06    48.09   360     0     0    0    0    0    0    0    0    0    0    0    1    1    2  124   91   53   19    3    3
2019-05-11/16:19:37 2019-05-11/16:20:46 2019-05-11/16:20:10     5.50     5.44    16.03    15.60   0.61413    0.059    0.427    22.31    45.52   360     0     0    0    0    0    0    0    0    0    0    0    1    1    2  117   96   53   22    5    3
2019-05-11/22:37:31 2019-05-11/22:39:09 2019-05-11/22:38:24     5.43     5.50    13.97    14.09   0.18230   -0.065    0.119     7.98    45.29   361     0     0    0    0    0    0    0    0    0    0    0    0    0    0  132  108  101   74   49   27
2019-05-12/23:55:25 2019-05-12/23:57:46 2019-05-12/23:57:10     4.49     4.85    12.80    13.76   1.22109   -0.358    0.959    12.15    45.44   287     0     0    0    0    0    0    0    0    0    0    0    0    0    0   47   56   33    8    2    3
2019-05-13/12:37:28 2019-05-13/12:38:46 2019-05-13/12:38:08     5.67     5.52    16.14    15.40   1.09091    0.144    0.739    11.61    46.73   457     0     0    0    0    0    0    0    0    0    1    1    0    0    0   24   18   10    3    4    8
2019-09-17/03:44:03 2019-09-17/03:45:22 2019-09-17/03:44:19     4.27     4.89     8.92     7.95   1.32111   -0.622    0.976     3.04    40.83   182  1255    23    0    0    0    0    0    0    2    1    0    0    4    5   10   22   33   18   15   23
2019-09-29/05:02:25 2019-09-29/05:04:22 2019-09-29/05:02:54     4.10     4.60     8.46     8.29   0.53352   -0.494    0.178    18.50    39.41     3  4088     3    0    0    0    0    0    0    0    0    0    0    0    1   66  192  106   35   28   51
2019-09-30/07:55:18 2019-09-30/07:56:31 2019-09-30/07:55:53     4.71     5.01     9.09     8.33   1.00703   -0.297    0.758    84.76    39.55   337  4118     0    0    0    0    0    0    0    0    0    0    0    0    0   29   39  123  266  176   69
2019-10-02/04:09:57 2019-10-02/04:10:41 2019-10-02/04:10:22     5.17     5.50     9.37     8.46   1.30603   -0.324    0.908     8.34    36.92   361     0    71    0    0    0    0    0    0    0    0    0    0    0    1   42   71   73  141   85   13
2019-10-03/05:28:19 2019-10-03/05:30:15 2019-10-03/05:29:20     4.09     4.12     8.34     8.27   0.07380   -0.026    0.064    11.79    39.24   194     0     0    0    0    0    0    0    0    0    0    0    0    0    0    8   28   25   20   26   29
2019-10-03/07:02:47 2019-10-03/07:03:12 2019-10-03/07:03:07     5.46     5.91     9.74     8.88   1.36109   -0.453    0.865    11.79    41.06   266     0     0    0    0    0    0    0    0    0    0    0    0    0    0   34   45   26    9    6    3
2019-10-04/08:21:18 2019-10-04/08:22:41 2019-10-04/08:21:19     4.69     5.86     8.93     8.60   1.25311   -1.168    0.331     6.67    38.49   265     0     0    0    0    0    0    0    0    0    0    0    0    0    0   29   41   37   28   57   16
2019-10-07/05:54:13 2019-10-07/05:56:09 2019-10-07/05:55:08     4.08     4.25     8.21     8.44   0.30596   -0.174    0.231     0.54    41.74   242  1255    31    0    0    0    0    0    0    0    0    0    0    0    3   33   48   61   41   77  125
2019-10-07/07:28:42 2019-10-07/07:29:22 2019-10-07/07:29:08     5.45     5.85     9.59     8.92   1.06123   -0.397    0.666     0.14    42.85   361  2383     0    0    0    0    0    0    0    0    0    0    0    0    0   17   39   20    5    6   15
