Conjunction data for RBSPa and FU4 from Shumko file FU4_RBSPA_conjunctions_dL10_dMLT10_hr_final.txt
Tstart = start of conjunction
Tend = end of conjunction
Tmin = time of closest conjunction (defined from minimum absolute separation)
Lrb = L value (rbspa) during min separation time
Lfb = L value (FU4) during min separation time
MLTrb = MLT value (rbspa) during min separation time
MLTfb = MLT value (FU4) during min separation time
distmin = minimum |separation| in RE b/t rbspa and FU4 at Tminsep
dLmin = |delta L| of rbspa) during min separation time
dMLTmin = |delta MLT| of rbspa) during min separation time
col = max collimated detector FB flux during conjunction
sur = max surface detector FB flux during conjunction
EMFb = number of sec of EMFISIS burst data within +/-60 min of middle conjunction time
B1b = number of sec of EFW burst 1 data within +/-60 min of middle conjunction time
B2b = number of sec of EFW burst 2 data within +/-60 min of middle conjunction time
The remaining columns are max EFW filter bank amplitudes (pT, mV/m) within +/-60 min of middle conjunction time
 
Tstart              Tend                Tmin				    Lrb       Lfb      MLTrb    MLTfb   distmin	 dLmin	dMLTmin    col	    sur    EMFb   B1b   B2b  7E4  7E5  7E6  7B4  7B5  7B6 13E7 13E8 13E9 13E10 13E11 13E12 13B7 13B8 13B9 13B10 13B11 13B12
2017-11-21/00:51:42 2017-11-21/00:52:51 2017-11-21/00:52:08     5.60     5.65     9.49     8.96   0.76940   -0.056    0.521    15.84    -1.00   289     0    63    0    3   13  108  174   52    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-21/07:40:44 2017-11-21/07:42:58 2017-11-21/07:42:28     3.76     4.24     7.46     8.48   1.17057   -0.485    1.023     2.58    -1.00   266  1081    71    0    1   29   10   20   98    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-21/19:46:37 2017-11-21/19:48:52 2017-11-21/19:48:22     6.08     5.57    10.19    10.67   0.89290    0.513    0.480    63.60    -1.00  2234  7124    83    1   20    0   75  665   23    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-22/10:34:57 2017-11-22/10:37:02 2017-11-22/10:36:06     4.02     4.04     7.47     8.09   0.65014   -0.021    0.616    42.35    -1.00   266     0     0    0    1    6   52   37   75    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-22/13:08:44 2017-11-22/13:10:03 2017-11-22/13:09:41     6.31     5.87     9.78    10.31   0.95307    0.440    0.531    72.95    -1.00   302     0   138    2   15    1   58  282    8    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-22/22:46:23 2017-11-22/22:47:31 2017-11-22/22:46:47     5.82     5.98    10.24     9.63   0.94434   -0.162    0.603    61.05    -1.00   290     0     7    0    9    3    8  241   23    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-24/00:07:37 2017-11-24/00:08:56 2017-11-24/00:08:09     5.44     5.42     9.12     9.16   0.07143    0.014    0.049    25.50    -1.00   169     0    31    1    1    8    2    5   20    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-25/22:01:37 2017-11-25/22:03:03 2017-11-25/22:02:11     5.84     5.82     9.87     9.91   0.06069    0.018    0.038     9.49    -1.00   290     0   142    0    1    1  869 1997 1791    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-28/11:41:28 2017-11-28/11:42:56 2017-11-28/11:42:24     5.98     5.68     9.06     9.63   0.91808    0.298    0.570    29.30    -1.00   480     0   261    0    7    1   24  316    9    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-28/14:50:47 2017-11-28/14:51:17 2017-11-28/14:51:24     5.29     5.72    11.58    11.08   0.84287   -0.430    0.503    18.52    -1.00   481     0    23    2    3    2   48  108   36    0    0    0    0    0    0    0    0    0    0    0    0
2017-12-04/11:48:08 2017-12-04/11:49:31 2017-12-04/11:48:53     6.18     6.04     9.49     9.75   0.44631    0.143    0.264    18.94    -1.00   504     0    51    0    1    1  129   99   12    0    0    0    0    0    0    0    0    0    0    0    0
2017-12-04/21:23:31 2017-12-04/21:25:09 2017-12-04/21:24:21     5.84     5.68     9.95    10.19   0.40143    0.157    0.245     0.98    -1.00   361     0     7    0    6    5    4  199   41    0    0    0    0    0    0    0    0    0    0    0    0
2017-12-05/16:17:44 2017-12-05/16:19:28 2017-12-05/16:19:13     5.92     5.22    10.74    11.29   1.05877    0.697    0.548    66.32    -1.00   405     0    67    6   29    7   22  599   95    0    0    0    0    0    0    0    0    0    0    0    0
2017-12-05/22:45:28 2017-12-05/22:46:56 2017-12-05/22:46:24     5.54     5.13     8.81     9.62   1.20306    0.409    0.812    70.47    -1.00   481     0    47    1    9    6    7  382   47    0    0    0    0    0    0    0    0    0    0    0    0
2017-12-06/07:12:42 2017-12-06/07:13:56 2017-12-06/07:13:23     5.33     5.32     8.40     8.63   0.33269    0.010    0.238    38.10    -1.00   421     0     7    0    5    5   31  149   27    0    0    0    0    0    0    0    0    0    0    0    0
2017-12-07/01:41:44 2017-12-07/01:42:57 2017-12-07/01:42:15     5.56     5.54     8.82     8.93   0.16085    0.026    0.109    52.12    -1.00   493     0     0    0    1    7    8   10   39    0    0    0    0    0    0    0    0    0    0    0    0
2017-12-07/20:38:44 2017-12-07/20:39:57 2017-12-07/20:39:37     5.90     5.18     9.58    10.39   1.37684    0.718    0.813    62.86    -1.00     3     0   142    0   15    1   20  565   29    0    0    0    0    0    0    0    0    0    0    0    0
2017-12-10/09:22:56 2017-12-10/09:24:03 2017-12-10/09:23:29     5.29     5.26     7.98     8.52   0.74950    0.027    0.543     1.50    -1.00   361     0     0    0    0    0   31    4    3    0    0    0    0    0    0    0    0    0    0    0    0
2018-02-26/12:08:37 2018-02-26/12:10:03 2018-02-26/12:09:22     4.93     4.95     8.36     8.75   0.50139   -0.026    0.387     8.93    -1.00   349     0     0    0    2    3   33   11    6    0    0    0    0    0    0    0    0    0    0    0    0
2018-02-26/18:31:08 2018-02-26/18:32:31 2018-02-26/18:31:58     5.74     5.88     6.29     6.50   0.33769   -0.136    0.203     3.80    -1.00   432     0    19    1    7    7    6   14   29    0    0    0    0    0    0    0    0    0    0    0    0
2018-02-27/06:38:19 2018-02-27/06:40:34 2018-02-27/06:39:17     4.42     4.39     8.99     9.29   0.35303    0.030    0.305    64.47    -1.00   397     0    19    0   19   53  108  665   98    0    0    0    0    0    0    0    0    0    0    0    0
2018-03-01/19:21:33 2018-03-01/19:22:51 2018-03-01/19:22:00     5.77     5.40     7.10     6.59   0.82535    0.366    0.507    10.81    -1.00   302     0    67    2    9    2   96  765   23    0    0    0    0    0    0    0    0    0    0    0    0
2018-03-03/09:19:07 2018-03-03/09:20:57 2018-03-03/09:20:08     4.05     4.05     9.12     9.38   0.27443   -0.003    0.259     5.13    -1.00   124     0     0    0    0    0   28   32    9    0    0    0    0    0    0    0    0    0    0    0    0
2018-03-04/12:12:07 2018-03-04/12:14:09 2018-03-04/12:13:14     3.95     3.92     9.12     8.91   0.21452    0.025    0.207     0.49    -1.00   158     0     0    0    0    0   35   23   17    0    0    0    0    0    0    0    0    0    0    0    0
2018-03-29/18:38:42 2018-03-29/18:39:22 2018-03-29/18:39:04     5.93     6.40     6.03     7.01   1.63896   -0.469    0.976     2.16    -1.00   337     0     0    0    0    0    1    1    3    0    0    0    0    0    0    0    0    0    0    0    0
2018-03-29/20:13:08 2018-03-29/20:14:46 2018-03-29/20:14:03     5.05     4.99     7.34     7.25   0.13622    0.056    0.094     2.16    -1.00   373     0     0    0    0    0    3    1    6    0    0    0    0    0    0    0    0    0    0    0    0
2018-04-20/20:57:19 2018-04-20/20:59:03 2018-04-20/20:58:30     4.39     4.60     7.25     7.92   0.81072   -0.215    0.666    60.74    -1.00   278     0    43    0    0    0    0    0    0    0    0    0    1    4    5   69  158  235  366  352  197
2018-04-23/20:11:50 2018-04-23/20:13:15 2018-04-23/20:12:53     4.87     5.22     6.68     7.72   1.40953   -0.344    1.039    31.33    -1.00   338  1692    11    0    0    0    0    0    0    0    0    0    3    1    0   49   66   64  216   88   55
2018-05-03/22:24:02 2018-05-03/22:25:03 2018-05-03/22:24:30     4.22     4.48     6.99     8.33   1.54011   -0.261    1.339     1.19    -1.00   290     0    39    0    0    0    0    0    0    0    0    0    0    0    1   28   33   43   49   41   21
2018-05-11/18:43:37 2018-05-11/18:44:22 2018-05-11/18:43:28     3.34     3.61     7.34     8.89   1.42303   -0.274    1.546    17.27    -1.00   230     0    59    0    0    0    0    0    0    0    0    0    0    0    6   27   66   47   19   24   37
2018-08-03/10:26:19 2018-08-03/10:28:03 2018-08-03/10:27:19     4.18     4.12    22.66    23.38   0.79038    0.057    0.727    77.03    -1.00   266     0    99    0    0    0    0    0    0    2    1    0    0    5    4   14   16   11   18   82   59
2018-08-04/03:54:00 2018-08-04/03:56:57 2018-08-04/03:55:41     3.29     3.38    21.86    22.32   0.40893   -0.088    0.458    53.20    -1.00   230     0     0    0    0    0    0    0    0    0    0    0    0    0    3   21   17   18   22   44   44
2018-08-06/10:43:28 2018-08-06/10:44:36 2018-08-06/10:43:59     4.92     4.92    23.39    23.36   0.03147   -0.001    0.024     0.38    -1.00   337     0     0    0    0    0    0    0    0    0    0    0    0    0    0    3    4   10   31   23   47
2018-08-07/15:10:47 2018-08-07/15:11:26 2018-08-07/15:11:09     6.08     6.08     0.66     0.26   0.62894   -0.001    0.396     2.09    -1.00   421   337    95    0    0    0    0    0    0    2    1    6    4    1    2    3    3   50   83   15    6
2018-08-07/16:45:47 2018-08-07/16:46:36 2018-08-07/16:46:13     5.83     5.81     1.75     0.78   1.47828    0.019    0.972     2.69    -1.00   349   650     3    0    0    0    0    0    0    0    0    0    1    4    3    2    1    5   23   19    9
2018-08-08/07:37:03 2018-08-08/07:38:12 2018-08-08/07:37:30     4.89     4.86    23.46    23.21   0.32555    0.033    0.254    17.83    -1.00   421   742     0    0    0    0    0    0    0    0    0    0    0    0    0   22   29   25   33   15   13
2018-08-08/08:38:28 2018-08-08/08:39:07 2018-08-08/08:38:58     5.56     5.48     0.32    23.57   1.08461    0.080    0.749     5.02    -1.00   505   697     3    0    0    0    0    0    0    0    0    0    0    0    1   22   29   25   87   52   11
2018-08-09/03:36:57 2018-08-09/03:37:46 2018-08-09/03:37:18     5.79     6.33     1.05     1.59   1.02265   -0.540    0.548     0.56    -1.00   360   304    11    0    0    0    0    0    0    1    0    0    0    0    0    2    3    4   19   11    4
2018-08-09/09:57:18 2018-08-09/09:58:36 2018-08-09/09:57:56     4.50     4.45    22.87    23.44   0.67030    0.051    0.571     0.84    -1.00   350     0     0    0    0    0    0    0    0    0    0    0    0    0    0   19   15   18   20   16    8
2018-08-10/21:15:51 2018-08-10/21:20:42 2018-08-10/21:18:06     3.85     3.72    22.15    21.98   0.21772    0.128    0.178     2.16    -1.00   493   429     3    0    0    0    0    0    0    0    0    0    0    1    4   11   19    9    9   23   51
2018-08-11/01:29:37 2018-08-11/01:30:26 2018-08-11/01:29:59     5.51     6.09     1.77     2.44   1.16698   -0.584    0.667     0.98    -1.00   831  4022     0    0    0    0    0    0    0    0    0    0    0    0    0    5    4    3   11   37   10
2018-08-11/17:18:02 2018-08-11/17:18:46 2018-08-11/17:18:32     6.01     5.77     0.29     1.01   1.12679    0.238    0.715     7.99    -1.00   361   321    31    0    0    0    0    0    0    2    1    2    4    2    1    8   31   89   58   14    6
2018-08-12/00:13:35 2018-08-12/00:16:31 2018-08-12/00:15:42     3.90     3.78    22.30    21.51   0.79909    0.116    0.788    19.05    -1.00   288   675     0    0    0    0    0    0    0    0    0    0    0    0    0   58   17    7    3    7    4
2018-08-12/11:16:52 2018-08-12/11:17:31 2018-08-12/11:17:03     5.72     5.61     0.32    23.55   1.15095    0.108    0.774    57.39    -1.00   420   326   182    0    0    0    0    0    0    0    0    2    8    2   14   36  234  651  698  154   16
2018-08-13/05:45:52 2018-08-13/05:46:31 2018-08-13/05:46:23     5.82     5.85     0.71     0.44   0.40983   -0.030    0.268     0.91    -1.00   349   579   257    0    0    0    0    0    0    0    0    9   20    5    2    5    5   30  249   82    9
2018-08-13/20:30:33 2018-08-13/20:31:31 2018-08-13/20:31:13     3.21     4.13    21.27    21.97   1.13252   -0.920    0.693    18.11    -1.00   218   476     0    0    0    0    0    0    0    0    0    0    0    1    1   56   45   56   83   52   32
2018-08-17/01:30:52 2018-08-17/01:31:51 2018-08-17/01:31:34     4.94     4.95     2.25     2.23   0.02758   -0.007    0.021     9.59    -1.00   539  5342     0    0    0    0    0    0    0    0    0    0    0    0    3    4    3    3   35  121   46
2018-08-17/16:16:33 2018-08-17/16:17:26 2018-08-17/16:16:48     5.89     5.51    23.92    22.93   1.51812    0.372    0.989    58.43    -1.00   862  2769     0    0    0    0    0    0    0    0    0    0    0    0    0   99   96   64   39   15    6
2018-09-18/04:13:01 2018-09-18/04:15:22 2018-09-18/04:14:01     3.95     4.08     2.35     1.75   0.63389   -0.129    0.591     4.43    -1.00   302  3512     0    0    0    0    0    0    0    0    0    0    1    3    3   11   25   67   70   60  111
2018-09-19/02:58:37 2018-09-19/02:59:02 2018-09-19/02:58:31     5.67     5.01    22.87    21.98   1.40183    0.659    0.889    18.66    -1.00   290     0     3    0    0    0    0    0    0    0    0    0    0    0    0    5    8   58   99   16   15
2018-09-20/00:30:37 2018-09-20/00:30:57 2018-09-20/00:30:44     4.43     3.86     1.64     2.59   1.16584    0.570    0.943     1.81    -1.00   229  5268     0    0    0    0    0    0    0    0    0    0    0    0    0   45   62  123  191  187  111
2018-09-21/03:24:25 2018-09-21/03:26:09 2018-09-21/03:25:37     4.50     4.21     1.68     2.22   0.67625    0.295    0.535     0.52    -1.00   635  2053     0    0    0    0    0    0    0    0    0    0    0    0    0   15   13   14   20   12   44
2018-09-21/11:18:37 2018-09-21/11:19:31 2018-09-21/11:19:07     5.31     5.29     0.65     0.39   0.35988    0.019    0.259     3.98    -1.00   433     0     0    0    0    0    0    0    0    0    0    0    0    0    0   22    8    3   14    8   15
2018-09-22/13:08:52 2018-09-22/13:09:12 2018-09-22/13:08:51     5.75     5.72    23.87     0.39   0.77677    0.036    0.517    64.57    -1.00   367     0   143    0    0    0    0    0    0    2    2   10   32   22   46   27   30  404  898  286   46
2018-09-22/14:11:42 2018-09-22/14:12:17 2018-09-22/14:12:07     5.28     5.27     0.64     0.76   0.16988    0.009    0.123    71.59    -1.00   370     0   218    0    0    0    0    0    0    3    3    9   32   28   46   21   30  404  898  441  111
2018-09-22/14:42:28 2018-09-22/14:43:12 2018-09-22/14:12:07     5.28     5.27     0.64     0.76   0.16988    0.009    0.123    71.59    -1.00   380     0   218    0    0    0    0    0    0    3    3    9   32   28   46   21   30  404  898  441  111
2018-09-28/00:33:37 2018-09-28/00:35:52 2018-09-28/00:34:37     4.70     4.76    21.51    21.58   0.10179   -0.059    0.067    32.76    -1.00   217     0     0    0    0    0    0    0    0    0    0    0    0    0    0    6    4    3    9    6    3
2018-10-07/12:20:28 2018-10-07/12:20:57 2018-10-07/12:20:32     5.18     5.12     0.23     0.82   0.79921    0.058    0.592    43.75    -1.00   313     0   107    0    0    0    0    0    0   31   20    7   24   21   61   47   26  359  565  352   62
2018-10-07/22:54:25 2018-10-07/22:57:35 2018-10-07/22:55:02     3.24     3.71     2.27     2.63   0.57291   -0.471    0.359    12.11    -1.00   170     0     7    0    0    0    0    0    0    2    1    1    3   34   35    9   11   84   79  253  105
2018-12-18/02:42:33 2018-12-18/02:43:07 2018-12-18/02:42:37     5.82     6.22    21.48    22.15   1.13135   -0.405    0.671    80.00     0.00   289  1248    71    0    0    0    0    0    0    0    0    0    0    0    0   10    4   14    9    3    3
2019-01-24/22:47:57 2019-01-24/22:50:02 2019-01-24/22:48:50     4.66     4.82    16.61    16.38   0.32810   -0.154    0.234    68.27    -1.00   290  1364     0    0    0    0    0    0    0    0    0    0    0    0    0   62   54   39   18    4    4
2019-01-25/00:22:19 2019-01-25/00:24:22 2019-01-25/00:22:37     6.11     6.90    17.99    17.46   1.20306   -0.795    0.532     8.23    -1.00   253  4950     0    0    0    0    0    0    0    0    0    0    0    0    0   15   20   14    3    1    3
2019-01-26/19:05:35 2019-01-26/19:08:02 2019-01-26/19:06:18     4.01     4.33    16.03    15.27   0.89305   -0.317    0.767    14.44    -1.00    87     0     0    0    0    0    0    0    0    0    0    0    0    0    0   27   52   32   13    4    7
2019-01-26/20:38:37 2019-01-26/20:39:26 2019-01-26/20:38:52     5.78     6.56    17.64    16.63   1.80999   -0.778    1.017    28.71    -1.00     3  5226     0    0    0    0    0    0    0    0    0    0    0    0    0   40   60   50   29    4    3
2019-02-01/01:40:02 2019-02-01/01:41:52 2019-02-01/01:40:25     5.67     6.25    17.43    16.69   1.29438   -0.579    0.744    12.52    -1.00   313  4161     0    0    0    0    0    0    0    0    0    0    0    0    0   44   32   17   10    4    8
2019-02-02/03:02:07 2019-02-02/03:04:46 2019-02-02/03:03:04     3.93     4.03    15.98    15.60   0.41397   -0.103    0.385    59.10    -1.00   170  1374     0    0    0    0    0    0    0    0    0    0    0    0    0   66  112   87   39   13   10
